AverageReturn,Perplexity,LossAfter,MeanKLBefore,ExplainedVariance,MeanKL,NumTrajs,StdReturn,Entropy,AverageDiscountedReturn,MaxReturn,Iteration,LossBefore,MinReturn,dLoss
3.3125,6.35078897969,-0.0490086763051,3.98901566363e-20,0.34905610059,0.00979343749825,336,1.6092991487,1.84857905396,3.3125,8,29,-1.55877976527e-17,0,0.0490086763051
3.18674698795,6.25099368648,-0.0427530305202,0.0,0.309363074527,0.00663358079649,332,1.65414929793,1.83274044095,3.18674698795,8,30,1.3081804966e-17,0,0.0427530305202
3.49544072948,6.04996825786,-0.0411459336565,-1.50499504341e-20,0.350230501682,0.00654858999266,329,1.64865530643,1.80005302539,3.49544072948,8,31,-6.700147442e-17,0,0.0411459336565
3.54434250765,5.87962606944,-0.038926294499,0.0,0.355232114211,0.00642135143995,327,1.6910513112,1.77149316626,3.54434250765,8,32,8.41531324554e-17,0,0.038926294499
3.45757575758,5.70521862062,-0.0404907308678,0.0,0.330112864027,0.00657145070994,330,1.68046355492,1.74138130346,3.45757575758,8,33,1.29197660651e-16,0,0.0404907308678
3.65538461538,5.50097353835,-0.0392639938272,0.0,0.314958601316,0.00646621833781,325,1.7745231879,1.70492508355,3.65538461538,9,34,8.78463968235e-17,0,0.0392639938272
3.55828220859,5.45150267522,-0.0501576254368,0.0,0.351005201333,0.00995985843547,326,1.66375346034,1.6958912909,3.55828220859,9,35,-4.54169558589e-18,0,0.0501576254368
3.91021671827,5.26122720014,-0.0472678303836,0.0,0.375716898369,0.00991852660853,323,1.74929997926,1.66036430755,3.91021671827,8,36,1.20588409942e-16,0,0.0472678303836
3.52710843373,5.21043750339,-0.0410855543816,0.0,0.312877670563,0.00654487730657,332,1.65263209568,1.65066382602,3.52710843373,8,37,-1.09139630002e-16,0,0.0410855543816
3.70769230769,5.0303334735,-0.0446969752598,0.0,0.346880722488,0.00982128197433,325,1.6541144684,1.61548627883,3.70769230769,8,38,3.59271273188e-17,0,0.0446969752598
3.826625387,5.00687550781,-0.0398205389129,0.0,0.382664107537,0.00648229972824,323,1.59555402189,1.61081206941,3.826625387,8,39,-5.54003505302e-18,0,0.0398205389129
3.78637770898,4.91459410237,-0.0490741145805,0.0,0.32877322365,0.00991416593152,323,1.7116067641,1.59220916674,3.78637770898,8,40,1.07832803391e-16,0,0.0490741145805
3.95899053628,4.77288497256,-0.0414840458738,0.0,0.355925810207,0.00645424127765,317,1.74065044314,1.56295093812,3.95899053628,8,41,2.7063071234e-17,0,0.0414840458738
3.94637223975,4.72035115434,-0.0405509563952,0.0,0.339138700108,0.00651992360317,317,1.65291858124,1.55188319394,3.94637223975,8,42,5.56358331282e-17,0,0.0405509563952
3.89622641509,4.60493791675,-0.0518100011946,0.0,0.363332714044,0.0097838263755,318,1.65743557289,1.52712918791,3.89622641509,8,43,-1.03337850243e-17,0,0.0518100011946
3.97839506173,4.55948089281,-0.0401855540886,-3.69685440912e-20,0.368251631719,0.0064812404899,324,1.66560036764,1.51720877775,3.97839506173,9,44,1.13932999531e-17,0,0.0401855540886
3.84520123839,4.48431729413,-0.0524161279659,-1.57697531373e-20,0.369974097459,0.0097709189887,323,1.61097249816,1.50058626411,3.84520123839,8,45,-4.14218857676e-17,0,0.0524161279659
3.93103448276,4.37022697036,-0.0485985167527,0.0,0.354372075277,0.0098453480506,319,1.65000499536,1.47481494606,3.93103448276,8,46,5.27425152596e-17,0,0.0485985167527
3.97196261682,4.34227692513,-0.0469289557181,4.7735308256e-20,0.38484216129,0.00999804949172,321,1.66580756383,1.46839884767,3.97196261682,8,47,-3.79601374078e-17,0,0.0469289557181
4.02857142857,4.26995776501,-0.0455447329918,3.37606671683e-21,0.382321558216,0.00645612155455,315,1.56219509497,1.45160393609,4.02857142857,8,48,-7.80846686152e-17,0,0.0455447329918
4.18789808917,4.28064750774,-0.0388368392407,0.0,0.381249855104,0.00642217677728,314,1.71534291454,1.45410428501,4.18789808917,8,49,-4.44698006125e-17,0,0.0388368392407
