Entropy,dLoss,AverageReturn,Iteration,LossBefore,NumTrajs,MaxReturn,MinReturn,Perplexity,AverageDiscountedReturn,LossAfter,MeanKLBefore,StdReturn,ExplainedVariance,MeanKL
2.54566443677,0.0692937353599,4.46153846154,32,-1.21266255558e-17,182,10,0,12.7516979689,4.46153846154,-0.0692937353599,-1.31444982393e-22,2.10079886588,-0.000193706256671,0.00993455454648
2.55528874321,0.0571862827063,4.58695652174,33,2.47175490963e-17,184,11,0,12.8750166945,4.58695652174,-0.0571862827063,1.82090752339e-18,2.09373897875,0.0874201158274,0.00641369354729
2.55134414083,0.0550621143638,4.61403508772,34,-3.42138983922e-17,171,14,0,12.8243299084,4.61403508772,-0.0550621143638,-3.12922203876e-18,2.25368614983,0.138577807906,0.00642487887221
2.53495429181,0.058378026834,4.38372093023,35,-3.06917941937e-17,172,11,0,12.615854187,4.38372093023,-0.058378026834,2.34829724024e-18,2.14675853351,0.0980918547504,0.00648644014968
2.5079616822,0.0708412522864,4.68926553672,36,3.44160837935e-17,177,11,0,12.2798742471,4.68926553672,-0.0708412522864,7.35745869021e-19,1.91619562552,0.0557867979063,0.00997148589233
2.51108714834,0.0749226776989,4.46703296703,37,-1.0198753696e-17,182,12,0,12.318314619,4.46703296703,-0.0749226776989,-5.52675111612e-18,2.35491326198,0.0541165970148,0.00997634471332
2.46718758672,0.0585417468423,4.92,38,8.90502914567e-17,175,12,0,11.7892439572,4.92,-0.0585417468423,-2.35655259303e-18,2.20503320351,0.0677344061019,0.00641304732306
2.45579920462,0.0591245809003,4.80790960452,39,5.36945234992e-17,177,13,0,11.6557451528,4.80790960452,-0.0591245809003,-5.10921133466e-18,2.16216689614,0.0603332585314,0.00647984254289
2.45480053857,0.0717648758259,4.71176470588,40,-1.29572163472e-17,170,11,0,11.6441107662,4.71176470588,-0.0717648758259,-4.17912251551e-18,2.07063001295,0.116576497312,0.0097599861562
2.44843753958,0.0726089386615,4.98305084746,41,-2.7264265252e-18,177,10,0,11.570254524,4.98305084746,-0.0726089386615,-3.53328346761e-18,1.94406114697,0.169518003848,0.00984601531723
2.45751467788,0.0636680367591,4.61627906977,42,-3.30245712856e-17,172,10,0,11.6757574323,4.61627906977,-0.0636680367591,1.30677388203e-18,2.14675853351,0.0770997426239,0.00644017329246
2.42007474402,0.0593878116729,5.34319526627,43,-5.60382436218e-17,169,13,0,11.246699907,5.34319526627,-0.0593878116729,8.0597544609e-19,2.06132988979,0.220730482379,0.00646704774715
2.41910929687,0.0707183080152,4.80357142857,44,-8.99353527329e-17,168,12,0,11.2358470524,4.80357142857,-0.0707183080152,1.36684515007e-18,2.04490926732,0.0546874782149,0.00994650952718
2.40166184755,0.074732041877,5.33128834356,45,1.77458225714e-17,163,13,0,11.0415104493,5.33128834356,-0.074732041877,-2.1411216086e-18,2.19887091697,0.243831848981,0.00995916730583
2.40475361745,0.0718702834309,5.38414634146,46,1.1987411813e-17,164,13,0,11.0757010865,5.38414634146,-0.0718702834309,-2.81750563533e-18,2.23169898706,0.144428880474,0.00650325380853
2.3756241199,0.0595379751996,5.52727272727,47,6.55864736188e-17,165,11,0,10.7577252017,5.52727272727,-0.0595379751996,-1.71235249571e-18,2.00473269242,0.300151110088,0.00641738737029
2.38292258477,0.0591451399996,5.01219512195,48,-9.93982315009e-19,164,10,0,10.8365272986,5.01219512195,-0.0591451399996,3.87272760181e-19,2.08650660569,0.142678006208,0.00641335373112
2.38718068887,0.0597597082592,5.09032258065,49,-3.98612184393e-17,155,12,0,10.8827687404,5.09032258065,-0.0597597082592,-1.55061541971e-18,2.22121077687,0.204490787653,0.0064509536746
2.34942872247,0.0756748527154,5.475,50,6.89046692751e-18,160,12,0,10.4795812651,5.475,-0.0756748527154,-2.22425892659e-18,2.36893963621,0.236827636751,0.00999860808246
2.33929407117,0.0584426611418,5.47798742138,51,6.8387520643e-17,159,11,0,10.3739107346,5.47798742138,-0.0584426611418,-6.42973546795e-19,2.12749735749,0.235965271619,0.00645617881763
2.35393979592,0.0738813838151,5.27950310559,52,-3.16652989322e-17,161,14,0,10.526962215,5.27950310559,-0.0738813838151,7.64016589031e-19,2.43731646578,0.108158319849,0.00999783145251
2.3220887705,0.0584885595144,5.73913043478,53,7.78626795076e-17,161,14,0,10.1969511679,5.73913043478,-0.0584885595144,-2.89707036546e-18,2.18839894148,0.162304261025,0.00643334746909
2.30154490694,0.0753805630474,5.75816993464,54,1.8858582884e-17,153,12,0,9.98960354747,5.75816993464,-0.0753805630474,2.05469456472e-18,2.08645223415,0.34756944586,0.00984929986807
2.30513309663,0.0717270877981,5.63522012579,55,-1.82003774529e-18,159,12,0,10.0255125256,5.63522012579,-0.0717270877981,-8.07720601022e-19,2.12626990142,0.331094606309,0.0099861989777
2.28639913574,0.0581193631484,5.93670886076,56,7.58036222703e-18,158,13,0,9.83944331452,5.93670886076,-0.0581193631484,1.98815562918e-18,2.06748040967,0.255010188315,0.00644075486232
2.27929426178,0.0792580328162,5.89570552147,57,4.55221751472e-17,163,13,0,9.76978306666,5.89570552147,-0.0792580328162,-3.20270363402e-18,2.32514528059,0.305312536882,0.00992177924578
2.28798902397,0.0721428665492,5.87179487179,58,-7.01193489237e-17,156,11,0,9.85509937205,5.87179487179,-0.0721428665492,-3.25919070103e-19,2.13252573471,0.217465015302,0.00987824735228
2.26662146553,0.0748776547835,5.69325153374,59,1.85589520534e-17,163,13,0,9.64675380531,5.69325153374,-0.0748776547835,1.99154713114e-19,2.64071771324,0.145545196407,0.0098997704006
2.24889615598,0.0583894027075,6.24025974026,60,7.24100479157e-17,154,14,0,9.477268634,6.24025974026,-0.0583894027075,2.67993965902e-18,2.11995832722,0.379438105233,0.00649585635091
2.24765262216,0.0756636709685,6.18709677419,61,3.86765957744e-17,155,15,0,9.46549065462,6.18709677419,-0.0756636709685,-4.43217191262e-19,2.47773855471,0.316167678657,0.00998794117346
2.23618597611,0.0791054195775,6.25675675676,62,6.92679620594e-17,148,14,0,9.35757313206,6.25675675676,-0.0791054195775,-2.32651739112e-18,2.42208761202,0.232157150744,0.00995435056943
2.2401606218,0.0734142513783,5.90445859873,63,7.2928310152e-17,157,14,0,9.39484018244,5.90445859873,-0.0734142513783,-6.03380882769e-19,2.34529869756,0.211337270533,0.00998620498992
2.20902096059,0.0731051534301,6.58940397351,64,-4.27623104475e-17,151,13,0,9.10679611482,6.58940397351,-0.0731051534301,-3.06355175644e-18,2.44481211288,0.185637327154,0.00988762836984
2.24038292401,0.0768511878176,6.1,65,1.20622287251e-17,150,12,0,9.39692890828,6.1,-0.0768511878176,-1.43443248181e-18,2.42967761922,0.182772338017,0.00998548051658
2.20709210045,0.0673417405096,6.26923076923,66,-6.68993857871e-17,156,13,0,9.08924730884,6.26923076923,-0.0673417405096,-4.69661265175e-18,2.53272467514,0.135742640731,0.00979684806636
2.19461409719,0.074631917946,6.27702702703,67,2.9827714719e-17,148,12,0,8.97653631775,6.27702702703,-0.074631917946,3.47752173325e-18,2.2050952849,0.269010165184,0.00985886826301
2.18075734197,0.0708360841897,6.61744966443,68,-2.69249848241e-17,149,14,0,8.85300847531,6.61744966443,-0.0708360841897,8.24008910327e-19,2.52131135433,0.215068230537,0.00990232647545
2.17557995674,0.0723854746545,6.54304635762,69,-1.66159594606e-19,151,12,0,8.80729148933,6.54304635762,-0.0723854746545,-6.52527012918e-19,2.4051134801,0.195603738593,0.00990691319944
2.16938773819,0.0743755079966,6.48051948052,70,-1.54282429815e-17,154,14,1,8.75292331914,6.48051948052,-0.0743755079966,-1.02390327466e-18,2.30251353119,0.224887217622,0.00993688089014
2.15383090049,0.0595112603451,6.55862068966,71,3.61181867946e-17,145,12,0,8.61780921081,6.55862068966,-0.0595112603451,3.31600671212e-19,2.2525873616,0.356885760345,0.00642221518168
2.1435350952,0.0715508033914,6.44966442953,72,2.73328315176e-17,149,11,0,8.52953712098,6.44966442953,-0.0715508033914,-2.26509534535e-18,2.09965238929,0.281506248681,0.00997680107186
2.13550953875,0.071350412584,6.7397260274,73,2.97745387873e-17,146,14,0,8.46135679784,6.7397260274,-0.071350412584,-1.70004006085e-18,2.42434794092,0.203455023642,0.00989781023014
2.14184598996,0.0680849207488,6.72666666667,74,-1.58207473686e-17,150,13,0,8.51514199604,6.72666666667,-0.0680849207488,1.4182833419e-18,2.49505288298,0.316894517587,0.00978056044476
2.1158199613,0.0748102832687,6.7074829932,75,1.20538499816e-17,147,11,0,8.29638569306,6.7074829932,-0.0748102832687,4.63917213613e-18,2.36243528322,0.345095254258,0.00991522364652
2.1156866636,0.0719101030649,6.82394366197,76,1.39207016654e-16,142,13,0,8.29527987764,6.82394366197,-0.0719101030649,2.48162220944e-18,2.3921800293,0.286071844099,0.00998553444253
2.10773033003,0.0735838961173,6.55405405405,77,1.02726099971e-16,148,14,0,8.22954172798,6.55405405405,-0.0735838961173,2.15805398746e-18,2.23087603622,0.199224091551,0.0099899244095
2.05812770036,0.0713015931591,7.07333333333,78,2.12707571277e-17,150,13,0,7.83129354731,7.07333333333,-0.0713015931591,-2.15649157639e-19,2.15126835973,0.397756412301,0.00998487841919
2.08625592007,0.072563686965,6.74829931973,79,-4.85930117458e-17,147,13,0,8.05470119278,6.74829931973,-0.072563686965,-2.00548730044e-18,2.3642563296,0.327891053145,0.00992756763263
2.06474114005,0.0763948670857,6.90780141844,80,5.49845851437e-17,141,13,0,7.88325697403,6.90780141844,-0.0763948670857,9.46320067984e-19,2.3757065667,0.253898515223,0.00994348616728
2.05670329967,0.0572266561961,6.66438356164,81,5.98088779011e-17,146,15,0,7.82014658815,6.66438356164,-0.0572266561961,-3.9209507125e-18,2.2973403242,0.24309821379,0.00642834453656
2.02665379149,0.0582386025176,7.22916666667,82,1.03532702693e-17,144,13,3,7.58865061862,7.22916666667,-0.0582386025176,-1.38134638094e-19,2.35324465721,0.240256039658,0.0064272126511
2.02025285324,0.0683426738063,7.26896551724,83,-4.09860333361e-17,145,14,0,7.54023126458,7.26896551724,-0.0683426738063,1.49570300709e-18,2.52779083709,0.361834823773,0.00986477046075
2.00260507663,0.0693724723869,7.15172413793,84,6.5936821992e-17,145,14,0,7.4083302507,7.15172413793,-0.0693724723869,-2.95864094773e-19,2.57931034483,0.259185323619,0.00986372739025
2.00506123289,0.0703060540122,7.43571428571,85,-6.58910610592e-17,140,12,0,7.42654863186,7.43571428571,-0.0703060540122,1.78988558259e-19,2.39108676513,0.367513741087,0.00979220756821
1.99380186016,0.0611992746913,7.14084507042,86,2.07803161584e-17,142,14,0,7.34339933558,7.14084507042,-0.0611992746913,-1.19118688763e-18,2.77714908356,0.241038682062,0.00642936431173
1.9770120038,0.0679926496023,7.04026845638,87,9.64452863288e-20,149,15,0,7.22113399653,7.04026845638,-0.0679926496023,-1.76024330626e-18,2.61867120008,0.247985873663,0.00989115282589
1.98089178667,0.0681630794008,7.14864864865,88,-3.13494250479e-17,148,14,0,7.24920484767,7.14864864865,-0.0681630794008,7.80713725505e-19,2.37203546093,0.27954559409,0.00999656423845
1.97512430491,0.068044299781,7.11920529801,89,3.13842985754e-17,151,14,0,7.20751552769,7.11920529801,-0.068044299781,2.19999885083e-18,2.4357360211,0.259727550024,0.00987504175406
1.95573629531,0.0691070894442,7.18367346939,90,4.59593571291e-18,147,13,0,7.06912206943,7.18367346939,-0.0691070894442,2.46403664585e-19,2.77015289286,0.293657995222,0.00982798509355
1.95548704827,0.0674794432033,7.15172413793,91,-2.88638591441e-17,145,13,0,7.0673603312,7.15172413793,-0.0674794432033,1.73088492413e-18,2.47840614657,0.269404355045,0.0099391410266
1.95887075995,0.0728716762709,7.26618705036,92,-2.02587372928e-17,139,13,0,7.09131474546,7.26618705036,-0.0728716762709,-2.73586543453e-19,2.30287758547,0.248961011148,0.00998534307064
1.9528460509,0.0734835903233,6.95862068966,93,-1.58010305848e-17,145,14,0,7.04872007646,6.95862068966,-0.0734835903233,1.48147364218e-18,2.38927448826,0.260771728373,0.00978807044919
1.93235753385,0.0711959176932,7.42446043165,94,-8.26673882818e-18,139,13,1,6.90577165609,7.42446043165,-0.0711959176932,-4.16508273448e-19,2.44059910461,0.288138208566,0.00996393028214
1.91231623198,0.0745582280799,7.02068965517,95,-4.21624692133e-17,145,15,2,6.76874864768,7.02068965517,-0.0745582280799,2.52699567997e-21,2.51743976545,0.312191340612,0.00988974120804
1.91123668312,0.0683316263873,7.49655172414,96,1.81823125621e-17,145,13,0,6.76144539559,7.49655172414,-0.0683316263873,1.90306226152e-19,2.31374942145,0.370711421877,0.00995056736834
1.92859085675,0.0707119188424,7.29787234043,97,1.04806607448e-16,141,13,0,6.87980877169,7.29787234043,-0.0707119188424,-2.94627123308e-19,2.31781469851,0.375324678707,0.00993033389109
1.90969353288,0.055682567771,7.17931034483,98,1.03001417393e-16,145,15,0,6.75101951594,7.17931034483,-0.055682567771,-7.81739660529e-19,2.49598012127,0.425549039071,0.00642512380039
1.88774952257,0.0676058768361,7.27333333333,99,2.34398800529e-19,150,13,0,6.60448869103,7.27333333333,-0.0676058768361,2.34919812592e-18,2.30621382838,0.297135266934,0.00988281891886
1.89527047321,0.0789976651874,7.64189189189,100,8.12630373147e-17,148,16,0,6.65434798408,7.64189189189,-0.0789976651874,1.89190868354e-18,2.39371399524,0.372509873823,0.00993087878173
1.88397043422,0.0656047306539,7.7323943662,101,-1.32235000452e-18,142,14,0,6.57957684643,7.7323943662,-0.0656047306539,-3.50711730142e-19,2.43482796615,0.373186242913,0.00983845436381
1.84597385022,0.08499691309,8.23913043478,102,-1.56034334884e-17,138,14,3,6.33426541347,8.23913043478,-0.08499691309,-5.41287583865e-18,2.41539251116,0.421568667952,0.00998863006824
1.87951007625,0.0703333023169,7.73103448276,103,-1.07518367966e-16,145,14,0,6.5502949309,7.73103448276,-0.0703333023169,-6.31867305249e-20,2.55492809107,0.298270445897,0.00995118627142
1.86127506032,0.0560029715977,7.67153284672,104,8.15854059804e-18,137,14,2,6.43193264729,7.67153284672,-0.0560029715977,8.56410588497e-19,2.43487282616,0.332852252484,0.00645034165005
1.84768528382,0.0694172144857,8.05673758865,105,5.59348215962e-17,141,13,0,6.34511536999,8.05673758865,-0.0694172144857,-9.7205210286e-19,2.61954749394,0.397612546284,0.00992536404139
1.86955157614,0.0713573320979,7.84057971014,106,3.28770164096e-17,138,13,0,6.48538754463,7.84057971014,-0.0713573320979,-1.38470840232e-18,2.27222159313,0.354110336593,0.00986043578159
1.84764398724,0.0686722696451,7.60714285714,107,-1.05863634399e-16,140,15,0,6.3448533438,7.60714285714,-0.0686722696451,-2.08006619571e-18,2.75343014275,0.247335098671,0.0099583319084
1.84430226241,0.0727771651133,7.67832167832,108,-1.38674389728e-17,143,17,0,6.32368597732,7.67832167832,-0.0727771651133,2.14132725622e-18,2.74206139241,0.251734440567,0.00992079833286
1.84074099208,0.0568967047414,7.89855072464,109,-3.88135187305e-17,138,13,0,6.30120567506,7.89855072464,-0.0568967047414,-5.10826738697e-19,2.55459192995,0.246873991442,0.00647864841097
1.83170296607,0.0682996944356,7.95714285714,110,5.35053907208e-17,140,14,2,6.24451180053,7.95714285714,-0.0682996944356,-3.52429980632e-18,2.30487504642,0.344132253609,0.00990845516258
1.81922155214,0.0665562431673,8.12949640288,111,-3.69580142887e-17,139,16,0,6.16705584942,8.12949640288,-0.0665562431673,-2.65412642319e-18,2.48400504053,0.425887600832,0.00992143392878
1.81888530255,0.0690870091501,7.95714285714,112,6.13741267546e-17,140,14,0,6.16498252799,7.95714285714,-0.0690870091501,-1.46071756532e-18,2.74609184263,0.365337408401,0.00992226914046
1.81545757579,0.067637329516,7.96402877698,113,1.07815482969e-17,139,13,1,6.1438868282,7.96402877698,-0.067637329516,-1.09033798264e-18,2.30548321046,0.293136990714,0.00980908718964
1.80830311403,0.0707701400781,7.79856115108,114,-4.94972122312e-17,139,14,0,6.10008749204,7.79856115108,-0.0707701400781,7.85041444908e-19,2.65302828496,0.324078343655,0.00988344257097
1.78129284763,0.070155564862,8.01428571429,115,2.59901299229e-17,140,13,2,5.93752777729,8.01428571429,-0.070155564862,-6.62851106908e-19,2.31450616234,0.34143349352,0.00984351329062
1.77396022931,0.0569793699096,7.99310344828,116,2.38835100381e-17,145,14,1,5.89414938526,7.99310344828,-0.0569793699096,-3.9727099442e-18,2.71521016326,0.401423410743,0.00642615350257
1.77748217216,0.0668420686178,8.26618705036,117,-3.29995253456e-17,139,15,2,5.91494484131,8.26618705036,-0.0668420686178,1.36493746065e-18,2.40675171273,0.440874299756,0.0099974558538
1.75032786655,0.0663492177891,7.66896551724,118,-4.13192926225e-17,145,14,0,5.75648972707,7.66896551724,-0.0663492177891,2.8106201656e-19,2.41847821179,0.443306071848,0.00994296233548
1.75823121513,0.0681474029692,8.27536231884,119,-6.15563735682e-17,138,14,0,5.80216553014,8.27536231884,-0.0681474029692,-4.2202218266e-18,2.6669423298,0.455672581744,0.00993468535012
1.72449550912,0.0686114488195,7.95035460993,120,-2.28786626279e-17,141,14,0,5.60969027811,7.95035460993,-0.0686114488195,1.96440310169e-18,2.43882962611,0.331126283671,0.00982258126223
1.74884085275,0.0594460560482,8.25735294118,121,2.33949739603e-17,136,14,0,5.74793610867,8.25735294118,-0.0594460560482,5.37845335001e-19,2.66236384222,0.370155413529,0.00646698920255
1.71222443627,0.0738689089354,8.19858156028,122,2.10416333844e-18,141,15,0,5.54127398922,8.19858156028,-0.0738689089354,9.20282915198e-20,2.84647313979,0.25077143721,0.00990268975394
1.72192425248,0.0696593718841,8.28776978417,123,1.13016217598e-16,139,15,3,5.59528485273,8.28776978417,-0.0696593718841,3.37733401085e-19,2.53676450677,0.334973791155,0.00981132067396
1.73474803861,0.0545268594033,7.91489361702,124,-1.09892514823e-16,141,14,0,5.66749963279,7.91489361702,-0.0545268594033,-2.92619019802e-18,2.8321591936,0.297376576355,0.00643156914993
1.71417244708,0.0660107260951,7.99315068493,125,5.73863416355e-17,146,13,0,5.55207897153,7.99315068493,-0.0660107260951,-5.93458273505e-19,2.43967372437,0.401275269431,0.00988930606062
1.71385164694,0.0701863911861,8.41304347826,126,2.21546126141e-17,138,14,0,5.55029814944,8.41304347826,-0.0701863911861,-4.33683283116e-18,2.53018948958,0.374225366101,0.00988604159864
1.71777587752,0.0672793687538,8.45925925926,127,1.78211273145e-17,135,14,4,5.57212159131,8.45925925926,-0.0672793687538,1.55667719549e-18,2.39370459195,0.279405444732,0.0099126259959
1.69136717646,0.0657304532916,8.16058394161,128,3.84689796163e-17,137,15,1,5.42689515885,8.16058394161,-0.0657304532916,2.52231296519e-19,2.43224559556,0.449015782825,0.009950352632
1.71141503501,0.0571277708344,8.46043165468,129,-1.28592981384e-17,139,15,0,5.53679068965,8.46043165468,-0.0571277708344,-1.20436094364e-18,2.51975272011,0.49322802588,0.00641483562801
1.69389054158,0.0688544880972,8.10218978102,130,3.02537838845e-17,137,14,0,5.44060648889,8.10218978102,-0.0688544880972,1.04455600613e-18,2.18249395793,0.369581812428,0.00996704091296
1.69565589327,0.0762010505899,8.0,131,1.69356054604e-17,141,16,0,5.45021955546,8.0,-0.0762010505899,9.14704426111e-19,2.61474270869,0.341592412868,0.00994781884373
1.6651488627,0.0720717135628,8.82835820896,132,-2.56120209468e-17,134,14,0,5.28646014794,8.82835820896,-0.0720717135628,9.73589856295e-19,2.28076355178,0.451264800389,0.00998793672333
1.66975040128,0.0647696414822,8.53676470588,133,-6.33068055449e-17,136,15,0,5.31084205238,8.53676470588,-0.0647696414822,-2.76839809924e-18,2.80206879517,0.389559438679,0.00998380596124
1.68440026081,0.0602221608161,7.95714285714,134,1.03924608002e-16,140,15,0,5.38921783782,7.95714285714,-0.0602221608161,-9.56101408308e-19,2.838187119,0.291991679719,0.00641409565067
1.66837464449,0.0704864136668,8.1724137931,135,2.10651667902e-16,145,16,0,5.30354064898,8.1724137931,-0.0704864136668,-3.52165135581e-19,2.89195036822,0.303564210343,0.00994894270627
1.62918215125,0.0727038036323,8.61313868613,136,-3.75403118058e-17,137,17,0,5.09970222743,8.61313868613,-0.0727038036323,-6.47741291927e-19,2.5293840316,0.400749086975,0.00988768220571
1.65678105801,0.0679040069596,8.46666666667,137,-2.16777629278e-17,135,15,0,5.24240864611,8.46666666667,-0.0679040069596,-7.0167890041e-19,2.78035436058,0.341565314474,0.00988757202972
1.63746103459,0.0669980121778,8.26811594203,138,2.98861043734e-17,138,16,0,5.14209731712,8.26811594203,-0.0669980121778,3.58206675286e-18,2.85783909211,0.278387612729,0.00988233313537
1.62963789613,0.0657716530773,8.85401459854,139,-3.56442932247e-18,137,15,3,5.10202692034,8.85401459854,-0.0657716530773,-3.46357710973e-18,2.51285787221,0.299066101825,0.00997586884685
1.6316596953,0.0679466404173,8.58823529412,140,-1.59848864802e-17,136,16,0,5.11235262885,8.58823529412,-0.0679466404173,-5.85239322156e-19,2.93174959868,0.337534386086,0.00978396015646
1.62420940657,0.0688499163629,8.33333333333,141,4.3316355583e-18,138,16,0,5.07440565915,8.33333333333,-0.0688499163629,-6.06129424458e-19,2.62742871312,0.361142744573,0.00986605176054
