AverageDiscountedReturn,Entropy,Iteration,LossAfter,MinReturn,LossBefore,MaxReturn,MeanKL,Perplexity,StdReturn,dLoss,ExplainedVariance,AverageReturn,NumTrajs,MeanKLBefore
4.06796116505,1.11267544811,30,-0.150825200613,0,-8.76929341886e-18,8,0.0906725964915,3.04248753255,1.58018967312,0.150825200613,0.430393096564,4.06796116505,309,1.41679338265e-20
4.06624605678,1.09000642926,31,-0.140340682787,0,9.61846776453e-17,8,0.093414744587,2.97429319499,1.73805870241,0.140340682787,0.388193794454,4.06624605678,317,1.36586732642e-20
4.07570977918,1.07424516006,32,-0.149892599884,0,3.22224669579e-17,8,0.0946745613176,2.92778205938,1.63767065988,0.149892599884,0.413859893821,4.07570977918,317,0.0
3.92236024845,1.0353862944,33,-0.153387906851,0,-5.96831503625e-17,9,0.0954413581154,2.81619390546,1.65789941012,0.153387906851,0.397040494865,3.92236024845,322,5.3697711123e-20
3.9873015873,1.04365578541,34,-0.145632256161,0,-4.99905519834e-17,9,0.0937170911885,2.8395789536,1.72557715797,0.145632256161,0.399192576708,3.9873015873,315,0.0
4.10064935065,0.988405264585,35,-0.16628607299,1,-3.77972974206e-17,9,0.0952884345005,2.68694608575,1.6513275554,0.16628607299,0.40046280059,4.10064935065,308,5.80214281232e-22
4.25986842105,0.972833219708,36,-0.137495779767,0,2.58894796795e-17,9,0.094055674546,2.64542893316,1.64083418565,0.137495779767,0.392807720122,4.25986842105,304,-5.20117846081e-21
4.24584717608,0.942916780722,37,-0.127058914431,0,5.81205906345e-17,8,0.0660275043592,2.56745922304,1.62190908079,0.127058914431,0.420001725984,4.24584717608,301,0.0
3.93506493506,0.890075435448,38,-0.142048133189,0,-4.91230731689e-18,8,0.0917341048877,2.43531335332,1.67167124042,0.142048133189,0.360270047588,3.93506493506,308,0.0
4.07911392405,0.859050585706,39,-0.14337896839,0,4.95956878982e-17,8,0.0931328947398,2.36091813989,1.6960696859,0.14337896839,0.361706525274,4.07911392405,316,0.0
4.33012820513,0.838761029739,40,-0.131574666585,0,-5.21631349226e-17,8,0.091659902005,2.31349884412,1.6746572505,0.131574666585,0.41154058584,4.33012820513,312,0.0
4.18987341772,0.832518936242,41,-0.154017975059,0,4.71104359988e-17,8,0.0947594940722,2.29910274566,1.57974480688,0.154017975059,0.430258817866,4.18987341772,316,2.53981941052e-20
4.24038461538,0.852380280366,42,-0.174197610195,1,-4.86640828896e-17,8,0.0943811626635,2.34522250056,1.5739986172,0.174197610195,0.440924530475,4.24038461538,312,0.0
4.26129032258,0.874970363212,43,-0.121700554154,1,2.85098408218e-18,9,0.0935721766863,2.39880420006,1.71317050342,0.121700554154,0.415066632385,4.26129032258,310,-2.55453362531e-20
4.2671009772,0.828625202761,44,-0.172009844072,1,2.79632233135e-17,8,0.0972353246274,2.29016805826,1.66404565666,0.172009844072,0.382705269796,4.2671009772,307,0.0
4.3201320132,0.814521293548,45,-0.129094613786,0,4.73909478809e-18,8,0.0987887656084,2.25809444919,1.78732906794,0.129094613786,0.38803241604,4.3201320132,303,0.0
4.35548172757,0.789857790279,46,-0.140074036358,1,8.29556431849e-18,8,0.095320109735,2.20308310414,1.60870085959,0.140074036358,0.410414228682,4.35548172757,301,-4.61658348518e-20
4.375,0.76808445386,47,-0.14914113607,1,-4.89340006114e-17,8,0.0963888916484,2.15563308178,1.58243857451,0.14914113607,0.448451331596,4.375,304,1.48834437697e-20
4.40863787375,0.754985197599,48,-0.164347105444,1,5.52062971806e-17,9,0.0959664929808,2.12758002983,1.66729089902,0.164347105444,0.403109066192,4.40863787375,301,0.0
4.39795918367,0.73899414026,49,-0.170737363139,0,-1.30288344962e-17,9,0.0966711615478,2.09382835727,1.56322400969,0.170737363139,0.416347794595,4.39795918367,294,0.0
