Perplexity,AverageReturn,LossBefore,dLoss,Iteration,AverageDiscountedReturn,LossAfter,MeanKL,StdReturn,NumTrajs,MaxReturn,Entropy,MeanKLBefore,ExplainedVariance,MinReturn
9.83841717165,2.35380116959,6.56985909703e-18,0.0128566347845,28,2.35380116959,-0.0128566347845,0.000661141270259,1.67383551079,342,7,2.28629484159,5.11280982762e-20,0.150071707655,0
9.7769966243,2.40173410405,-2.08132174611e-17,0.0133164827942,29,2.40173410405,-0.0133164827942,0.000644700881957,1.77422046673,346,8,2.28003234325,0.0,0.149533441468,0
9.76008669266,2.26478873239,4.97857858576e-18,0.011558895302,30,2.26478873239,-0.011558895302,0.000643550806866,1.67929383143,355,7,2.27830128283,0.0,0.168731632559,0
9.70981097036,2.2792022792,-4.49303347463e-18,0.0120182150123,31,2.2792022792,-0.0120182150123,0.000655750037303,1.60540236158,351,8,2.27313681459,-6.3930799258e-20,0.15396904071,0
9.62782970992,2.38904899135,-3.33538634241e-17,0.0114821188805,32,2.38904899135,-0.0114821188805,0.000643173013332,1.64805219603,347,8,2.2646578328,0.0,0.198008409972,0
9.64859917255,2.30028328612,6.34571641355e-17,0.0129133547521,33,2.30028328612,-0.0129133547521,0.000647556858251,1.66633894276,353,7,2.26681274135,-2.28142838729e-20,0.159069524369,0
9.56395808669,2.34173669468,-1.55669861738e-17,0.0127992296331,34,2.34173669468,-0.0127992296331,0.000661832205544,1.74277871692,357,8,2.25800166718,1.2093033353e-20,0.107131513607,0
9.45730015419,2.56195965418,6.72064611761e-18,0.0118876792327,35,2.56195965418,-0.0118876792327,0.000651333209137,1.67660445538,347,7,2.24678694637,0.0,0.167063995416,0
9.44402381635,2.41954022989,1.08165620685e-17,0.0123995540646,36,2.41954022989,-0.0123995540646,0.000647926929093,1.69917756174,348,7,2.24538214107,7.68378871366e-21,0.13874907987,0
9.30081206312,2.53846153846,2.23761587403e-17,0.0124231992802,37,2.53846153846,-0.0124231992802,0.000657379531238,1.7469801125,351,7,2.23010171496,-1.69793364897e-20,0.170597704278,0
9.25438308362,2.52556818182,2.09120199992e-17,0.013117915167,38,2.52556818182,-0.013117915167,0.000655661385157,1.70707908292,352,8,2.22509728617,-4.88927965411e-20,0.145364485077,0
9.25914144838,2.4606741573,-8.92499647041e-17,0.0120091094101,39,2.4606741573,-0.0120091094101,0.000652980049251,1.68306955917,356,8,2.2256113282,0.0,0.199430068237,0
9.15375872933,2.56160458453,-3.31930916771e-17,0.012086246944,40,2.56160458453,-0.012086246944,0.000644094018244,1.74106437609,349,8,2.21416458503,-1.14891055967e-20,0.203296384251,0
9.12330786402,2.55,-2.31909245896e-17,0.0123316224029,41,2.55,-0.0123316224029,0.000645621390019,1.75047612571,360,7,2.21083244271,-2.2067581087e-21,0.181020820072,0
9.11194581777,2.44289693593,3.90541831283e-17,0.0128355943498,42,2.44289693593,-0.0128355943498,0.000652691282928,1.69759734128,359,7,2.20958627988,0.0,0.142166506311,0
8.98750233573,2.81764705882,1.44763560678e-17,0.0124406154306,43,2.81764705882,-0.0124406154306,0.000648406176237,1.77788218167,340,9,2.19583498293,-7.96037287721e-20,0.223572002317,0
8.95263671917,2.61253561254,-1.02669962287e-17,0.0124865670371,44,2.61253561254,-0.0124865670371,0.000652193652833,1.74704051204,351,8,2.19194809439,-9.74544740101e-21,0.224711956753,0
8.88848956483,2.61452513966,2.48117762457e-17,0.0128699065566,45,2.61452513966,-0.0128699065566,0.000650802650385,1.69191675812,358,7,2.18475713237,2.4454811889e-21,0.157764896977,0
8.80307025115,2.63559322034,2.20546552868e-17,0.0128878096772,46,2.63559322034,-0.0128878096772,0.000647136729237,1.7156569836,354,7,2.17510055281,0.0,0.196385588878,0
8.7730643908,2.70882352941,-3.35287353437e-17,0.0118611004667,47,2.70882352941,-0.0118611004667,0.000646655178522,1.77082028966,340,8,2.17168616277,0.0,0.215273905749,0
8.66951867914,2.74063400576,1.18370182121e-16,0.0119794337456,48,2.74063400576,-0.0119794337456,0.000652408846047,1.70662133186,347,8,2.15981327358,0.0,0.233191039695,0
8.62281540011,2.6875,9.06247950705e-18,0.0125862242228,49,2.6875,-0.0125862242228,0.000648864948632,1.69526831478,352,7,2.15441164389,0.0,0.219349709936,0
