Perplexity,MeanKLBefore,Iteration,StdReturn,NumTrajs,MaxReturn,LossAfter,dLoss,AverageDiscountedReturn,AverageReturn,ExplainedVariance,MeanKL,MinReturn,LossBefore,Entropy
6.40737272878,0.0,29,1.78175824772,354,9,-0.0510453291621,0.0510453291621,2.98751882271,3.16949152542,0.256150598851,0.00985568253895,0,1.1595293366e-16,1.85744931621
6.1894074306,0.0,30,1.77234999077,350,8,-0.0387341034103,0.0387341034103,3.09488635522,3.28571428571,0.28691796234,0.00649465146238,0,4.63289011439e-17,1.822839352
6.01971046765,0.0,31,1.69917756174,348,8,-0.0382033347417,0.0382033347417,3.22192928456,3.41954022989,0.33173237569,0.00649553156756,0,-1.36421011018e-17,1.79503916309
5.82868470716,1.95487462229e-21,32,1.81462722682,340,8,-0.0406472964946,0.0406472964946,3.22924375317,3.43529411765,0.277038618804,0.00654055550771,0,9.88614794134e-17,1.76279136722
5.75261478292,-1.17205837609e-20,33,1.71791282951,350,8,-0.0426668143217,0.0426668143217,3.19089777369,3.38571428571,0.283062428668,0.00647017892258,0,4.24879666617e-18,1.7496544963
5.48397689964,2.80245079354e-20,34,1.77237734528,341,8,-0.0384222177187,0.0384222177187,3.36598808472,3.57771260997,0.348815748689,0.00641322507421,0,1.48648528253e-17,1.70183054937
5.47542978557,6.84380237115e-21,35,1.65982543608,348,8,-0.0483488524221,0.0483488524221,3.22603480851,3.41954022989,0.320087057983,0.00988874434678,0,-1.16316999034e-16,1.70027077227
5.24249765575,0.0,36,1.74873521036,341,8,-0.0492223650076,0.0492223650076,3.53129032612,3.74486803519,0.361049999701,0.00988381591435,0,-7.09124486787e-18,1.65679803663
5.13645985352,-3.33271988807e-20,37,1.71297659201,344,8,-0.0394025425098,0.0394025425098,3.51564926662,3.73255813953,0.325914212792,0.00646976736196,0,-1.07066112766e-17,1.63636409772
5.05141135917,3.7673209024e-20,38,1.72279273428,344,8,-0.0478423250238,0.0478423250238,3.53338598022,3.74709302326,0.37546078987,0.00984090447575,0,2.54778045062e-17,1.6196676813
4.84174983252,-1.5582204979e-20,39,1.66891589301,336,8,-0.038431287865,0.038431287865,3.63126825813,3.85416666667,0.349751095755,0.00654627409938,0,2.67096330357e-17,1.57727619103
4.8505820556,0.0,40,1.7711916781,331,9,-0.0463779134732,0.0463779134732,3.58939751107,3.81268882175,0.345212663863,0.00992678239687,0,4.10782519111e-17,1.57909870921
4.76135246531,0.0,41,1.64843427174,331,8,-0.0397883329981,0.0397883329981,3.57881852135,3.79758308157,0.379271305195,0.00643659837157,0,-8.01334800491e-18,1.56053175925
4.58463778908,2.60049367237e-20,42,1.72794895727,342,8,-0.0474151766378,0.0474151766378,3.47787038727,3.69005847953,0.357845974946,0.00987216354297,0,-6.04218062741e-17,1.52271110348
4.57567040078,0.0,43,1.57280281988,331,8,-0.0445895143119,0.0445895143119,3.69314088644,3.91842900302,0.358504297114,0.00973962069594,0,-0.0,1.52075322368
4.44364983094,0.0,44,1.74183947243,336,9,-0.0373004406706,0.0373004406706,3.70395501598,3.93154761905,0.363648099448,0.00642594104161,0,2.99460755893e-18,1.49147607275
4.33038494712,1.16705670334e-20,45,1.64214340059,340,8,-0.0373451671628,0.0373451671628,3.70541017184,3.92058823529,0.380626042466,0.00645735162312,0,5.26669157895e-17,1.4656564404
4.23113739561,-1.45621727148e-20,46,1.62568492715,337,8,-0.0467899343268,0.0467899343268,3.73967238877,3.96735905045,0.395255129055,0.00968824464232,0,-4.67261613974e-17,1.44247084477
4.13993859174,0.0,47,1.63762538651,327,8,-0.0437616400701,0.0437616400701,3.90351177042,4.14678899083,0.396038986557,0.00981981835356,0,-3.99203131543e-17,1.42068095481
4.06068988917,-1.30856912426e-20,48,1.73532737687,335,9,-0.0473012027341,0.0473012027341,3.8298595377,4.05970149254,0.377890128808,0.00989088379798,1,8.58352772468e-17,1.40135288262
3.82162235639,3.03039039333e-20,49,1.63298231338,336,9,-0.0365190801463,0.0365190801463,3.76816398538,3.99404761905,0.40169887705,0.00641469670688,0,-7.09602056916e-17,1.34067503308
