MeanKL,AverageDiscountedReturn,Iteration,Perplexity,MaxReturn,LossAfter,ExplainedVariance,MeanKLBefore,LossBefore,MinReturn,AverageReturn,dLoss,Entropy,StdReturn,NumTrajs
0.00978652626428,22.5442359249,29,7.84030971639,233,-0.0470815598975,-0.00383937691947,0.0,2.90171926891e-17,0,22.5442359249,0.0470815598975,2.05927833822,43.6939919584,373
0.00643470451217,29.3903743316,30,7.69610180785,233,-0.0376105960118,0.0738254551087,-2.85967503923e-20,-1.05403372669e-16,0,29.3903743316,0.0376105960118,2.04071394195,51.3035687261,374
0.00674573873656,26.1554959786,31,7.56095933127,333,-0.0393585240855,0.0726719351334,2.60167406146e-20,7.68082312462e-17,0,26.1554959786,0.0393585240855,2.02299807781,51.1808280656,373
0.00663430877665,21.1424802111,32,7.71207244306,333,-0.0409442053918,0.0102519560169,0.0,5.73125615308e-17,0,21.1424802111,0.0409442053918,2.04278695082,44.3332399422,379
0.00988858318983,23.0991957105,33,7.37878064117,333,-0.0436307988537,0.00710411175411,2.63465393625e-20,6.10886275609e-17,0,23.0991957105,0.0436307988537,1.99860840019,44.6834961153,373
0.00998165143342,22.1369509044,34,7.4282429989,333,-0.0476391363446,0.0381376623267,5.58579628258e-20,2.65855351369e-18,0,22.1369509044,0.0476391363446,2.00528935686,44.2663929431,387
0.00640855232431,28.1789473684,35,7.23350755027,333,-0.0402322155597,0.0706190122195,8.13040306184e-21,5.78559111808e-18,0,28.1789473684,0.0402322155597,1.97872405688,55.0886804587,380
0.00999669671924,21.3393782383,36,6.91577594772,233,-0.0488373719695,-0.0728550706038,0.0,1.00878976776e-17,0,21.3393782383,0.0488373719695,1.93380517107,41.4927592613,386
0.00981140319892,24.5912596401,37,6.99490391943,233,-0.0464202281787,0.0734647491107,1.05538011362e-20,2.09640963535e-17,0,24.5912596401,0.0464202281787,1.94518187242,46.5756429356,389
0.00981931584205,26.280104712,38,6.89779885299,233,-0.0489349477937,0.0700343805975,3.8994735441e-21,1.10055449866e-16,0,26.280104712,0.0489349477937,1.9312023539,49.565679859,382
0.0065748444363,23.3624678663,39,6.88086499918,233,-0.0368509922068,0.0448456758495,0.0,1.09662958929e-16,0,23.3624678663,0.0368509922068,1.92874437067,46.9764994037,389
0.00644929764184,25.6329787234,40,6.73809640069,333,-0.0396306313247,0.0253662975438,-1.71320072021e-20,3.74412953179e-17,0,25.6329787234,0.0396306313247,1.9077774519,49.8404195713,376
0.00656394242663,27.46875,41,6.49491104509,233,-0.0410317529942,0.0500288041963,-1.15399136627e-20,2.25067695349e-17,0,27.46875,0.0410317529942,1.87101895412,50.3425149859,384
0.00644151774612,28.6377952756,42,6.48105197777,333,-0.039310645292,0.0610070588193,0.0,-1.82912430418e-16,0,28.6377952756,0.039310645292,1.86888283944,52.4776671847,381
0.00646638039696,32.1184210526,43,6.35721402582,333,-0.0400040230814,0.091201359035,3.54268265258e-20,2.78872500068e-17,0,32.1184210526,0.0400040230814,1.84959023513,58.1385747262,380
0.00655271873308,26.1477572559,44,6.45576365223,233,-0.0385882495469,0.0304977553973,0.0,3.51556753612e-17,0,26.1477572559,0.0385882495469,1.86497332129,48.7475248162,379
0.00670163134676,31.5951742627,45,6.3528704653,333,-0.0392147816242,0.0573661445189,0.0,-5.07257071596e-17,0,31.5951742627,0.0392147816242,1.84890675254,53.6348460046,373
0.0098011249564,28.0588235294,46,6.28938448234,333,-0.0467398861085,0.0479803373732,0.0,7.60502771868e-18,0,28.0588235294,0.0467398861085,1.83886320938,51.7268821464,374
0.00986513706291,26.1382978723,47,6.25278304659,233,-0.0489298834025,0.0526434729733,0.0,-4.76760774252e-17,0,26.1382978723,0.0489298834025,1.83302665209,46.0148220949,376
0.00649715140819,31.9837837838,48,5.8791605209,333,-0.0373644149275,0.00859806035076,0.0,-4.00767492027e-18,0,31.9837837838,0.0373644149275,1.77141398316,56.1298663743,370
0.00642324653497,30.4312169312,49,5.90039648798,333,-0.0394449461019,-0.0175733276824,0.0,4.7731284151e-17,0,30.4312169312,0.0394449461019,1.77501955001,54.1180052885,378
