LossAfter,AverageDiscountedReturn,dLoss,MeanKL,Entropy,StdReturn,AverageReturn,ExplainedVariance,MaxReturn,Perplexity,LossBefore,MinReturn,MeanKLBefore,Iteration,NumTrajs
-0.0502598892939,4.56703055633,0.0502598892939,0.00995134106993,1.42311906053,1.49421001075,4.77383592018,0.55197973791,8,4.15004451433,-9.15018976339e-19,1,0.0,29,451
-0.0381261268553,4.49640978994,0.0381261268553,0.00641360396634,1.3828577099,1.54752887563,4.70044052863,0.535000492008,8,3.98627698925,1.07029492384e-17,0,0.0,30,454
-0.0502641765315,4.58451306592,0.0502641765315,0.00972218671255,1.36433105971,1.45890369799,4.79333333333,0.57876492037,8,3.91310454297,-8.17971509152e-17,0,0.0,31,450
-0.0406394541829,4.6530323145,0.0406394541829,0.00643158760159,1.33710195927,1.44936328347,4.86283185841,0.585963050557,8,3.80799178365,4.08255881151e-17,1,0.0,32,452
-0.0457818766136,4.86322561184,0.0457818766136,0.0099012624582,1.31392101687,1.4502891255,5.08388520971,0.61208964405,8,3.72073420919,-9.25647753931e-18,1,0.0,33,453
-0.0474967408135,4.60733707082,0.0474967408135,0.00999950721335,1.29309065179,1.5010242672,4.81415929204,0.567520013198,8,3.64403160234,-1.95709726688e-17,0,6.63191136655e-21,34,452
-0.0405105040063,4.72379568082,0.0405105040063,0.0064512024644,1.25405473244,1.50687191341,4.93626373626,0.579541989986,8,3.5045240952,2.03120033498e-17,0,0.0,35,455
-0.0498665331386,4.67510786142,0.0498665331386,0.00997569177797,1.23254400323,1.51940753476,4.88235294118,0.572871509109,8,3.42994423568,6.22855342989e-17,0,3.10356958547e-20,36,459
-0.0481484750782,4.560948634,0.0481484750782,0.00990372691483,1.22134383484,1.57381933266,4.75974025974,0.531651582544,9,3.39174261434,-6.19285452438e-17,0,-7.33133900652e-21,37,462
-0.039218607191,4.78537569447,0.039218607191,0.00644425799585,1.19992772242,1.56378222498,5.0,0.550646940755,8,3.31987696138,1.18179662291e-17,0,0.0,38,458
-0.0469436818951,4.70690961035,0.0469436818951,0.00956303228889,1.17627535197,1.51534321607,4.91774891775,0.578431346527,8,3.24227535039,-8.24216606564e-17,1,7.32151867242e-21,39,462
-0.0390793126,4.77765390924,0.0390793126,0.00645957026201,1.16327800367,1.43685188194,4.99331848552,0.607370147499,8,3.20040704626,-5.31796828795e-17,0,0.0,40,449
-0.0401299926642,4.91441387616,0.0401299926642,0.00647010186505,1.16607481803,1.41848419698,5.13839285714,0.604578051505,9,3.20937051937,3.5527136788e-18,1,0.0,41,448
-0.0388296288738,4.84202917019,0.0388296288738,0.00645102266859,1.15691400532,1.54102455266,5.05714285714,0.574903736398,8,3.18010433283,3.56461189708e-17,0,0.0,42,455
-0.0502844730237,4.93303176232,0.0502844730237,0.00969624169636,1.14423944378,1.49995992303,5.15570175439,0.595480977873,8,3.14005226217,3.12891112032e-17,0,0.0,43,456
-0.0501488607759,4.8926257272,0.0501488607759,0.00991635745606,1.13865570062,1.39995046706,5.11581291759,0.596274710595,8,3.1225678764,-1.24251789916e-16,1,1.06958718661e-20,44,449
-0.0479683719468,4.92685628084,0.0479683719468,0.0099117927869,1.10881325058,1.46351011756,5.14537444934,0.616699650154,8,3.03075950729,8.45078580073e-17,0,3.77748018344e-22,45,454
-0.0447314017999,4.8271851906,0.0447314017999,0.00996875459069,1.09264408883,1.60804092903,5.04385964912,0.557857064635,8,2.98214872348,3.82644299196e-18,0,0.0,46,456
-0.0391273695824,4.8610191497,0.0391273695824,0.00652019475491,1.07548782374,1.46707279536,5.07929515419,0.602034300389,8,2.9314225693,3.72848512018e-17,0,0.0,47,454
-0.0471499201077,4.83020381097,0.0471499201077,0.00984753556959,1.06552873091,1.4578303446,5.04385964912,0.61206542385,8,2.90237315284,1.96916899197e-17,0,0.0,48,456
-0.0462610575083,4.87430992045,0.0462610575083,0.00980682939273,1.05382595825,1.4517195053,5.08932461874,0.601475484745,8,2.86860531371,2.43572167821e-17,0,0.0,49,459
