StdReturn,LossAfter,MaxReturn,ExplainedVariance,MeanKL,MinReturn,AverageReturn,LossBefore,dLoss,Iteration,Entropy,AverageDiscountedReturn,MeanKLBefore,Perplexity,NumTrajs
3.08610595734,-0.0405755024636,15,0.333488559649,0.00646288871309,0,6.85300668151,2.63217338007e-17,0.0405755024636,29,1.5341387533,6.85300668151,4.72564407665e-21,4.63732992449,449
3.23911248901,-0.0400754978951,15,0.333327225647,0.00645729383796,0,7.01789709172,3.5242094513e-17,0.0400754978951,30,1.5009860549,7.01789709172,0.0,4.48611044129,447
2.971354388,-0.0398556676823,15,0.325742608369,0.00646177273875,0,6.89616252822,1.65936857967e-17,0.0398556676823,31,1.48352973039,6.89616252822,-6.24443250499e-20,4.40847899285,443
3.2246925264,-0.0389518353597,15,0.312118459996,0.00644465046019,0,6.97807017544,-2.98020377018e-17,0.0389518353597,32,1.44987566781,6.97807017544,1.22491218712e-20,4.26258450576,456
3.06123822601,-0.0405927375441,18,0.35541915913,0.00647838611267,0,7.04921700224,-4.07044805232e-17,0.0405927375441,33,1.43638710786,7.04921700224,0.0,4.20547441147,447
3.03279057606,-0.0479819185274,15,0.379002265756,0.00988576696285,0,7.31473214286,-5.55943347746e-17,0.0479819185274,34,1.39526399679,7.31473214286,0.0,4.0360399336,448
3.12453360678,-0.0396097446528,15,0.38720593316,0.00643354782502,0,7.36383928571,4.31522217592e-17,0.0396097446528,35,1.38636225246,7.36383928571,0.0,4.00027157459,448
3.0546960993,-0.0499275271597,15,0.367247089631,0.00972496628955,0,7.10840707965,-2.33155147298e-17,0.0499275271597,36,1.38428084184,7.10840707965,-1.95909695161e-20,3.99195402598,452
3.03692452995,-0.0488923549226,15,0.375656518199,0.00998038309637,0,7.15590200445,2.34417405249e-17,0.0488923549226,37,1.35785728661,7.15590200445,0.0,3.88785381398,449
2.90078121787,-0.0373608070837,15,0.427042182655,0.00641100765526,0,7.51670378619,4.73155253562e-17,0.0373608070837,38,1.33838620336,7.51670378619,0.0,3.81288531614,449
3.20890434816,-0.0501918699198,15,0.384501511794,0.00988888057077,0,7.70353982301,1.07610925195e-17,0.0501918699198,39,1.30827895755,7.70353982301,1.02964219224e-20,3.69980071559,452
3.31569565145,-0.0506750354621,18,0.349432234817,0.00991475657857,0,7.48796498906,-3.98093463353e-18,0.0506750354621,40,1.29791856861,7.48796498906,0.0,3.66166722119,457
3.20906984505,-0.0503833328282,18,0.368382972713,0.00998852605108,0,7.50328227571,-7.20257187226e-17,0.0503833328282,41,1.27665966059,7.50328227571,0.0,3.58464577126,457
3.31259405664,-0.0403925928289,15,0.332081561068,0.00644543261039,0,7.56319290466,1.00475183729e-17,0.0403925928289,42,1.24239896623,7.56319290466,0.0,3.46391331632,451
3.17026675151,-0.0482030006023,15,0.409906493328,0.00983004269837,0,7.80530973451,-1.79863889911e-17,0.0482030006023,43,1.21971704135,7.80530973451,0.0,3.38622943513,452
3.28691146553,-0.0390268009163,15,0.368957705335,0.00641380568809,0,7.49230769231,1.4990645636e-17,0.0390268009163,44,1.21739363139,7.49230769231,2.05146804706e-20,3.3783709687,455
3.22112296236,-0.0381874021382,15,0.406000414291,0.00643864210706,0,7.79295154185,1.54089865624e-17,0.0381874021382,45,1.18956580247,7.79295154185,0.0,3.28565427464,454
3.27001461918,-0.0470381793098,18,0.415684093057,0.00984664516041,0,7.87139689579,3.18552015549e-17,0.0470381793098,46,1.18355857787,7.87139689579,0.0,3.26597577723,451
3.2904969226,-0.0431253968464,15,0.351972798102,0.00981009741132,0,7.91814159292,-1.4684756752e-17,0.0431253968464,47,1.16814946089,7.91814159292,-2.82935885875e-20,3.21603572859,452
3.15395796699,-0.050186954962,15,0.374667463011,0.009959782786,0,7.75221238938,2.28306406861e-17,0.050186954962,48,1.15718190881,7.75221238938,0.0,3.18095640802,452
3.11303511935,-0.0391540227882,18,0.424267762688,0.00643132464012,0,8.18888888889,-4.92292247991e-17,0.0391540227882,49,1.13804998262,8.18888888889,0.0,3.12067705353,450
