Iteration,MeanKLBefore,LossAfter,Perplexity,AverageReturn,AverageDiscountedReturn,dLoss,MinReturn,MaxReturn,NumTrajs,MeanKL,LossBefore,ExplainedVariance,StdReturn,Entropy
376,0.0,-0.0569539898825,2.5351743758,9.0824742268,9.0824742268,0.0569539898825,0,13,194,0.00987304165595,1.9464949133e-17,0.689071622401,2.16899474598,0.930262421974
377,0.0,-0.0472847158636,2.55019302235,9.31770833333,9.31770833333,0.0472847158636,0,13,192,0.00640750621171,-3.61842245466e-17,0.740726819192,1.97855664941,0.936169051345
378,0.0,-0.057659533446,2.55584020814,9.04102564103,9.04102564103,0.057659533446,0,13,195,0.00990620346417,-5.25895116928e-17,0.680793245809,2.23224825712,0.938381018185
379,0.0,-0.0532607601832,2.56689887455,8.84693877551,8.84693877551,0.0532607601832,2,13,196,0.00979174111085,-7.63519862286e-17,0.619151060364,2.30948373424,0.942698506703
380,0.0,-0.0600891941963,2.54466845048,9.13402061856,9.13402061856,0.0600891941963,0,13,194,0.0098287779268,-4.46746437732e-17,0.658909209239,2.28002923647,0.934000366654
381,0.0,-0.0630391019159,2.62089317616,8.78571428571,8.78571428571,0.0630391019159,2,13,196,0.00995446236436,-1.56094868593e-17,0.635687750176,2.19112309288,0.963515166607
382,0.0,-0.0548700687302,2.51515399376,9.07179487179,9.07179487179,0.0548700687302,1,13,195,0.00969308261758,4.0452989705e-16,0.669566429499,2.32157646681,0.922334031802
383,0.0,-0.0577056021714,2.47230210222,9.21538461538,9.21538461538,0.0577056021714,0,14,195,0.00986534236591,1.03884561611e-17,0.653908358934,2.2059986356,0.905149741762
384,0.0,-0.0557512700242,2.50275341844,8.88205128205,8.88205128205,0.0557512700242,4,14,195,0.00982165223856,-7.700872815e-17,0.637347032354,2.10041165622,0.917391493191
385,0.0,-0.0582581208479,2.51309880527,9.24102564103,9.24102564103,0.0582581208479,3,14,195,0.00987917486063,2.89579425799e-17,0.65485790022,2.40050400143,0.921516575446
386,0.0,-0.056433990332,2.55647673695,8.90104166667,8.90104166667,0.056433990332,2,13,192,0.00995923853989,4.13878306713e-17,0.637075842643,2.25591790223,0.938630035928
387,0.0,-0.056529941673,2.51441660765,9.25520833333,9.25520833333,0.056529941673,2,13,192,0.00994587931888,-1.10911391071e-18,0.656794584893,2.17525715873,0.922040811493
388,0.0,-0.0562356518563,2.5105661213,8.95384615385,8.95384615385,0.0562356518563,3,13,195,0.00987900457564,4.04840821168e-19,0.650471641047,2.11537062932,0.920508274046
389,0.0,-0.0641045809212,2.44147327594,9.12820512821,9.12820512821,0.0641045809212,1,13,195,0.00988570069823,2.37628621498e-17,0.636859333882,2.39207545524,0.892601658704
390,0.0,-0.057376015434,2.49377575153,8.99481865285,8.99481865285,0.057376015434,2,14,193,0.00998789461384,-7.39825594983e-17,0.643269279243,2.1316694407,0.91379792803
391,0.0,-0.052549308155,2.47580805441,9.11979166667,9.11979166667,0.052549308155,3,14,192,0.00989658325402,7.29822638722e-17,0.645772671383,2.28473739336,0.906566829367
392,0.0,-0.0561589568798,2.47507835577,8.96391752577,8.96391752577,0.0561589568798,0,14,194,0.00982023996817,3.37515536232e-17,0.666273022692,2.36463137935,0.906272054417
393,0.0,-0.0616533347596,2.43710843368,9.15789473684,9.15789473684,0.0616533347596,0,13,190,0.00976570144042,9.46115151822e-17,0.678307227637,2.19240694203,0.890812268394
394,0.0,-0.0583822285721,2.5516802942,9.2722513089,9.2722513089,0.0583822285721,2,13,191,0.00991668450285,3.34785175673e-17,0.646122043989,2.14627759087,0.936752081069
395,0.0,-0.0561700360003,2.46428968903,9.10824742268,9.10824742268,0.0561700360003,1,14,194,0.00986124817365,-1.86833648157e-17,0.669112435808,2.23459999433,0.901903607359
396,0.0,-0.0587012129216,2.45261592076,9.0621761658,9.0621761658,0.0587012129216,2,13,193,0.00995756384789,8.39801843683e-17,0.691350605543,2.18004835,0.897155177707
397,0.0,-0.054162183536,2.44617310597,9.19587628866,9.19587628866,0.054162183536,0,14,194,0.00997762057583,-1.95978740001e-17,0.615426315543,2.4183114807,0.894524805802
398,0.0,-0.0556338266618,2.42086058759,8.92820512821,8.92820512821,0.0556338266618,0,13,195,0.00997160859873,3.86933590858e-19,0.560260297417,2.57701364811,0.884123091658
399,0.0,-0.0559866915763,2.40209164534,9.08762886598,9.08762886598,0.0559866915763,4,14,194,0.00976253062029,5.22246701385e-17,0.654642626533,2.21465399462,0.876339876696
400,0.0,-0.0521081823078,2.42127345749,9.30412371134,9.30412371134,0.0521081823078,0,13,194,0.00978640131422,-9.99643042093e-17,0.644187930449,2.2986512193,0.884293623867
401,0.0,-0.0674901257209,2.40259827,9.09743589744,9.09743589744,0.0674901257209,0,13,195,0.00985833800525,-1.74558495497e-16,0.608854740886,2.35028499957,0.876550764253
402,0.0,-0.0611721622315,2.38158942847,9.16494845361,9.16494845361,0.0611721622315,0,14,194,0.0097728118678,5.42580309553e-17,0.667592826221,2.24609816262,0.867768091876
403,0.0,-0.059861046884,2.38537501573,9.17010309278,9.17010309278,0.059861046884,3,13,194,0.00984424880822,8.2242842203e-17,0.656508162815,2.28552887915,0.869356351279
404,0.0,-0.0621919411764,2.37742601706,9.31088082902,9.31088082902,0.0621919411764,2,15,193,0.00985191691718,-3.16969916008e-17,0.679587666714,2.17540080311,0.866018396998
405,0.0,-0.0593576728177,2.46686269309,9.46354166667,9.46354166667,0.0593576728177,2,15,192,0.0098800030728,-3.2071881851e-17,0.662368979046,2.26125056623,0.902947178554
406,0.0,-0.0585562190239,2.4519759807,9.34196891192,9.34196891192,0.0585562190239,2,14,193,0.00995899945437,3.30043816963e-17,0.694689844751,2.19210790246,0.896894222228
407,0.0,-0.0578594822732,2.33060073794,9.34715025907,9.34715025907,0.0578594822732,3,14,193,0.00973714048663,-1.25142345918e-17,0.675254640263,2.17824968076,0.846126061788
408,0.0,-0.048290172507,2.40255030932,9.29166666667,9.29166666667,0.048290172507,4,13,192,0.00643245868348,-2.71541472025e-17,0.707813637771,2.0202963204,0.876530802048
409,0.0,-0.0578707818711,2.44255639162,8.97948717949,8.97948717949,0.0578707818711,3,13,195,0.00998992748347,9.73831309913e-18,0.683206513248,2.15777419593,0.893045192333
410,0.0,-0.0589134286542,2.43572027581,9.09743589744,9.09743589744,0.0589134286542,0,14,195,0.00983056496191,-2.13196002985e-17,0.640024723466,2.39138273267,0.890242513947
411,0.0,-0.0569249482027,2.40711362022,9.20207253886,9.20207253886,0.0569249482027,2,13,193,0.00976845416766,7.84065587047e-18,0.671571859211,2.21759236828,0.878428361765
412,0.0,-0.0596280539282,2.41231502587,9.33678756477,9.33678756477,0.0596280539282,3,14,193,0.00971650640351,-7.9341137467e-18,0.65915353585,2.13423708116,0.880586878077
413,0.0,-0.0588476293487,2.40367492784,9.44502617801,9.44502617801,0.0588476293487,3,14,191,0.00971204400182,3.83064254949e-17,0.688747045442,2.25956115703,0.876998786167
414,0.0,-0.0606643730955,2.42519763587,9.21134020619,9.21134020619,0.0606643730955,3,14,194,0.00996529706072,-4.51080648151e-17,0.684299074706,2.11076652362,0.885913020396
415,0.0,-0.0635282475798,2.40562840119,9.15306122449,9.15306122449,0.0635282475798,3,13,196,0.00994428979764,3.88425897477e-17,0.646594415055,2.30727350721,0.877811158902
416,0.0,-0.0579908749391,2.4406096576,9.28795811518,9.28795811518,0.0579908749391,0,13,191,0.00984477229947,1.08975553488e-16,0.670623182638,2.19371102974,0.892247867767
417,0.0,-0.0574382996582,2.40207653827,9.24226804124,9.24226804124,0.0574382996582,0,14,194,0.0098971332606,-1.1422486888e-16,0.655528904802,2.33707611192,0.876333587541
418,0.0,-0.0536403550728,2.43453073438,9.18848167539,9.18848167539,0.0536403550728,0,14,191,0.0064323767702,-2.49164662134e-17,0.603691413919,2.36379172248,0.889754021077
419,0.0,-0.0568799896747,2.37718088009,9.16145833333,9.16145833333,0.0568799896747,0,13,192,0.00943749093203,1.70633630743e-16,0.623812081858,2.23838994367,0.865915281442
420,0.0,-0.0565435525608,2.33984813467,9.40104166667,9.40104166667,0.0565435525608,2,14,192,0.00994331764164,-8.66312492597e-17,0.699399470354,2.15556425287,0.850086027548
421,0.0,-0.0560214938364,2.40270876417,9.32291666667,9.32291666667,0.0560214938364,0,14,192,0.00985186507988,2.12289275303e-17,0.698225755386,2.17703349225,0.876596752644
422,0.0,-0.0597190987887,2.39933608246,9.13020833333,9.13020833333,0.0597190987887,3,13,192,0.00980319512228,2.74300173291e-17,0.656665314316,2.19581134358,0.875192066777
423,0.0,-0.0602012686181,2.40902559413,9.25388601036,9.25388601036,0.0602012686181,3,13,193,0.00985022456734,-3.26129740866e-17,0.657617050384,2.18159943405,0.879222347958
424,0.0,-0.0535409985439,2.34811338884,9.38341968912,9.38341968912,0.0535409985439,0,13,193,0.0097569558564,1.88868072535e-17,0.668600518472,2.22052010782,0.853612192471
425,0.0,-0.0594534938819,2.34922390121,8.91878172589,8.91878172589,0.0594534938819,3,15,197,0.00985680344011,1.02435399686e-17,0.591840857737,2.52168313344,0.854085018805
426,0.0,-0.0575639917427,2.34265701875,9.17525773196,9.17525773196,0.0575639917427,0,13,194,0.0098596614867,3.48294405232e-17,0.622312618936,2.41349431955,0.851285763298
427,0.0,-0.0589162481203,2.30522760373,9.39896373057,9.39896373057,0.0589162481203,2,13,193,0.00988716959538,1.41301112225e-17,0.697353522273,2.1380827603,0.835179415059
428,0.0,-0.0530698074773,2.29580554674,9.32631578947,9.32631578947,0.0530698074773,3,13,190,0.00966309374848,9.12659693961e-17,0.662424111598,2.23344013747,0.831083782684
429,0.0,-0.0590802060053,2.31092486648,9.12820512821,9.12820512821,0.0590802060053,2,14,195,0.00990819896079,-6.38557842187e-17,0.643828150144,2.35534838383,0.837647819505
430,0.0,-0.058451549897,2.32918204317,9.15544041451,9.15544041451,0.058451549897,0,13,193,0.00988553740116,-3.54629576446e-17,0.623019450994,2.27777819612,0.845517151509
431,0.0,-0.0540479050455,2.34615583447,9.234375,9.234375,0.0540479050455,4,13,192,0.00975239405597,-1.10855935376e-16,0.676273608288,2.06464929049,0.852778173629
432,0.0,-0.0577920811157,2.2828255996,9.39378238342,9.39378238342,0.0577920811157,3,13,193,0.00985513419958,1.02409930914e-17,0.677114754373,2.2488598595,0.825413973742
433,0.0,-0.0600859386674,2.31296173503,9.15897435897,9.15897435897,0.0600859386674,3,14,195,0.00990572820221,-4.99116453163e-17,0.632662666709,2.31613271272,0.838528839675
434,0.0,-0.0568442475466,2.36280062089,9.31578947368,9.31578947368,0.0568442475466,3,14,190,0.00979077865141,4.90503239069e-17,0.662079416488,2.11641781715,0.859847619229
435,0.0,-0.0577842256708,2.29789408649,9.37172774869,9.37172774869,0.0577842256708,0,13,191,0.00974868550448,-2.23209174531e-17,0.685070751143,2.13498326911,0.831993088936
436,0.0,-0.0596846751473,2.34249573743,9.5,9.5,0.0596846751473,3,14,192,0.00992845084577,-3.60316070351e-17,0.692590636216,2.21970343364,0.851216915463
437,0.0,-0.058167016429,2.30356288444,9.22513089005,9.22513089005,0.058167016429,3,13,191,0.00985338099165,-4.51409361661e-17,0.676900836467,2.13094793906,0.834457004537
438,0.0,-0.058159948625,2.33421979386,9.08762886598,9.08762886598,0.058159948625,2,13,194,0.00977810496012,1.78231683816e-16,0.648807715944,2.15807081336,0.847677699895
439,0.0,-0.0466705548925,2.34994035878,9.15384615385,9.15384615385,0.0466705548925,0,13,195,0.00640758291665,4.99116453163e-17,0.646971182259,2.32862302812,0.854389948593
440,0.0,-0.0572533757102,2.28698612625,9.18652849741,9.18652849741,0.0572533757102,3,13,193,0.00996940660888,-3.27806499041e-17,0.676523970106,2.17532675658,0.82723484867
441,0.0,-0.0611065041453,2.34737136592,9.49206349206,9.49206349206,0.0611065041453,0,13,189,0.00998820369635,1.02411365099e-16,0.696183719347,2.06410247382,0.853296134399
442,0.0,-0.0592900830103,2.23128142333,9.40314136126,9.40314136126,0.0592900830103,0,13,191,0.00978406829775,4.85116178051e-17,0.687933636845,2.15129099823,0.80257604973
443,0.0,-0.0487236696519,2.28164009714,9.43229166667,9.43229166667,0.0487236696519,0,14,192,0.00642464863591,-6.45580087906e-18,0.684842968557,2.23969839821,0.824894525217
444,0.0,-0.0602028189943,2.27396935646,9.13402061856,9.13402061856,0.0602028189943,0,14,194,0.00996463926857,2.3569057728e-17,0.646858459109,2.3292353773,0.821526919628
445,0.0,-0.0905103318923,2.28153500579,9.61139896373,9.61139896373,0.0905103318923,2,13,193,0.00987874454161,-6.1721996098e-17,0.708864235069,1.99462350166,0.824848464589
446,0.0,-0.0623482875505,2.26178027981,9.37696335079,9.37696335079,0.0623482875505,3,14,191,0.00998720496949,-1.33093669286e-17,0.673175037585,2.19334863014,0.816152237612
447,0.0,-0.0558782323595,2.29921359259,9.35567010309,9.35567010309,0.0558782323595,3,14,194,0.00980122674813,2.29170661801e-17,0.674384296255,2.17821780325,0.832567148202
448,0.0,-0.0595334828546,2.27580491608,9.30051813472,9.30051813472,0.0595334828546,3,14,193,0.00962082655936,1.2433336786e-16,0.67596513435,2.25173502268,0.822333799091
449,0.0,-0.0644911289489,2.28453423835,9.55497382199,9.55497382199,0.0644911289489,3,13,191,0.00987493655324,-3.46996620069e-17,0.698659274495,2.07852743745,0.82616216915
450,0.0,-0.0494065627444,2.30419520861,9.32142857143,9.32142857143,0.0494065627444,3,14,196,0.00648145519668,-2.48928929288e-17,0.669704637006,2.27536720517,0.834731465204
451,0.0,-0.0640665795281,2.29608951042,9.375,9.375,0.0640665795281,3,14,192,0.00998299133676,7.73892382387e-17,0.626409827211,2.27417567483,0.831207463072
452,0.0,-0.0650939470708,2.25589242221,9.0,9.0,0.0650939470708,3,13,194,0.00993427610277,-2.68398705466e-17,0.604119851439,2.36163493953,0.813545647306
453,0.0,-0.0594342822817,2.24181968162,9.46596858639,9.46596858639,0.0594342822817,4,15,191,0.00979059265003,5.8875883022e-17,0.675455135904,2.12628623938,0.807287893948
454,0.0,-0.0549424323938,2.20372682986,9.56544502618,9.56544502618,0.0549424323938,3,15,191,0.00953347471265,-3.9399243316e-18,0.720814534244,2.14027930013,0.790149940713
455,0.0,-0.0557890571638,2.23457990094,9.40104166667,9.40104166667,0.0557890571638,3,13,192,0.00981584347101,2.07590445428e-16,0.674811330136,2.18436655538,0.804053246615
456,0.0,-0.0592117519813,2.27595104833,9.55208333333,9.55208333333,0.0592117519813,3,14,192,0.00995229674085,9.74220704109e-17,0.676719668336,2.24708047469,0.822398008267
457,0.0,-0.0593129682857,2.31330472152,9.28125,9.28125,0.0593129682857,0,13,192,0.00993439216186,6.79147926211e-17,0.640235093005,2.12722004131,0.838677117554
458,0.0,-0.0526700326934,2.27037104647,9.27748691099,9.27748691099,0.0526700326934,2,13,191,0.00648863900789,1.10690231767e-18,0.706032024186,2.03412406212,0.819943274731
459,0.0,-0.0594040946472,2.24574227766,9.24870466321,9.24870466321,0.0594040946472,0,14,193,0.0098324683688,6.6979023791e-17,0.653785335278,2.255749334,0.809036102475
460,0.0,-0.0585512918857,2.28072894877,9.44559585492,9.44559585492,0.0585512918857,3,14,193,0.00991759298084,-1.25455201783e-17,0.672370060788,2.23221671984,0.82449510624
461,0.0,-0.0560538011045,2.24720410744,9.296875,9.296875,0.0560538011045,0,14,192,0.00983503109835,-1.714013972e-16,0.634389087548,2.33862286422,0.809686824611
462,0.0,-0.0564332248087,2.24061771403,8.98453608247,8.98453608247,0.0564332248087,0,13,194,0.00982120239385,3.8366984973e-18,0.620138164716,2.39517729392,0.806751593043
463,0.0,-0.0472421713402,2.25384717061,9.390625,9.390625,0.0472421713402,0,14,192,0.0064086813146,4.70484962438e-17,0.643698948126,2.38233857992,0.812638609687
464,0.0,-0.0512902628577,2.25953134718,9.30569948187,9.30569948187,0.0512902628577,2,14,193,0.00973468779234,-1.37153330066e-17,0.688817363498,2.10226097206,0.815157423276
465,0.0,-0.0615713471249,2.22387230191,9.32642487047,9.32642487047,0.0615713471249,2,14,193,0.00995812761393,-4.31707334943e-17,0.708011692838,2.05927100281,0.799249956536
466,0.0,-0.0499165634819,2.25702637712,9.4126984127,9.4126984127,0.0499165634819,2,13,189,0.00645740621248,-4.82119752674e-17,0.706919332594,2.0234204419,0.814048184574
467,0.0,-0.0584861815216,2.1999716141,9.70157068063,9.70157068063,0.0584861815216,3,14,191,0.00999054158432,-1.37530124929e-17,0.666434091558,2.31542689832,0.7884444576
468,0.0,-0.0605185910211,2.29143897631,9.32460732984,9.32460732984,0.0605185910211,0,15,191,0.00964174199895,-1.19770815565e-16,0.637290407744,2.40186919526,0.829179994158
469,0.0,-0.0594948830987,2.26907937958,9.53403141361,9.53403141361,0.0594948830987,3,15,191,0.00996156905321,4.69293823471e-18,0.641860753085,2.26691292707,0.819374189574
470,0.0,-0.0567311526292,2.23323519972,9.49206349206,9.49206349206,0.0567311526292,0,14,189,0.00962279126668,2.02965247474e-17,0.663572516241,2.15195013715,0.803451296339
471,0.0,-0.0576892500709,2.22572432,9.13846153846,9.13846153846,0.0576892500709,2,13,195,0.00990607466723,-5.09601497971e-17,0.632987616826,2.35040808073,0.800082399719
472,0.0,-0.0605487818058,2.25639036209,9.43455497382,9.43455497382,0.0605487818058,3,14,191,0.00988836657118,-1.72461829068e-17,0.690874334771,2.0957847712,0.813766351511
473,0.0,-0.0610415209295,2.25345999392,9.32291666667,9.32291666667,0.0610415209295,3,15,192,0.00988170289199,-8.30309223564e-17,0.647533856113,2.22904497331,0.812466810128
474,0.0,-0.0541566947683,2.17118352096,9.39378238342,9.39378238342,0.0541566947683,0,14,193,0.00968465621654,2.76655725019e-17,0.645789826001,2.35905546531,0.77527242024
475,0.0,-0.0569291677442,2.24258074689,9.32307692308,9.32307692308,0.0569291677442,2,13,195,0.00970091605192,-1.78685148491e-17,0.650059316579,2.37793937281,0.807627321834
476,0.0,-0.0540832134772,2.19476785412,9.48704663212,9.48704663212,0.0540832134772,4,14,193,0.00978695916813,-5.7439681604e-18,0.728203910536,2.07903128172,0.786076279713
477,0.0,-0.0530693181348,2.20718068131,9.14285714286,9.14285714286,0.0530693181348,0,13,196,0.00950511526819,-4.05583723639e-17,0.639375756477,2.42646967878,0.791715991305
478,0.0,-0.0570067835075,2.25104070318,9.46875,9.46875,0.0570067835075,2,14,192,0.0099325250917,-2.18178156581e-17,0.635220453489,2.23584960082,0.811392644027
479,0.0,-0.0541770617602,2.19269143834,9.41666666667,9.41666666667,0.0541770617602,4,13,192,0.0099307554479,-5.89927109656e-17,0.701678387242,2.05480466766,0.785129756545
480,0.0,-0.0537629963418,2.24940308787,9.66839378238,9.66839378238,0.0537629963418,0,13,193,0.00968932495212,-2.48153663343e-17,0.700969344812,2.26802189734,0.81066488674
481,0.0,-0.0573814914472,2.25168152289,9.50520833333,9.50520833333,0.0573814914472,4,14,192,0.00985805747692,-7.93293240732e-17,0.688703970548,2.06407110825,0.8116772806
482,0.0,-0.0558740996451,2.27387767502,9.53125,9.53125,0.0558740996451,3,14,192,0.00994831812055,2.29014614945e-17,0.682000726319,2.1112453128,0.821486601016
483,0.0,-0.0465348178208,2.26349187245,9.4,9.4,0.0465348178208,0,14,195,0.00642571548062,4.38522863431e-17,0.656486188657,2.48977395741,0.816908697189
484,0.0,-0.0742471803489,2.20141389918,9.35751295337,9.35751295337,0.0742471803489,3,13,193,0.00988612112455,7.17561227948e-17,0.641651810657,2.21199228678,0.789099835378
485,0.0,-0.0580822566778,2.20014240386,9.36082474227,9.36082474227,0.0580822566778,0,14,194,0.00976418771283,4.82008701754e-17,0.649940862342,2.17381590951,0.788522087299
486,0.0,-0.0541344552784,2.20563988614,9.42708333333,9.42708333333,0.0541344552784,0,13,192,0.00971405155043,-1.82770137145e-18,0.621627766728,2.35957619635,0.791017664596
487,0.0,-0.0595856583338,2.15205786294,9.58421052632,9.58421052632,0.0595856583338,4,14,190,0.00983536639603,2.54524092364e-17,0.694356864094,2.0289388354,0.766424529922
488,0.0,-0.0610663422142,2.23219209547,9.38974358974,9.38974358974,0.0610663422142,2,14,195,0.0099554676029,5.7384184327e-17,0.684677284784,2.11026731467,0.802984105095
489,0.0,-0.0601300329425,2.19156416134,9.42487046632,9.42487046632,0.0601300329425,3,14,193,0.0099747724278,-1.88870941408e-17,0.65134668054,2.30471539807,0.78461551781
490,0.0,-0.0573261188812,2.1984432935,9.35051546392,9.35051546392,0.0573261188812,3,14,194,0.00988699367946,2.50726749333e-17,0.658041480989,2.21308776741,0.787749516036
491,0.0,-0.0588973026517,2.18755521058,9.61658031088,9.61658031088,0.0588973026517,3,14,193,0.00988072628121,5.17901196636e-17,0.691147228995,2.12269618244,0.782784578053
492,0.0,-0.0607986220561,2.1940473249,9.77894736842,9.77894736842,0.0607986220561,0,14,190,0.00996011002203,3.34785175673e-17,0.698297419053,2.10102204387,0.785747931768
493,0.0,-0.0575522678908,2.17358765158,9.36269430052,9.36269430052,0.0575522678908,2,13,193,0.00964143520409,6.13166003142e-17,0.665925782696,2.20997667088,0.776379098022
494,0.0,-0.0481415118645,2.21948639681,9.09743589744,9.09743589744,0.0481415118645,2,14,195,0.00646985621535,-1.53153275807e-17,0.615215307709,2.3698411912,0.797275816331
495,0.0,-0.0483241671987,2.20220070533,9.484375,9.484375,0.0483241671987,3,14,192,0.00642233356585,-3.15272029984e-17,0.657298291155,2.31835197055,0.789457180979
496,0.0,-0.0449714415839,2.24365418699,9.32307692308,9.32307692308,0.0449714415839,0,14,195,0.00642495591872,-1.90252735824e-17,0.617466512463,2.33001172424,0.808105870167
497,0.0,-0.0488146948166,2.20552827915,9.51813471503,9.51813471503,0.0488146948166,2,14,193,0.00639493899301,4.20564244211e-17,0.675858254689,2.35037923133,0.790967062586
498,0.0,-0.0544519119339,2.16501028093,9.53092783505,9.53092783505,0.0544519119339,0,15,194,0.00987023740736,7.95982841845e-18,0.646514208852,2.42868853604,0.772425110142
499,0.0,-0.0547394673799,2.20804356902,9.52331606218,9.52331606218,0.0547394673799,2,13,193,0.00993554127226,-1.13651850888e-16,0.693228826929,2.13549460085,0.792106860566
500,0.0,-0.0563666665471,2.19156332031,9.63730569948,9.63730569948,0.0563666665471,1,14,193,0.0098708672824,-1.9105456482e-16,0.706571520464,2.16018061872,0.784615134053
501,0.0,-0.0530995206874,2.19458088385,9.35384615385,9.35384615385,0.0530995206874,0,13,195,0.00977562111926,-6.3934726175e-17,0.664060517314,2.47094357082,0.785991086997
502,0.0,-0.0554846259184,2.17774258935,9.40306122449,9.40306122449,0.0554846259184,2,14,196,0.00958260743536,4.1609155969e-17,0.630281982965,2.33993520238,0.77828883082
503,0.0,-0.0589599055927,2.18123570275,9.54639175258,9.54639175258,0.0589599055927,3,14,194,0.00986742130317,-2.83084755283e-17,0.67403317053,2.21066122756,0.779891552336
504,0.0,-0.0583823881867,2.2179875624,9.37113402062,9.37113402062,0.0583823881867,0,14,194,0.00994347358595,-5.54142731314e-17,0.653237104103,2.38474355158,0.796600281339
505,0.0,-0.0528403385427,2.13309056757,9.56923076923,9.56923076923,0.0528403385427,2,14,195,0.00991714617397,-4.97857858576e-18,0.693420629511,2.23241318735,0.757571898771
506,0.0,-0.0527769196529,2.20245211282,9.34536082474,9.34536082474,0.0527769196529,0,14,194,0.0097806432123,-4.30783166109e-17,0.637270395835,2.30403145644,0.789571336398
507,0.0,-0.0580726049835,2.19433148454,9.40932642487,9.40932642487,0.0580726049835,2,14,193,0.00995674657973,-1.4015699407e-16,0.667512129743,2.25184232281,0.785877437288
508,0.0,-0.0555512720307,2.21922665734,9.62694300518,9.62694300518,0.0555512720307,2,14,193,0.00996134109554,-1.69121482933e-17,0.689377416922,2.24778520397,0.797158782644
509,0.0,-0.047722270767,2.20977841025,9.21538461538,9.21538461538,0.047722270767,2,13,195,0.00643547857082,-3.18711053e-17,0.627739574382,2.30601648553,0.792892243646
510,0.0,-0.0608010034477,2.17063759558,9.16326530612,9.16326530612,0.0608010034477,0,14,196,0.00988064026258,-2.58554964674e-17,0.605258111968,2.48954498568,0.775020947244
511,0.0,-0.0514557133938,2.15001283657,9.61340206186,9.61340206186,0.0514557133938,0,14,194,0.00918624456443,2.49896986235e-17,0.654530502723,2.28397053739,0.765473812619
512,0.0,-0.0492150481375,2.13191325876,9.73056994819,9.73056994819,0.0492150481375,2,14,193,0.00641810611381,2.32989297924e-17,0.672442410163,2.30339874732,0.757019820091
513,0.0,-0.0552271800243,2.16771050351,9.50259067358,9.50259067358,0.0552271800243,1,15,193,0.00982896093323,-4.22283234192e-17,0.671010895578,2.25825911291,0.773671543068
514,0.0,-0.0575017897045,2.17300623222,9.51030927835,9.51030927835,0.0575017897045,0,14,194,0.00972367646605,-1.23567351855e-16,0.625876935639,2.2912646549,0.776111569297
515,0.0,-0.0581502124086,2.16510801132,9.62176165803,9.62176165803,0.0581502124086,3,13,193,0.00973838555597,5.65350358751e-17,0.677912179288,2.12728219544,0.772470249965
516,0.0,-0.0597744821602,2.17371559455,9.5618556701,9.5618556701,0.0597744821602,4,15,194,0.00999076653583,1.16253719856e-18,0.697208730994,2.04556060922,0.776437958865
517,0.0,-0.05102267041,2.1715101862,9.2538071066,9.2538071066,0.05102267041,0,13,197,0.00941595296467,2.09392648088e-17,0.666772954414,2.3665495076,0.775422863841
518,0.0,-0.0591365335941,2.14333564582,9.30102040816,9.30102040816,0.0591365335941,3,13,196,0.00956599573662,-3.74419456219e-18,0.666214334418,2.22375830512,0.762363328502
519,0.0,-0.0540578420972,2.15690783052,9.68911917098,9.68911917098,0.0540578420972,2,14,193,0.00991120877455,-2.94565899658e-18,0.712032885463,1.98876006136,0.768675636093
520,0.0,-0.0565933983233,2.15175856484,9.47395833333,9.47395833333,0.0565933983233,4,13,192,0.00978220079555,1.40025631228e-17,0.714893225095,2.0282764025,0.766285444945
521,0.0,-0.0576873440408,2.11012134231,9.54166666667,9.54166666667,0.0576873440408,3,13,192,0.00977300244382,-1.03121838991e-17,0.70181691219,2.05607163191,0.74674545404
522,0.0,-0.0424668833013,2.11276040226,9.78645833333,9.78645833333,0.0424668833013,0,14,192,0.00641535190529,4.70668115178e-19,0.675598934485,2.06186201202,0.747995339996
523,0.0,-0.0554069995627,2.15595021803,9.18041237113,9.18041237113,0.0554069995627,0,15,194,0.00990332444921,-2.53688174931e-17,0.620882661014,2.38842307358,0.768231562813
524,0.0,-0.0555086217857,2.16705571254,9.48704663212,9.48704663212,0.0555086217857,2,14,193,0.00970654080413,-2.70440713129e-17,0.66774650666,2.23052030058,0.773369431747
525,0.0,-0.0614662650091,2.16153600761,9.38541666667,9.38541666667,0.0614662650091,0,15,192,0.00996951985417,8.45041485244e-17,0.659992816519,2.30881369099,0.770819083608
526,0.0,-0.059628081442,2.16536625983,9.45833333333,9.45833333333,0.059628081442,0,13,192,0.00990614425225,5.52338727536e-17,0.633879044253,2.238008167,0.772589520278
527,0.0,-0.0589033036868,2.1669114856,9.42564102564,9.42564102564,0.0589033036868,3,13,195,0.00989268995294,-5.27977330181e-17,0.664872769857,2.1881637248,0.773302875202
528,0.0,-0.0586702735281,2.14633452019,9.4175257732,9.4175257732,0.0586702735281,0,14,194,0.00975817295741,4.23652268601e-17,0.647199489595,2.48623054679,0.763761512855
529,0.0,-0.0460251036377,2.10679628488,9.52849740933,9.52849740933,0.0460251036377,0,14,193,0.00650382428905,-6.78438832821e-17,0.64507696215,2.27408612203,0.745168445232
530,0.0,-0.0572536806766,2.10664515625,9.53846153846,9.53846153846,0.0572536806766,3,14,195,0.0099460785923,4.52926806066e-18,0.664949935695,2.25600229412,0.745096708797
531,0.0,-0.0565872020672,2.1606917092,9.26288659794,9.26288659794,0.0565872020672,2,14,194,0.00995024290349,-2.69649370299e-17,0.654978646014,2.35024980412,0.770428406174
