Iteration,AverageReturn,StdReturn,MeanKLBefore,LossAfter,Entropy,MinReturn,MeanKL,ExplainedVariance,LossBefore,dLoss,MaxReturn,AverageDiscountedReturn,NumTrajs,Perplexity
36,7.04221635884,6.92655106093,0.0,-0.0443342047098,1.82962631816,0,0.00985097235437,0.072010364623,4.74423475308e-17,0.0443342047098,42,7.04221635884,379,6.23155760346
37,7.1577540107,6.86222171998,0.0,-0.0373050991401,1.80456776403,0,0.00672377669719,0.0649932938209,-2.7186870668e-18,0.0373050991401,33,7.1577540107,374,6.07734403406
38,7.62803234501,7.2514834366,6.32770417034e-21,-0.0364734265391,1.79251338498,0,0.00645347541943,0.12792514845,-2.85105937694e-17,0.0364734265391,42,7.62803234501,371,6.00452520009
39,7.68292682927,7.43023604563,-3.51123181364e-20,-0.0351897490229,1.75352341531,0,0.00652843364633,0.0744804891458,1.0378916761e-17,0.0351897490229,33,7.68292682927,369,5.77491429327
40,7.75136612022,7.0102139216,2.43875937905e-20,-0.0391250619372,1.74632371418,0,0.00668988814468,0.102656248197,-6.94010669435e-17,0.0391250619372,33,7.75136612022,366,5.73348595113
41,8.46408839779,8.01621856492,0.0,-0.0432512715292,1.69158990668,0,0.00970228806968,0.130775301124,4.15674604071e-17,0.0432512715292,42,8.46408839779,362,5.42810402704
42,7.7955801105,7.40443217429,0.0,-0.0358112602976,1.6753250982,0,0.00647721679886,0.0814364371646,6.16698096887e-17,0.0358112602976,33,7.7955801105,362,5.34053106392
43,8.12742382271,7.24064751703,0.0,-0.0448641680357,1.65805031181,0,0.00994027483717,0.113232971062,-6.45253092386e-18,0.0448641680357,33,8.12742382271,361,5.24906681778
44,8.0635359116,7.41611256784,-1.69185015095e-20,-0.0365903142834,1.67262922791,0,0.00640979506334,0.0940854784632,4.48417997449e-17,0.0365903142834,33,8.0635359116,362,5.3261530742
45,8.68644067797,8.15496017567,0.0,-0.0440978159562,1.64284815227,0,0.0099258079937,0.126114558111,-1.46253195202e-17,0.0440978159562,33,8.68644067797,354,5.16987314915
46,9.13428571429,7.93773781582,6.65386359552e-20,-0.0373438242111,1.61450791289,0,0.00656171471681,0.100159278648,3.4105987622e-17,0.0373438242111,33,9.13428571429,350,5.02541437328
47,8.02816901408,7.35990628956,0.0,-0.0376477612192,1.58322802774,0,0.0064412659352,0.076581229712,4.70433485011e-18,0.0376477612192,33,8.02816901408,355,4.87065306524
48,9.10571428571,7.71771405301,0.0,-0.0365835261022,1.56566988066,0,0.0064286494104,0.0958043661181,-5.28202058692e-17,0.0365835261022,33,9.10571428571,350,4.78587983066
49,8.56145251397,7.65056467129,0.0,-0.0430915138278,1.52914210037,0,0.00987204479639,0.0709264762073,3.68966334531e-17,0.0430915138278,33,8.56145251397,358,4.61421658909
