Iteration,dLoss,LossBefore,MinReturn,StdReturn,MeanKL,MeanKLBefore,MaxReturn,AverageDiscountedReturn,Entropy,AverageReturn,ExplainedVariance,NumTrajs,LossAfter,Perplexity
22,0.0496288547324,5.86982617613e-17,2,1.74624087927,0.00643678848074,0.0,12,5.43939393939,1.06835146925,5.43939393939,0.415871143362,264,-0.0496288547324,2.91057736656
23,0.0482366371532,5.70481274814e-17,3,1.57745651828,0.00644129960279,0.0,10,5.38783269962,1.07055288373,5.38783269962,0.467491660213,263,-0.0482366371532,2.91699181155
24,0.0651055251413,4.20146213303e-17,2,1.8235097943,0.00985916532314,0.0,14,5.5,1.05370679997,5.5,0.423972252096,266,-0.0651055251413,2.868263516
25,0.0640993720923,-4.1221836698e-17,2,1.79619008732,0.00996243116504,0.0,12,5.67669172932,1.04321526822,5.67669172932,0.467567996036,266,-0.0640993720923,2.83832834575
26,0.0637768385531,6.41363898688e-18,0,1.75785531437,0.00996424431786,0.0,10,5.45945945946,1.07515479684,5.45945945946,0.388119784679,259,-0.0637768385531,2.93044648929
27,0.0613127942092,5.47565097391e-17,2,1.73407100374,0.00992050955534,0.0,12,5.54022988506,1.04838090315,5.54022988506,0.455990526992,261,-0.0613127942092,2.85302804775
28,0.0677474659092,-2.20558316318e-17,2,1.78283500923,0.00986677970508,0.0,10,5.66030534351,1.05765507006,5.66030534351,0.390377049684,262,-0.0677474659092,2.87961058097
29,0.0540681788852,3.10474353953e-18,2,1.7573977198,0.0098880446752,0.0,11,5.50384615385,1.06393944302,5.50384615385,0.429352383432,260,-0.0540681788852,2.89776410985
30,0.0589850040003,1.1509321253e-16,2,1.62493153469,0.00991839893249,0.0,10,5.2433460076,1.06791410287,5.2433460076,0.400860516869,263,-0.0589850040003,2.90930465621
31,0.0628678022059,2.36846655478e-17,0,1.78169162941,0.00990956802524,0.0,12,5.63773584906,1.05975692142,5.63773584906,0.408544220978,265,-0.0628678022059,2.88566945959
32,0.0583528799252,1.07081995802e-16,1,1.80504171226,0.00987458548606,0.0,11,5.41851851852,1.04135973761,5.41851851852,0.385396641213,270,-0.0583528799252,2.83306662377
33,0.0547053758519,-9.06123655918e-17,2,1.78565592985,0.00641608745667,0.0,11,5.51908396947,1.05658497381,5.51908396947,0.413039558754,262,-0.0547053758519,2.87653076862
34,0.0571680017177,2.10416333844e-17,2,1.63251730639,0.00986549807473,0.0,11,5.22900763359,1.06480904266,5.22900763359,0.446049586137,262,-0.0571680017177,2.90028510044
35,0.056594213135,6.63479895194e-18,0,1.8877740559,0.00993714708926,0.0,11,5.64015151515,1.03937583522,5.64015151515,0.421587547063,264,-0.056594213135,2.82745166772
36,0.0562936046468,-8.32251142897e-18,2,1.66353045378,0.00993215955215,0.0,10,5.55849056604,1.04505333245,5.55849056604,0.40731894466,265,-0.0562936046468,2.84355017311
37,0.0497454171473,-4.88498130835e-18,2,1.80583780836,0.00640729287102,0.0,11,5.52107279693,1.05616551667,5.52107279693,0.395677579246,261,-0.0497454171473,2.87532444028
38,0.056870474309,-1.25982016756e-16,2,1.8235052471,0.00996290819822,0.0,10,5.29118773946,1.06006941737,5.29118773946,0.410232753671,261,-0.056870474309,2.8865713605
39,0.0495938417681,9.99825222614e-17,0,1.68705988244,0.0064798081312,0.0,11,5.38223938224,1.07246315879,5.38223938224,0.420030305403,259,-0.0495938417681,2.92256939391
40,0.053776218486,-1.11271790783e-16,0,1.74294705595,0.00653892814769,0.0,12,5.50378787879,1.02497870749,5.50378787879,0.44392719154,264,-0.053776218486,2.78703611693
41,0.0592320061006,1.47234871647e-17,2,1.71662824748,0.00992556119836,0.0,11,5.61450381679,1.05049119863,5.61450381679,0.420822024131,262,-0.0592320061006,2.85905513718
42,0.0632937117869,-9.18218119992e-17,2,1.69175279588,0.00995511099799,0.0,11,5.48062015504,1.04424791759,5.48062015504,0.45292473168,258,-0.0632937117869,2.84126085759
43,0.0495975298575,7.82589565332e-17,2,1.64153505029,0.00642665876819,0.0,10,5.43071161049,1.02858638235,5.43071161049,0.444065399616,267,-0.0495975298575,2.79710899597
44,0.0516210983812,-2.08409314658e-17,2,1.78635952532,0.00641794617744,0.0,11,5.49019607843,1.04070942493,5.49019607843,0.425621296142,255,-0.0516210983812,2.83122484355
45,0.0526968883546,1.8739344935e-17,2,1.5617077043,0.00641201763936,0.0,11,5.43023255814,1.04560400363,5.43023255814,0.450332344478,258,-0.0526968883546,2.84511646546
46,0.0611172084815,1.24390972524e-16,2,1.69841753061,0.00985823899834,0.0,10,5.32824427481,1.02513571109,5.32824427481,0.450271928194,262,-0.0611172084815,2.78747372601
47,0.0612785385009,-5.64238906386e-18,2,1.69865197865,0.00978497849154,0.0,11,5.51550387597,1.03871042676,5.51550387597,0.440259927925,258,-0.0612785385009,2.82557088328
48,0.0541081529012,2.35367281221e-17,0,1.74620044668,0.00645138613011,0.0,10,5.528,1.03966001499,5.528,0.442668205318,250,-0.0541081529012,2.82825528646
49,0.058463213473,1.61485724728e-17,1,1.63811707366,0.0099034171612,0.0,11,5.49429657795,1.04192215476,5.49429657795,0.447121387316,263,-0.058463213473,2.83466043718
50,0.0598371223466,8.16789110048e-18,2,1.78965137805,0.00978446430702,0.0,11,5.4022556391,1.03239689097,5.4022556391,0.425785707024,266,-0.0598371223466,2.80778773671
51,0.0610623549581,3.47967926238e-17,2,1.72373369109,0.00980443734235,0.0,11,5.57303370787,1.02856440249,5.57303370787,0.440736880968,267,-0.0610623549581,2.7970475166
52,0.0584128539441,-5.15094743278e-18,0,1.72882457012,0.0097562602199,0.0,11,5.7027027027,1.01417986409,5.7027027027,0.45993126005,259,-0.0584128539441,2.75710127211
53,0.0488439621973,-5.37115378497e-17,2,1.91658905597,0.0064377126112,0.0,13,5.62307692308,1.02784239144,5.62307692308,0.411386458343,260,-0.0488439621973,2.79502874626
54,0.0515303087645,2.33088563031e-18,2,1.78019554182,0.00646820368266,0.0,11,5.52107279693,1.00680471977,5.52107279693,0.359346924768,261,-0.0515303087645,2.73684205151
55,0.0613116509695,1.55796501212e-16,2,1.752055608,0.0099096200664,0.0,11,5.46007604563,1.01990081937,5.46007604563,0.392909544775,263,-0.0613116509695,2.7729197304
56,0.0579206318381,1.70291515643e-17,2,1.68075370126,0.00990148583665,0.0,12,5.73540856031,1.0125519552,5.73540856031,0.424962324328,257,-0.0579206318381,2.75261661375
57,0.056347796638,-6.06833412065e-17,0,1.64972851677,0.00990445256878,0.0,10,5.43494423792,1.00970928479,5.43494423792,0.457093355079,269,-0.056347796638,2.74480294304
58,0.0633677465446,-1.66325805996e-17,2,1.69490622177,0.00644837243301,0.0,11,5.51923076923,1.02768802825,5.51923076923,0.475597116042,260,-0.0633677465446,2.79459733
59,0.0616356438703,-2.4550080103e-17,2,1.56524758425,0.00985159696741,0.0,11,5.5,1.04211069603,5.5,0.472372690545,260,-0.0616356438703,2.83519493804
60,0.0662877827922,-1.4773463622e-17,0,1.81318758529,0.00988185086409,0.0,11,5.51515151515,1.02786553206,5.51515151515,0.410797245454,264,-0.0662877827922,2.79509342569
61,0.0569979770974,-6.80236274117e-18,2,1.69616692826,0.00994574692486,0.0,11,5.56153846154,1.01511042031,5.56153846154,0.423955166129,260,-0.0569979770974,2.75966810397
62,0.0437427540089,-8.38144886439e-17,2,1.6337031765,0.00641670369326,0.0,11,5.68199233716,1.02606927399,5.68199233716,0.466252868537,261,-0.0437427540089,2.79007722313
63,0.0520556675158,-2.58571662999e-17,2,1.67289019279,0.00643623885413,0.0,11,5.55118110236,1.00673647619,5.55118110236,0.450201381161,254,-0.0520556675158,2.73665528596
64,0.0604369015491,-3.68643879623e-17,0,1.7517879129,0.00989476244352,0.0,11,5.44573643411,1.02311317882,5.44573643411,0.392075685498,258,-0.0604369015491,2.78184166785
65,0.0475066416165,1.15432131614e-16,2,1.79530947045,0.00641629319842,0.0,12,5.56153846154,1.01043015464,5.56153846154,0.419369026378,260,-0.0475066416165,2.74678230207
66,0.0487677790633,9.64228696887e-17,0,1.58862573614,0.00641411180625,0.0,10,5.49429657795,1.02377992724,5.49429657795,0.484423955515,263,-0.0487677790633,2.78369707486
67,0.0587992358676,4.92524731678e-17,2,1.69582235412,0.00988827971867,0.0,12,5.47547169811,1.01714367892,5.47547169811,0.465274770985,265,-0.0587992358676,2.76528493119
68,0.0585527727192,3.43225268146e-17,0,1.74659008444,0.00985808522834,0.0,14,5.65,1.01255456351,5.65,0.452391416225,260,-0.0585527727192,2.75262379344
69,0.0606621481463,-1.33379037933e-16,2,1.5352139846,0.00994892971074,0.0,10,5.40540540541,1.0174423339,5.40540540541,0.441526626541,259,-0.0606621481463,2.76611092065
70,0.0590369395494,1.93611389446e-18,2,1.66763743553,0.00997851290048,0.0,11,5.463878327,1.01547421499,5.463878327,0.440853407055,263,-0.0590369395494,2.76067223918
71,0.0502405476675,-1.53544425285e-17,2,1.68179681104,0.00643481211962,0.0,11,5.61313868613,1.00562424182,5.61313868613,0.426914882328,274,-0.0502405476675,2.73361317599
72,0.0602859623396,-3.24218305448e-17,2,1.62154601816,0.00976283522342,0.0,11,5.50592885375,1.03446473073,5.50592885375,0.461451581663,253,-0.0602859623396,2.81359979897
73,0.0449846632644,-6.08124661738e-17,2,1.66634857015,0.00644195801763,0.0,11,5.5,1.03250608729,5.5,0.429890117903,262,-0.0449846632644,2.80809435355
74,0.0553143373845,4.71844785466e-19,0,1.73130905439,0.0096973140196,0.0,11,5.66283524904,1.00786647805,5.66283524904,0.466612563366,261,-0.0553143373845,2.73974945941
75,0.0494259129908,-9.45919991532e-17,2,1.60229317032,0.0064582086946,0.0,10,5.56704980843,1.02115152041,5.56704980843,0.481436714711,261,-0.0494259129908,2.77638999366
76,0.0596765170782,-4.07532749154e-17,2,1.74223337122,0.00985666538904,0.0,11,5.42585551331,1.0272425634,5.42585551331,0.441598782362,263,-0.0596765170782,2.79335271235
77,0.0502427157856,6.05182432119e-17,2,1.72968379488,0.00644630129345,0.0,11,5.51953125,1.0199760276,5.51953125,0.48765679553,256,-0.0502427157856,2.77312828463
78,0.0540683191376,2.07840770615e-16,2,1.77243952455,0.00985073319321,0.0,11,5.65648854962,1.02482142702,5.65648854962,0.46462757809,262,-0.0540683191376,2.78659780505
79,0.0609502413493,-2.57507364872e-17,2,1.84283047616,0.00970795172691,0.0,11,5.64591439689,1.01656244208,5.64591439689,0.326809782759,257,-0.0609502413493,2.76367811274
80,0.0601167481812,2.64417840444e-17,2,1.62424215444,0.00995581027024,0.0,11,5.26459143969,1.02308112492,5.26459143969,0.407360043077,257,-0.0601167481812,2.78175250042
81,0.0692668653971,-2.59927681979e-18,2,1.83067113969,0.00991869114189,0.0,12,5.463878327,1.0115689409,5.463878327,0.416776887526,263,-0.0692668653971,2.74991208177
82,0.0667403827195,-1.05286935203e-17,2,1.72908767487,0.00997159621492,0.0,11,5.52671755725,1.01092686355,5.52671755725,0.451143200048,262,-0.0667403827195,2.74814699221
83,0.0480102853195,4.40093405912e-17,2,1.72358577953,0.0064259329003,0.0,11,5.55597014925,1.03278346976,5.55597014925,0.44909580184,268,-0.0480102853195,2.80887337774
84,0.0493107697978,1.16844473531e-16,2,1.70822414487,0.00642811192575,0.0,10,5.38257575758,1.01362102816,5.38257575758,0.404599390428,264,-0.0493107697978,2.7555609353
85,0.0476919470325,1.54721390545e-17,2,1.70789281657,0.0064392667299,0.0,11,5.58620689655,1.01713518492,5.58620689655,0.42585818318,261,-0.0476919470325,2.76526144295
86,0.0612158574842,1.13262662826e-16,2,1.70089915663,0.00997971931688,0.0,12,5.47509578544,1.03739390717,5.47509578544,0.469887177669,261,-0.0612158574842,2.82185341146
87,0.064283192827,-1.14267271083e-17,2,1.68254498786,0.00993574945805,0.0,10,5.51320754717,1.01200594975,5.51320754717,0.47107566255,265,-0.064283192827,2.75111408031
88,0.0505545724648,-1.08892046472e-16,2,1.77696354811,0.00643034389418,0.0,11,5.55925925926,1.00578053496,5.55925925926,0.433530911997,270,-0.0505545724648,2.73404045436
89,0.0597063064371,-9.14823772291e-17,0,1.65278153356,0.00973426475187,0.0,10,5.28682170543,1.01320138131,5.28682170543,0.3781672566,258,-0.0597063064371,2.75440481543
90,0.0634843409664,3.2603106287e-17,0,1.80490771106,0.00994139394812,0.0,11,5.50775193798,1.03018265277,5.50775193798,0.364417743182,258,-0.0634843409664,2.80157750387
91,0.0612985621129,-1.48823610235e-16,2,1.66004320923,0.00997581122159,0.0,13,5.49808429119,1.00885229027,5.49808429119,0.468972222474,261,-0.0612985621129,2.74245166964
92,0.0636708717345,2.11906340778e-17,2,1.63914540795,0.00997216483089,0.0,10,5.31007751938,1.0361195226,5.31007751938,0.444996257811,258,-0.0636708717345,2.81825957546
93,0.0550615539135,-8.82911444053e-18,2,1.62464757694,0.00977842169261,0.0,11,5.46360153257,1.02358560326,5.46360153257,0.488726466161,261,-0.0550615539135,2.78315618833
94,0.0607222938604,2.25086311842e-17,0,1.7166573056,0.00992216961368,0.0,11,5.49242424242,1.01974395051,5.49242424242,0.450682312214,264,-0.0607222938604,2.77248477976
95,0.0591807950143,-6.15250902313e-18,2,1.6844649185,0.0098974989396,0.0,10,5.48091603053,1.03262232783,5.48091603053,0.427185723362,262,-0.0591807950143,2.80842078691
96,0.0527241520345,-4.94049245958e-18,2,1.59158288967,0.00646523343553,0.0,10,5.46153846154,1.00974671988,5.46153846154,0.478794709271,260,-0.0527241520345,2.74490569693
97,0.0515284961462,1.39263357912e-16,2,1.75629770016,0.00641304194581,0.0,13,5.67045454545,1.01012569387,5.67045454545,0.465569970999,264,-0.0515284961462,2.74594614192
98,0.0695868877117,4.54018259133e-17,2,1.82526645538,0.00996503955757,0.0,11,5.66153846154,0.993500391079,5.66153846154,0.433903688201,260,-0.0695868877117,2.70067135224
99,0.0495116700165,-1.97847792191e-17,2,1.86248519201,0.00642695110459,0.0,15,5.59459459459,0.995279255971,5.59459459459,0.434855224984,259,-0.0495116700165,2.70547975718
100,0.0594755363038,-2.6993059802e-17,0,1.70604259319,0.00996841773642,0.0,10,5.37262357414,0.994517800606,5.37262357414,0.456926543342,263,-0.0594755363038,2.70342043924
101,0.0643022671294,2.0165727593e-17,2,1.71496573374,0.00999675453597,0.0,11,5.6954887218,0.975113517667,5.6954887218,0.449135118512,266,-0.0643022671294,2.65146818238
102,0.0623228461124,3.57035740303e-17,2,1.83606414446,0.00996485754088,0.0,11,5.63565891473,0.990562658205,5.63565891473,0.38972165813,258,-0.0623228461124,2.69274914359
103,0.0625654612314,1.62847491081e-16,0,1.73984905222,0.00997642309931,0.0,11,5.55681818182,0.976364022208,5.55681818182,0.460538889962,264,-0.0625654612314,2.65478592938
104,0.0488894180675,-2.36679740236e-17,2,1.68797682954,0.00640579988216,0.0,11,5.60687022901,0.990455641513,5.60687022901,0.432749449774,262,-0.0488894180675,2.6924609899
105,0.0503906448629,-1.71741086644e-17,0,1.69426517641,0.00642875584351,0.0,10,5.55513307985,0.980437776185,5.55513307985,0.446387169612,263,-0.0503906448629,2.66562293278
106,0.0584612003522,-1.25312851267e-16,2,1.72488808051,0.00984622965523,0.0,11,5.5250965251,0.969845544468,5.5250965251,0.428160135961,259,-0.0584612003522,2.6375370457
107,0.0601356263374,-1.33262836185e-16,2,1.65426771014,0.00997919000698,0.0,11,5.49049429658,0.966416099328,5.49049429658,0.41787247944,263,-0.0601356263374,2.62850724955
108,0.0475407012067,-5.46115688752e-17,2,1.7063277645,0.0064474249239,0.0,12,5.61302681992,0.963468364708,5.61302681992,0.474033080514,261,-0.0475407012067,2.62077051625
109,0.0550161675331,-2.62794363881e-17,2,1.69350418151,0.00642393163595,0.0,11,5.51908396947,0.967843595902,5.51908396947,0.403688598213,262,-0.0550161675331,2.63226211403
110,0.0522979615917,8.34463298748e-18,0,1.6828779557,0.00640931295124,0.0,11,5.48275862069,0.978117514162,5.48275862069,0.438765585547,261,-0.0522979615917,2.65944515891
111,0.0521361505765,-8.70088964946e-17,0,1.70328771358,0.00986003823299,0.0,11,5.42641509434,0.985250613665,5.42641509434,0.471353992188,265,-0.0521361505765,2.67848306477
112,0.0641684369777,3.82167067594e-17,2,1.65999015038,0.00990673382966,0.0,13,5.6245210728,0.976849861034,5.6245210728,0.451809592968,261,-0.0641684369777,2.65607604083
113,0.0671389604561,-5.32241749633e-18,0,1.92032096522,0.00994077923838,0.0,12,5.56226415094,0.985353143211,5.56226415094,0.42730430061,265,-0.0671389604561,2.6787577025
114,0.062626609426,5.81136690446e-17,2,1.85352390627,0.00993996846496,0.0,11,5.6062992126,0.981870934394,5.6062992126,0.402761530195,254,-0.062626609426,2.66944593099
115,0.0548512048643,-1.26475144761e-16,2,1.73576439571,0.00994693198745,0.0,12,5.74809160305,0.978510642656,5.74809160305,0.488637983314,262,-0.0548512048643,2.66049086812
116,0.0469015768773,-4.22081420602e-18,0,1.60081632343,0.00643901744449,0.0,9,5.48091603053,0.992495908442,5.48091603053,0.470955559042,262,-0.0469015768773,2.69795993677
117,0.0571091345341,-3.37881932469e-17,0,1.77731847083,0.00994363104982,0.0,12,5.61923076923,0.952015039832,5.61923076923,0.464282014784,260,-0.0571091345341,2.59092522029
118,0.0627195277029,5.0861002437e-17,2,1.80901751752,0.00999940949104,0.0,11,5.52307692308,0.971081069063,5.52307692308,0.413666150242,260,-0.0627195277029,2.64079780155
119,0.0457885275632,1.88079635462e-18,2,1.56368273017,0.00648179029541,0.0,10,5.42471042471,0.96286050107,5.42471042471,0.396279144811,259,-0.0457885275632,2.61917792923
120,0.0543198092784,-1.64875058051e-16,2,1.65933350942,0.00992905381983,0.0,12,5.57915057915,0.9711923359,5.57915057915,0.483726761344,259,-0.0543198092784,2.64109165112
121,0.0566937392293,6.60110205532e-17,-1,1.80372488483,0.00983379625028,0.0,12,5.56488549618,0.952351743851,5.56488549618,0.364112652347,262,-0.0566937392293,2.59179774211
122,0.0639509155386,3.22591013645e-17,0,1.78462768809,0.00997261431746,0.0,12,5.6641221374,0.981153053257,5.6641221374,0.433270167924,262,-0.0639509155386,2.6675302738
123,0.0594228303007,9.80586204384e-18,0,1.67482507344,0.00995957514227,0.0,10,5.35606060606,0.957143816615,5.35606060606,0.441902866563,264,-0.0594228303007,2.60424763204
124,0.0545849086107,1.33226762955e-18,2,1.77288267805,0.00986691450522,0.0,14,5.60536398467,0.963847041498,5.60536398467,0.442685190626,261,-0.0545849086107,2.62176312914
0,0.0508629357888,-6.83778826419e-17,0,1.90496952844,0.00641605385227,0.0,12,5.64258555133,0.967038642486,5.64258555133,0.428207914246,263,-0.0508629357888,2.63014411821
1,0.0594455475406,1.59071502574e-16,2,1.76490402849,0.00982736556774,0.0,12,5.53543307087,0.95482780558,5.53543307087,0.440919135812,254,-0.0594455475406,2.59822314487
2,0.0609724907028,-3.4356789382e-18,2,1.70773276036,0.00987894010071,0.0,10,5.6976744186,0.950105298942,5.6976744186,0.51337099151,258,-0.0609724907028,2.58598194614
3,0.0560815782247,-1.25048793205e-17,2,1.68337168634,0.00990157834115,0.0,11,5.703125,0.947000997338,5.703125,0.514622408111,256,-0.0560815782247,2.57796672551
4,0.0474283149851,1.39289565322e-16,0,1.90483657222,0.00651253246336,0.0,13,5.69230769231,0.946038583773,5.69230769231,0.424561253464,260,-0.0474283149851,2.57548684888
5,0.0470772194856,5.1322153812e-17,0,1.68789989068,0.00640907245002,0.0,11,5.67704280156,0.941488431113,5.67704280156,0.495634521624,257,-0.0470772194856,2.56379461146
6,0.0602334752085,3.50989790296e-17,0,1.84603027022,0.00991957341974,0.0,12,5.66274509804,0.968605889656,5.66274509804,0.469578551917,255,-0.0602334752085,2.63426943599
7,0.0621861854192,-3.27774853539e-17,0,1.70208113659,0.00999047823063,0.0,10,5.72413793103,0.939121187111,5.72413793103,0.427153956525,261,-0.0621861854192,2.55773266193
8,0.0456983532187,2.15953605787e-18,2,1.68828387656,0.00641834470843,0.0,11,5.65413533835,0.929277471384,5.65413533835,0.481633120205,266,-0.0456983532187,2.53267858362
9,0.0616915518258,1.73420487404e-17,0,1.83074061829,0.00982595328136,0.0,10,5.57251908397,0.94249604671,5.57251908397,0.440429011814,262,-0.0616915518258,2.56637923283
10,0.0489764685978,9.6246946289e-18,0,1.95521975194,0.00646472090827,0.0,12,5.66917293233,0.939179824816,5.66917293233,0.402660775504,266,-0.0489764685978,2.5578826459
11,0.0581259098488,1.19477184423e-17,0,1.9101611097,0.00999665201298,0.0,12,5.71482889734,0.953228472085,5.71482889734,0.377296102722,263,-0.0581259098488,2.59407104075
12,0.0597136430298,8.67068156116e-17,0,1.75944970525,0.00998545644757,0.0,12,5.55952380952,0.963520429293,5.55952380952,0.433378868764,252,-0.0597136430298,2.62090696913
13,0.0590429439097,1.34824685149e-17,0,1.76482619589,0.00991242025607,0.0,12,5.68604651163,0.949959202944,5.68604651163,0.468438009929,258,-0.0590429439097,2.58560417212
14,0.0465912986365,4.26689158453e-17,2,1.74000890838,0.00641294335266,0.0,11,5.40856031128,0.938054110035,5.40856031128,0.46079118104,257,-0.0465912986365,2.5550048197
15,0.0558098475308,-3.01519888375e-17,2,1.77726395636,0.00981310327705,0.0,10,5.56349206349,0.943077176425,5.56349206349,0.403634568648,252,-0.0558098475308,2.56787106549
16,0.0482724811059,2.16331241371e-17,0,1.83395421467,0.00642956627682,0.0,13,5.70703125,0.97989587677,5.70703125,0.450675212787,256,-0.0482724811059,2.66417882458
17,0.0825313086528,4.96576515262e-18,0,1.77435319784,0.00994116609216,0.0,11,5.82490272374,0.951263865916,5.82490272374,0.499844420679,257,-0.0825313086528,2.58897971564
18,0.0576961620977,2.300362128e-17,2,1.76340408397,0.00983311651015,0.0,11,5.54545454545,0.966507957005,5.54545454545,0.454606480046,253,-0.0576961620977,2.62874870921
19,0.0558275647965,6.73668262447e-17,0,1.79956777738,0.00982229732805,0.0,11,5.58754863813,0.973962821034,5.58754863813,0.434055114585,257,-0.0558275647965,2.64841890161
20,0.0591329503852,-1.6509304458e-17,2,1.85196840587,0.00988921610747,0.0,12,5.77042801556,0.967896606597,5.77042801556,0.442309064134,257,-0.0591329503852,2.63240165577
21,0.0582247614121,-2.00198526865e-16,0,1.83447758328,0.00995163210689,0.0,12,5.67588932806,0.957190395815,5.67588932806,0.467948881771,253,-0.0582247614121,2.60436893864
22,0.0586378626356,6.73114258942e-18,2,1.56761511616,0.00975929879624,0.0,11,5.53281853282,0.938375225855,5.53281853282,0.478283044174,259,-0.0586378626356,2.55582540392
23,0.0624449895877,1.12213707256e-17,0,1.91191827578,0.00999272837008,0.0,11,5.67567567568,0.958262219453,5.67567567568,0.403959666321,259,-0.0624449895877,2.60716185932
24,0.050929025661,1.52350963958e-18,2,1.67746568602,0.0064428945591,0.0,10,5.55511811024,0.970305738366,5.55511811024,0.47361205724,254,-0.050929025661,2.63875110349
25,0.0711809867524,2.34051502326e-17,0,1.82437233088,0.00652310587578,0.0,12,5.6833976834,0.948454583022,5.6833976834,0.450580244219,259,-0.0711809867524,2.58171674586
26,0.047721527288,1.59117208165e-17,0,1.64232030981,0.00642084323792,0.0,11,5.472,0.964155987567,5.472,0.472805927658,250,-0.047721527288,2.62257323769
27,0.0567563803301,-5.46654086792e-17,0,1.81526580278,0.00984377707257,0.0,11,5.61478599222,0.951555543827,5.61478599222,0.449579456361,257,-0.0567563803301,2.58973497398
28,0.0515347959492,1.9301012981e-17,2,1.58538111976,0.00644189249823,0.0,11,5.7568627451,0.964860576685,5.7568627451,0.509234138872,255,-0.0515347959492,2.62442172539
29,0.0566085385298,1.13043406722e-16,2,1.64688900878,0.00991397009116,0.0,11,5.46718146718,0.963954828735,5.46718146718,0.465469060513,259,-0.0566085385298,2.62204573698
30,0.0569156073969,-3.24819932361e-17,0,1.97436886146,0.0097517697756,0.0,14,5.6626984127,0.962459418073,5.6626984127,0.383067482613,252,-0.0569156073969,2.61812763214
31,0.0615022228232,1.58983937126e-16,2,1.79733103493,0.0065853169551,0.0,12,5.59003831418,0.946387153462,5.59003831418,0.450084771611,261,-0.0615022228232,2.57638474201
32,0.0611753718321,-1.03794360097e-16,0,1.91837059246,0.00996878927888,0.0,11,5.67300380228,0.935650095316,5.67300380228,0.432508177318,263,-0.0611753718321,2.54886992765
33,0.0655596715421,-1.07423075699e-17,0,1.66093130817,0.00989918784368,0.0,10,5.46666666667,0.971866501821,5.46666666667,0.444950937545,255,-0.0655596715421,2.64287278543
34,0.0636425985306,-1.4578602242e-16,0,1.88774857292,0.00997393218889,0.0,12,5.65769230769,0.934958742943,5.65769230769,0.42006138522,260,-0.0636425985306,2.54710836938
35,0.0488172072408,-3.26385649963e-17,0,1.77792688264,0.00644412814364,0.0,12,5.824,0.962200918754,5.824,0.453802660789,250,-0.0488172072408,2.6174509354
36,0.0606488485093,-1.06698917744e-16,-1,1.92407281905,0.00985477558925,0.0,13,5.54230769231,0.939314873927,5.54230769231,0.427884209577,260,-0.0606488485093,2.558228109
37,0.0458104358636,3.94540223075e-17,-1,1.83259815562,0.0064037381247,0.0,10,5.828,0.942020038852,5.828,0.421442019089,250,-0.0458104358636,2.56515790685
38,0.0594987502009,-3.41394271714e-17,0,1.81071015479,0.00995222719378,0.0,10,5.55078125,0.966659270623,5.55078125,0.453230088209,256,-0.0594987502009,2.62914650478
39,0.0594737403919,-1.03624624406e-16,2,1.61732021852,0.00987964568651,0.0,12,5.50583657588,0.94531604286,5.50583657588,0.495963970053,257,-0.0594737403919,2.57362662639
40,0.0462458062973,2.81987784199e-17,2,1.78638240849,0.00643638404795,0.0,13,5.859375,0.934057730983,5.859375,0.481405252114,256,-0.0462458062973,2.54481442786
41,0.0604610650539,-5.82402994201e-17,0,1.71052911458,0.00973836403826,0.0,10,5.53543307087,0.952448371346,5.53543307087,0.466173399948,254,-0.0604610650539,2.59204819313
42,0.0598312769156,-9.13158437754e-18,2,1.70512936095,0.00988965371717,0.0,10,5.58102766798,0.945793319089,5.58102766798,0.449921009766,253,-0.0598312769156,2.57485525037
43,0.0627902261243,4.00590216781e-17,0,1.67250195357,0.00653315133644,0.0,10,5.85658914729,0.913418325453,5.85658914729,0.512275470488,258,-0.0627902261243,2.49282928748
44,0.0568224580205,3.25051557547e-17,0,1.81689981078,0.00999864091444,0.0,11,5.62256809339,0.929215124432,5.62256809339,0.420206865766,257,-0.0568224580205,2.53252068375
45,0.0554427694558,1.84436250656e-17,2,1.65181729202,0.00996412531527,0.0,11,5.74609375,0.91555568288,5.74609375,0.467207731094,256,-0.0554427694558,2.49816305272
46,0.0465107358828,-8.77853982199e-17,2,1.87553503836,0.00641315886525,0.0,13,5.66274509804,0.930574314319,5.66274509804,0.385057602932,255,-0.0465107358828,2.5359652006
47,0.057423294255,-1.40419523055e-16,0,1.75285300153,0.00989945415743,0.0,12,5.61023622047,0.930854040008,5.61023622047,0.428140358405,254,-0.057423294255,2.53667467443
48,0.0602143359694,1.400606114e-17,2,1.73058072627,0.00966199354921,0.0,10,5.4862745098,0.934950954452,5.4862745098,0.434050770017,255,-0.0602143359694,2.54708853132
49,0.0643742255058,1.94289029309e-17,0,1.67769820894,0.00996521900812,0.0,10,5.50588235294,0.928592426465,5.50588235294,0.462144529541,255,-0.0643742255058,2.53094417916
50,0.0612846837697,4.68162994146e-17,2,1.86849244044,0.00993146406175,0.0,12,5.856,0.931666547903,5.856,0.454860245377,250,-0.0612846837697,2.53873658018
51,0.06151707426,-8.57882280033e-17,0,1.88255717846,0.00995086976002,0.0,11,5.49019607843,0.938748278804,5.49019607843,0.40636596191,255,-0.06151707426,2.55677903999
52,0.0460530206798,-2.9297936284e-17,0,1.84454993914,0.00647119182322,0.0,12,5.69076305221,0.92458146759,5.69076305221,0.455276972026,249,-0.0460530206798,2.5208129976
