ExplainedVariance,LossAfter,StdReturn,MeanKL,Perplexity,NumTrajs,AverageDiscountedReturn,MeanKLBefore,dLoss,Entropy,MinReturn,Iteration,AverageReturn,MaxReturn,LossBefore
0.492087084109,-0.253539570285,1.71960127397,0.698422423166,1.57922282718,462,4.44588744589,2.08301859041e-20,0.253539570285,0.456932844496,0,30,4.44588744589,8,-4.36545351177e-17
0.487451722084,-0.199352705528,1.71100527707,0.725700411474,1.54323222211,475,4.40631578947,0.0,0.199352705528,0.433879062453,0,31,4.40631578947,9,1.17905685215e-16
0.488937387719,-0.238027387871,1.69718973611,0.642807237685,1.52437142762,483,4.3933747412,5.21117009471e-21,0.238027387871,0.421582146478,0,32,4.3933747412,8,4.8560117298e-17
0.467855997654,-0.192585854781,1.69784961071,0.66864712119,1.56430656835,474,4.51476793249,0.0,0.192585854781,0.447442638484,0,33,4.51476793249,8,-3.10984510396e-17
0.481508199735,-0.290793685403,1.65348759094,0.644607807692,1.5468903008,471,4.50743099788,0.0,0.290793685403,0.436246658151,0,34,4.50743099788,8,6.7023958708e-17
0.499430195886,-0.228655107949,1.67676869696,0.646460304799,1.58459440253,473,4.52854122622,1.52205502583e-25,0.228655107949,0.460328477122,0,35,4.52854122622,8,-4.99558800449e-17
0.481476714971,-0.22108602008,1.67580308277,0.694014236184,1.51812208075,480,4.49583333333,1.19365824742e-20,0.22108602008,0.417474097843,0,36,4.49583333333,8,-1.11438116329e-17
0.498544317145,-0.25534179035,1.68719690599,0.604357755237,1.52797308916,471,4.57961783439,3.62261109161e-24,0.25534179035,0.423942078785,0,37,4.57961783439,8,-4.12418053654e-17
0.536751946924,-0.24964804883,1.66159722349,0.596210787086,1.52607793161,471,4.70276008493,-2.60134157973e-20,0.24964804883,0.422701000767,0,38,4.70276008493,8,6.17975225605e-17
0.530341949286,-0.19409789196,1.63197530707,0.748244635729,1.47905618059,466,4.69313304721,-4.51460119999e-25,0.19409789196,0.391404168531,0,39,4.69313304721,8,3.30934525923e-18
0.503621622713,-0.180219790418,1.66690144717,0.636786115255,1.44264316513,470,4.58723404255,0.0,0.180219790418,0.366476962396,0,40,4.58723404255,9,-4.29781640402e-18
0.525351810065,-0.15327341903,1.65809567177,0.655051022494,1.43821926995,467,4.62098501071,0.0,0.15327341903,0.363405730252,0,41,4.62098501071,8,-1.80778452063e-16
0.507279272198,-0.231367997087,1.62069787199,0.743254599306,1.39677605465,467,4.63169164882,0.0,0.231367997087,0.334166762948,0,42,4.63169164882,8,8.09994090287e-17
0.52474829377,-0.229358167612,1.61761047496,0.675185876651,1.3922644215,470,4.55957446809,0.0,0.229358167612,0.330931501844,0,43,4.55957446809,8,-3.24530993968e-17
0.491622919913,-0.137548812086,1.72741980309,0.694527017241,1.40129790255,470,4.54680851064,0.0,0.137548812086,0.337398880407,0,44,4.54680851064,9,7.87077730888e-18
0.549441368119,-0.179548434131,1.6042992216,0.680043515523,1.36703964467,460,4.72391304348,0.0,0.179548434131,0.31264755854,0,45,4.72391304348,8,-3.77842018875e-17
0.477060125217,-0.167321875359,1.65894727317,0.590165813967,1.36917015221,469,4.46695095949,0.0,0.167321875359,0.314204828,0,46,4.46695095949,8,1.285083151e-17
0.509550638071,-0.171236451099,1.66305221489,0.588985814773,1.35453579473,474,4.55696202532,0.0,0.171236451099,0.30345880872,0,47,4.55696202532,8,2.26444372524e-17
0.517362856046,-0.189333027947,1.68631447533,0.657223423174,1.38277847668,475,4.49473684211,-6.13277947851e-23,0.189333027947,0.324094863917,0,48,4.49473684211,8,5.35518526782e-18
0.553275742604,-0.26869843856,1.60399793407,0.679890294618,1.37426144053,468,4.69017094017,0.0,0.26869843856,0.317916452649,0,49,4.69017094017,8,7.27406602461e-17
