MeanKLBefore,dLoss,ExplainedVariance,Iteration,AverageReturn,NumTrajs,MaxReturn,MeanKL,LossAfter,StdReturn,Perplexity,MinReturn,AverageDiscountedReturn,LossBefore,Entropy
0.0,0.0489443375543,0.315314470901,33,3.56626506024,332,8,0.00993646025075,-0.0489443375543,1.80823265299,5.57029428111,0,3.56626506024,2.81987784199e-17,1.71744788578
0.0,0.0500503406543,0.289961801788,34,3.52395209581,334,8,0.00986546077504,-0.0500503406543,1.79262326031,5.48335441853,0,3.52395209581,-1.0489138571e-16,1.70171703386
0.0,0.0389495758893,0.319877673388,35,3.44574780059,341,8,0.00646467298403,-0.0389495758893,1.89477312712,5.20628185344,0,3.44574780059,2.71461717598e-18,1.64986594522
0.0,0.0393252622366,0.277495920311,36,3.52212389381,339,8,0.00644260913563,-0.0393252622366,1.75538284725,5.12795810342,0,3.52212389381,8.11210339689e-18,1.63470754942
5.74119390894e-20,0.0458882475762,0.364491288186,37,3.76595744681,329,8,0.00990457255486,-0.0458882475762,1.78219727382,5.18547142688,0,3.76595744681,-1.20572160939e-16,1.64586075884
0.0,0.0400248472997,0.299996550952,38,3.67975830816,331,8,0.00662459282017,-0.0400248472997,1.73471258027,4.9520814136,0,3.67975830816,3.16255434301e-17,1.5998079758
0.0,0.0415750688902,0.338020319714,39,3.81039755352,327,8,0.00659819663696,-0.0415750688902,1.72961667663,4.8190803179,0,3.81039755352,-5.86705477567e-17,1.57258310444
0.0,0.0387261903145,0.38176028908,40,4.01212121212,330,9,0.00640926138754,-0.0387261903145,1.73899266832,4.68201885124,0,4.01212121212,5.71991772657e-17,1.54372939538
0.0,0.0505641951044,0.327235548877,41,3.95705521472,326,9,0.00995934823452,-0.0505641951044,1.86787400309,4.60327179799,0,3.95705521472,2.2171203687e-18,1.5267673111
9.29462294265e-21,0.0478304889058,0.360201023718,42,3.88990825688,327,8,0.0099324787,-0.0478304889058,1.75226956129,4.46682944015,1,3.88990825688,1.03260443614e-17,1.49667885945
0.0,0.0468399151205,0.347136610144,43,3.91185410334,329,8,0.00986825113987,-0.0468399151205,1.7680409788,4.3296350394,0,3.91185410334,-4.50837949711e-18,1.46548325195
0.0,0.037739543873,0.362377603627,44,4.07716049383,324,9,0.00644466882758,-0.037739543873,1.79425608545,4.19188565714,0,4.07716049383,-9.19091815296e-17,1.4331506702
5.28475009595e-20,0.0484130270588,0.382963540875,45,4.01547987616,323,9,0.00970055051111,-0.0484130270588,1.67010001426,4.16210123112,0,4.01547987616,5.93881824007e-17,1.42602005038
-5.84940446677e-20,0.0488143980519,0.396123430032,46,4.06230529595,321,8,0.00983581249809,-0.0488143980519,1.69363283902,4.1417171907,0,4.06230529595,-5.56914272657e-17,1.4211104822
0.0,0.0457019721174,0.398376766736,47,4.14511041009,317,9,0.00990489387258,-0.0457019721174,1.69181078315,4.01874450963,0,4.14511041009,2.04478310999e-17,1.39096954281
0.0,0.0483645206406,0.380562970272,48,4.21630094044,319,8,0.00987316346622,-0.0483645206406,1.81259546077,3.96944412656,0,4.21630094044,3.97852989124e-17,1.3786260664
1.08074071007e-20,0.0446309991103,0.365630146655,49,4.22429906542,321,9,0.00959280790601,-0.0446309991103,1.75247974492,3.76273493629,0,4.22429906542,4.17477122368e-17,1.32514606966
0.0,0.0375323428811,0.409222983516,50,4.34285714286,315,8,0.00646827314051,-0.0375323428811,1.70988854048,3.72169451734,0,4.34285714286,-2.48499570317e-17,1.31417907998
0.0,0.0460579538001,0.384041413218,51,4.2893081761,318,8,0.00977660859914,-0.0460579538001,1.69663341066,3.62759517394,0,4.2893081761,4.69794972496e-17,1.28856994222
0.0,0.03983687144,0.390838996464,52,4.25632911392,316,8,0.0064642919902,-0.03983687144,1.68972822114,3.61318635863,0,4.25632911392,8.53591341948e-17,1.28459003086
0.0,0.0490495767437,0.409205239866,53,4.44164037855,317,9,0.00989857131998,-0.0490495767437,1.76736124304,3.56306332742,0,4.44164037855,-2.29816166097e-17,1.27062066009
-1.14545778663e-20,0.0482925187469,0.375295939851,54,4.32907348243,313,8,0.0097555419385,-0.0482925187469,1.70800168284,3.46794099785,0,4.32907348243,1.26950020936e-17,1.24356104547
6.01823985334e-20,0.0447883986918,0.389421019854,55,4.346875,320,9,0.00948588315765,-0.0447883986918,1.80320623734,3.46245913149,1,4.346875,-7.44819591471e-17,1.24197906826
-1.50345899006e-20,0.0453093803359,0.392944700821,56,4.34076433121,314,9,0.00980956035525,-0.0453093803359,1.78148493897,3.45807719388,0,4.34076433121,6.59428699428e-18,1.24071271029
0.0,0.0368750391126,0.406011444082,57,4.36624203822,314,9,0.00641375909674,-0.0368750391126,1.70320245907,3.32752103975,0,4.36624203822,2.00849942486e-17,1.20222759426
0.0,0.0379053781285,0.366711228513,58,4.44051446945,311,9,0.00644240308577,-0.0379053781285,1.77210387588,3.39676518071,0,4.44051446945,-0.0,1.2228235613
2.69722845223e-20,0.0397638552944,0.414509244867,59,4.40575079872,313,9,0.0064779945816,-0.0397638552944,1.71580665794,3.27486599619,0,4.40575079872,-2.11682153934e-17,1.18627695106
0.0,0.0368679015326,0.43031099686,60,4.60784313725,306,9,0.00652776586016,-0.0368679015326,1.72537878428,3.21719306728,0,4.60784313725,1.05814669513e-17,1.16850926115
0.0,0.0368634438233,0.373483902268,61,4.47249190939,309,9,0.00653201341321,-0.0368634438233,1.82664225992,3.223403838,0,4.47249190939,-4.43839783809e-17,1.17043789377
3.40951055791e-21,0.0503749675418,0.435752023922,62,4.66229508197,305,9,0.00990397538321,-0.0503749675418,1.75948613348,3.14984598259,1,4.66229508197,-1.14930952811e-16,1.14735355723
0.0,0.0483409905419,0.458358730881,63,4.68284789644,309,9,0.00978694708121,-0.0483409905419,1.72823412302,3.1031146054,1,4.68284789644,4.80208909452e-17,1.13240631853
0.0,0.0362213106434,0.427996942111,64,4.51779935275,309,9,0.00655353434087,-0.0362213106434,1.70583626348,3.0737318195,1,4.51779935275,-1.748034259e-17,1.12289239977
0.0,0.0445088931818,0.384646813972,65,4.53870967742,310,9,0.00976366571442,-0.0445088931818,1.74229685618,3.03864891217,0,4.53870967742,-9.40278928165e-17,1.11141297984
-8.97732736913e-21,0.0433751095214,0.452499866986,66,4.6131147541,305,9,0.00970696101499,-0.0433751095214,1.64998513752,2.92563336058,1,4.6131147541,5.95385122406e-17,1.07351099078
6.97418669919e-20,0.0438122970145,0.428784341142,67,4.65064102564,312,9,0.00991977004633,-0.0438122970145,1.7549562342,2.89425006979,0,4.65064102564,1.76179744496e-17,1.06272603422
0.0,0.035915788319,0.459235847311,68,4.77346278317,309,9,0.0064935455146,-0.035915788319,1.67423111351,2.79526220996,1,4.77346278317,4.04826577411e-18,1.02792591614
2.61206802049e-21,0.0366091091404,0.456651980866,69,4.61237785016,307,9,0.00646897091157,-0.0366091091404,1.64314087509,2.78414307274,1,4.61237785016,7.29095475432e-17,1.02394013222
0.0,0.0387719315277,0.406212095707,70,4.6875,304,9,0.00640730859625,-0.0387719315277,1.85964104134,2.74938222807,0,4.6875,8.74633033995e-18,1.0113762421
0.0,0.0490384772029,0.42316048212,71,4.72459016393,305,9,0.00990829400768,-0.0490384772029,1.66040245346,2.72194557237,0,4.72459016393,-2.19968127946e-17,1.00134690857
0.0,0.0519198462095,0.453780275844,72,4.66336633663,303,9,0.00997876352424,-0.0519198462095,1.62657729121,2.70985922955,0,4.66336633663,-5.74951788809e-17,0.996896688728
0.0,0.0452775381982,0.444175669332,73,4.77027027027,296,9,0.00970369070656,-0.0452775381982,1.7861879785,2.77874355222,0,4.77027027027,-3.30182490836e-17,1.02199886591
2.04362248693e-21,0.0377570905677,0.415521520557,74,4.68874172185,302,9,0.00653759868923,-0.0377570905677,1.73084762936,2.66789582159,1,4.68874172185,-5.54418489201e-17,0.981290079911
0.0,0.0343148907049,0.436176301687,75,4.74257425743,303,9,0.00655980113721,-0.0343148907049,1.70992134233,2.65265141091,1,4.74257425743,1.60821517054e-18,0.975559672218
0.0,0.040725711542,0.493245622239,76,5.00334448161,299,9,0.00976917862745,-0.040725711542,1.69890448227,2.58489158324,1,5.00334448161,6.10012650893e-18,0.949683566363
0.0,0.0427554539773,0.455509438988,77,4.9387755102,294,9,0.00987418008239,-0.0427554539773,1.68718454767,2.56623999596,0,4.9387755102,4.31091341689e-17,0.942441791033
0.0,0.0464675838801,0.464861791551,78,4.67666666667,300,9,0.00986933511642,-0.0464675838801,1.6549286658,2.53777970904,0,4.67666666667,-1.61018366777e-17,0.931289568455
0.0,0.0373782752084,0.460531746452,79,4.98287671233,292,9,0.00649435830447,-0.0373782752084,1.69296932907,2.5428251434,0,4.98287671233,3.73216830955e-17,0.933275724108
0.0,0.0433793060076,0.478074314411,80,4.88474576271,295,9,0.00994257655854,-0.0433793060076,1.67137551789,2.49042433215,0,4.88474576271,1.00008845672e-16,0.912453110477
0.0,0.0370691485801,0.48330827573,81,4.95172413793,290,9,0.00652358552737,-0.0370691485801,1.63720128934,2.43450248893,0,4.95172413793,-2.78802886364e-17,0.889742418998
-4.25219387243e-21,0.0356840905215,0.509476369523,82,4.94612794613,297,8,0.00650191697893,-0.0356840905215,1.61967911269,2.3941564568,1,4.94612794613,2.00322247767e-17,0.873030958719
-1.35594394128e-22,0.0456704236075,0.492318516354,83,5.05442176871,294,9,0.00996877652545,-0.0456704236075,1.61743188114,2.4345903607,0,5.05442176871,7.49753806997e-17,0.889778512689
0.0,0.0472266590575,0.468913565892,84,4.92255892256,297,9,0.00993235601026,-0.0472266590575,1.6689064296,2.43867771841,1,4.92255892256,-5.04924107853e-17,0.891455973729
0.0,0.0448564754527,0.459806174369,85,4.85472972973,296,9,0.00962004090851,-0.0448564754527,1.63652707674,2.38494518785,0,4.85472972973,8.04121843722e-17,0.869176142043
5.29416580727e-20,0.0447148013997,0.440492308247,86,4.76,300,8,0.00983642161336,-0.0447148013997,1.70559862414,2.39411125968,0,4.76,-3.84382528855e-17,0.873012080442
0.0,0.0364597218576,0.492948093005,87,4.94217687075,294,9,0.00643966172425,-0.0364597218576,1.58438061333,2.35064644817,2,4.94217687075,-6.64306970606e-17,0.854690374657
0.0,0.0455667464569,0.459887370963,88,4.84353741497,294,9,0.0096664918677,-0.0455667464569,1.71309752582,2.36482771127,0,4.84353741497,8.02704256149e-18,0.860705169932
0.0,0.0345664803428,0.485925692208,89,5.03741496599,294,8,0.00641927486407,-0.0345664803428,1.65429603107,2.35698687242,1,5.03741496599,1.80411241502e-17,0.857384054323
0.0,0.0472669498031,0.454109456356,90,4.87328767123,292,9,0.00988320909227,-0.0472669498031,1.7184650325,2.33022080058,0,4.87328767123,1.86331137e-17,0.845963027283
-4.57782652856e-20,0.0390597617328,0.470535686291,91,4.92808219178,292,9,0.00645704603215,-0.0390597617328,1.56534573846,2.30910521345,0,4.92808219178,-1.08027494528e-16,0.836860096007
0.0,0.034795439275,0.507157186929,92,5.12110726644,289,9,0.00643916351562,-0.034795439275,1.61605402381,2.28652848998,2,5.12110726644,-4.50067972586e-17,0.827034724119
0.0,0.0464649457233,0.496350723068,93,5.06506849315,292,9,0.00985143695389,-0.0464649457233,1.62363082322,2.22799552159,1,5.06506849315,2.35136988137e-17,0.801102312003
4.22211388795e-20,0.045400026396,0.518173153942,94,5.12627986348,293,9,0.0099734260946,-0.045400026396,1.60239543918,2.20754216198,0,5.12627986348,4.15813866901e-17,0.791879752739
-1.79990953425e-20,0.0438198744461,0.456818067644,95,4.93918918919,296,9,0.00976415698431,-0.0438198744461,1.68749915456,2.22400032503,0,4.93918918919,-4.80515375405e-17,0.799307522536
0.0,0.0423261847908,0.485423873651,96,5.03806228374,289,9,0.00979212853,-0.0423261847908,1.60511866659,2.19082772727,0,5.03806228374,4.67403893367e-17,0.784279430076
1.39896809563e-22,0.0440962077301,0.498454851914,97,5.19112627986,293,9,0.00966821568735,-0.0440962077301,1.62667286256,2.14444429418,2,5.19112627986,3.82357817315e-18,0.762880448505
0.0,0.0427836776329,0.520410570238,98,5.18493150685,292,9,0.00983874688189,-0.0427836776329,1.57246610547,2.15672437657,0,5.18493150685,9.76752073652e-18,0.76859057833
0.0,0.0363518527094,0.519046846943,99,5.15120274914,291,9,0.00640085425512,-0.0363518527094,1.58314476617,2.14668528923,1,5.15120274914,-5.39029360607e-17,0.763924926519
0.0,0.0400742808239,0.486491426953,100,5.07849829352,293,9,0.00981359725392,-0.0400742808239,1.65979823114,2.11479106343,0,5.07849829352,-4.0857758516e-17,0.748956019643
1.40794739412e-21,0.043413588829,0.452458940127,101,5.05405405405,296,9,0.00981350027877,-0.043413588829,1.85553876413,2.10266150321,0,5.05405405405,4.52857779602e-17,0.743203924758
3.6911203058e-20,0.0340905378054,0.479012194077,102,5.13265306122,294,9,0.00642871141057,-0.0340905378054,1.66988790472,2.0670888516,0,5.13265306122,-1.1161741079e-16,0.726141265554
0.0,0.0333232808773,0.520344838722,103,5.26736111111,288,9,0.0064655653113,-0.0333232808773,1.63130528264,2.04772801371,2,5.26736111111,3.56679239314e-17,0.716730892553
0.0,0.0426389566051,0.456806269422,104,5.11805555556,288,9,0.00957737652875,-0.0426389566051,1.73203688607,2.06228469706,0,5.11805555556,-4.58895880558e-17,0.723814444474
0.0,0.042055321399,0.539133351515,105,5.31399317406,293,9,0.00988501219236,-0.042055321399,1.57531364014,1.9691951697,1,5.31399317406,5.65093537509e-17,0.677624915976
0.0,0.0415918847499,0.503776749889,106,5.06896551724,290,9,0.00999614900938,-0.0415918847499,1.60454171098,1.99262504427,2,5.06896551724,-1.66284027652e-17,0.689452887188
-7.50807636725e-22,0.0401904951169,0.532806712182,107,5.2491349481,289,8,0.00995334589042,-0.0401904951169,1.63023156669,2.02507965115,0,5.2491349481,4.32446421577e-18,0.705609033685
0.0,0.0421146051213,0.541641399316,108,5.40972222222,288,9,0.00965048807285,-0.0421146051213,1.60257256052,1.95749186369,0,5.40972222222,-1.04204657329e-17,0.671663992395
-9.75200087621e-22,0.034970297826,0.541256000652,109,5.2439862543,291,8,0.00648540445514,-0.034970297826,1.56604540136,1.95070803799,0,5.2439862543,6.48900005908e-17,0.668192403075
0.0,0.0338682914564,0.533612379268,110,5.40350877193,285,9,0.00642025905997,-0.0338682914564,1.66132106726,1.91240867362,0,5.40350877193,-1.58682551246e-17,0.648363533222
-4.8555808372e-20,0.0448611825941,0.488909072913,111,5.22648083624,287,9,0.00974510756813,-0.0448611825941,1.47956904174,1.89478444642,2,5.22648083624,1.67434383739e-17,0.639105083476
-2.43605022423e-20,0.0437238932178,0.522924611229,112,5.26501766784,283,9,0.00991432384229,-0.0437238932178,1.56046979756,1.91538741086,0,5.26501766784,4.24456374296e-17,0.649919905494
8.05869805902e-21,0.0339689674517,0.526015291752,113,5.30985915493,284,9,0.00640255682544,-0.0339689674517,1.58639949585,1.90940709847,0,5.30985915493,-5.89606837136e-17,0.646792774219
0.0,0.0390957604601,0.543347621566,114,5.30769230769,286,9,0.0098774446698,-0.0390957604601,1.62898041487,1.87580405662,0,5.30769230769,1.20604172418e-16,0.629037397697
-7.39302067199e-21,0.0404698378525,0.526153504607,115,5.32302405498,291,9,0.00648059988848,-0.0404698378525,1.61142371453,1.85351523963,2,5.32302405498,-4.62293215587e-17,0.617083965656
0.0,0.0388460942121,0.530196612665,116,5.44680851064,282,9,0.00992395738586,-0.0388460942121,1.59975854523,1.87077901844,0,5.44680851064,1.48122024482e-18,0.626354931517
0.0,0.0399976330725,0.569983435895,117,5.40357142857,280,9,0.00983411336986,-0.0399976330725,1.45577228961,1.87773181135,2,5.40357142857,-1.01354941295e-16,0.63006456513
0.0,0.0394883279062,0.549177334669,118,5.46643109541,283,9,0.00950979738444,-0.0394883279062,1.60655799947,1.8592340749,0,5.46643109541,1.05643099996e-16,0.620164615229
3.2566969606e-21,0.040805812291,0.556490609985,119,5.40845070423,284,9,0.00993479768278,-0.040805812291,1.52285374057,1.84234206303,0,5.40845070423,-7.66444167337e-17,0.611037622563
0.0,0.0424326025557,0.543206649039,120,5.45744680851,282,9,0.00962857240806,-0.0424326025557,1.59785911923,1.83156952627,1,5.45744680851,-5.29916924971e-17,0.6051732639
5.50732507439e-21,0.0379675888064,0.556237392824,121,5.39068100358,279,9,0.00966089922682,-0.0379675888064,1.51268918436,1.87743800853,2,5.39068100358,7.93611059842e-18,0.629908086017
0.0,0.0385251569038,0.536937051101,122,5.39007092199,282,9,0.00977171232467,-0.0385251569038,1.63417860446,1.81508336179,0,5.39007092199,-1.4647620115e-17,0.596131396022
0.0,0.0395471722412,0.528690646097,123,5.39436619718,284,9,0.00985307558883,-0.0395471722412,1.61183014902,1.84308929425,0,5.39436619718,-1.92745129743e-17,0.611443128004
0.0,0.043132419564,0.549934533474,124,5.45263157895,285,9,0.00981459722446,-0.043132419564,1.51090832018,1.8089156374,2,5.45263157895,1.14295823625e-17,0.59272757039
0.0,0.0418293826167,0.533994696951,125,5.48561151079,278,9,0.00977997939552,-0.0418293826167,1.55411087033,1.82934343559,0,5.48561151079,9.43247251001e-17,0.603957124112
0.0,0.0353487579793,0.533660171476,126,5.31802120141,283,9,0.00647114137822,-0.0353487579793,1.60319699579,1.7933335056,0,5.31802120141,1.50538715203e-17,0.584076181565
-6.70114431687e-23,0.0335305779714,0.533974079255,127,5.29893238434,281,9,0.00643204687439,-0.0335305779714,1.61497626187,1.79929125939,0,5.29893238434,9.71410460749e-17,0.587392842579
0.0,0.0425504698299,0.562976504394,128,5.5231316726,281,9,0.00924533376793,-0.0425504698299,1.50219251877,1.7742790794,0,5.5231316726,-9.37201254554e-18,0.573394187972
-2.9308646234e-22,0.0447324825675,0.555830558905,129,5.3829787234,282,9,0.00994285323478,-0.0447324825675,1.5444229314,1.75889751698,2,5.3829787234,2.02463854104e-17,0.564687201967
0.0,0.036515276801,0.507489670444,130,5.28169014085,284,9,0.00982809305329,-0.036515276801,1.68199327251,1.79608379049,0,5.28169014085,7.19758530082e-17,0.58560862274
0.0,0.0326387718128,0.561873882311,131,5.40701754386,285,9,0.00645130829589,-0.0326387718128,1.54554931461,1.7671964552,2,5.40701754386,2.26197558882e-17,0.569394367235
-1.40971109005e-21,0.0423366889769,0.587154834272,132,5.43214285714,280,9,0.0098125508088,-0.0423366889769,1.45983207729,1.7886138327,2,5.43214285714,-8.58491238797e-18,0.581440924711
0.0,0.0357593552368,0.558746139989,133,5.27402135231,281,9,0.00985619174539,-0.0357593552368,1.50432396454,1.75065397578,2,5.27402135231,-3.36952687974e-17,0.559989418571
0.0,0.0304735510713,0.544480983413,134,5.32028469751,281,9,0.00645261113359,-0.0304735510713,1.53856056177,1.75765684116,0,5.32028469751,-3.66379140927e-17,0.563981581782
-2.21581620218e-22,0.0405465573527,0.546296002455,135,5.40501792115,279,9,0.0098949796656,-0.0405465573527,1.56259247745,1.75743114287,0,5.40501792115,-5.73776532029e-18,0.563853164912
3.7823877781e-21,0.0419123093005,0.595110616622,136,5.43272727273,275,9,0.00950261037113,-0.0419123093005,1.4161477254,1.7538554118,2,5.43272727273,9.75642128113e-17,0.561816457141
5.03688204431e-22,0.033752922735,0.548084678486,137,5.51459854015,274,9,0.00640267986322,-0.033752922735,1.5828017359,1.76289083126,2,5.51459854015,2.83452341828e-17,0.566954979355
0.0,0.041606370788,0.548179116769,138,5.45323741007,278,9,0.00987841606375,-0.041606370788,1.54651160754,1.74584078265,2,5.45323741007,-3.80806497446e-17,0.55723626348
0.0,0.0350896466716,0.524265794965,139,5.38461538462,273,9,0.0095286176093,-0.0350896466716,1.61337743781,1.74996177577,0,5.38461538462,-1.3211653993e-17,0.559593945278
-1.43604337694e-20,0.0424230873333,0.552414999797,140,5.37769784173,278,9,0.00973756807916,-0.0424230873333,1.57697201726,1.71780495881,0,5.37769784173,6.14790500042e-18,0.54104728907
4.68357624398e-22,0.0350029028777,0.587578932318,141,5.52898550725,276,9,0.00645882324814,-0.0350029028777,1.49245459225,1.71588039974,0,5.52898550725,-4.43978215296e-19,0.539926301516
-2.74293532207e-20,0.0411311804628,0.536225646478,142,5.50541516245,277,9,0.00984046266014,-0.0411311804628,1.6577592171,1.72082182802,0,5.50541516245,1.50777859063e-16,0.542801983698
0.0,0.0433076467917,0.571211673097,143,5.46785714286,280,9,0.00980248278796,-0.0433076467917,1.52796633551,1.73719670402,0,5.46785714286,7.29717552978e-18,0.552272724381
0.0,0.0468304987908,0.568942512197,144,5.51459854015,274,9,0.0098373872712,-0.0468304987908,1.55018436134,1.69752530499,0,5.51459854015,1.6250889523e-17,0.529171487551
1.22355149508e-21,0.0428208360841,0.610731939347,145,5.52398523985,271,9,0.00982954726401,-0.0428208360841,1.41368391058,1.71985384259,2,5.52398523985,-3.4203910695e-17,0.542239311977
0.0,0.0426513476009,0.560224673943,146,5.54121863799,279,9,0.00992402278303,-0.0426513476009,1.60786149485,1.72421586622,0,5.54121863799,-4.36990880821e-17,0.544772376829
0.0,0.0452243678226,0.57165834308,147,5.48540145985,274,9,0.00966589707652,-0.0452243678226,1.47786787365,1.72624566641,0,5.48540145985,-9.97206309544e-18,0.54594891533
1.19999584186e-21,0.0423019448337,0.528503423189,148,5.43223443223,273,9,0.0098998533366,-0.0423019448337,1.64082121961,1.74437147389,0,5.43223443223,2.82753429493e-18,0.556394303889
