Iteration,LossAfter,StdReturn,MeanKLBefore,ExplainedVariance,AverageDiscountedReturn,Perplexity,NumTrajs,MinReturn,dLoss,AverageReturn,LossBefore,MeanKL,Entropy,MaxReturn
29,-0.041365834014,3.30623818523,-2.53766677533e-20,0.155718197025,4.49375,7.25510946557,320,0,0.041365834014,4.49375,-9.30958163898e-18,0.00652787665468,1.98170597452,15
30,-0.0487032568586,3.12429769123,0.0,0.14995718887,4.25465838509,6.9726123143,322,0,0.0487032568586,4.25465838509,-4.85167461761e-17,0.00976440442626,1.94198994857,18
31,-0.0420258315199,3.28308920518,0.0,0.160149791194,4.63174603175,6.74656833881,315,0,0.0420258315199,4.63174603175,-5.40693031473e-17,0.00674810892458,1.90903398136,15
32,-0.0411372818955,3.30577227391,4.89922874336e-21,0.16749326282,4.76357827476,6.49724124339,313,0,0.0411372818955,4.76357827476,-8.896213489e-17,0.00645048309134,1.87137766271,15
33,-0.0386084929359,3.30678162822,0.0,0.184534046228,5.06984126984,6.3813556001,315,0,0.0386084929359,5.06984126984,-1.4407157425e-17,0.00651111350622,1.85338055129,15
34,-0.0412861136343,3.22319560189,3.44440440332e-20,0.127304988603,4.81504702194,6.28591729158,319,0,0.0412861136343,4.81504702194,3.24633083664e-17,0.00643285294755,1.83831178073,15
35,-0.0389713890727,3.11084421561,0.0,0.161259956976,4.79439252336,6.12302238968,321,0,0.0389713890727,4.79439252336,-4.43867276212e-19,0.00645860158477,1.81205582914,13
36,-0.0403329880579,3.28776254317,-1.30278021414e-20,0.160672246939,4.95597484277,6.09369672125,318,0,0.0403329880579,4.95597484277,8.62397959952e-17,0.00644612219321,1.80725491255,15
37,-0.0393645710948,3.20532976623,3.79607647528e-20,0.180718097237,5.05414012739,5.80742292367,314,0,0.0393645710948,5.05414012739,3.46511555751e-17,0.00642782390251,1.75913691371,18
38,-0.0469490409178,3.05512896909,0.0,0.15456276533,4.85846153846,5.69612595479,325,0,0.0469490409178,4.85846153846,-1.43732993325e-17,0.00978874674019,1.73978628672,15
39,-0.0399422814059,3.44650047949,0.0,0.192093077045,5.19504643963,5.50219508137,323,0,0.0399422814059,5.19504643963,-6.24776901308e-17,0.0064530433217,1.70514711832,18
40,-0.0425436324729,3.15619899429,2.2962839817e-20,0.174089783878,5.12580645161,5.43635756522,310,0,0.0425436324729,5.12580645161,8.43111055954e-18,0.00651383673697,1.69310927139,15
41,-0.0405526900249,3.45925814473,-8.08351987357e-21,0.154204946692,5.26100628931,5.22381419528,318,0,0.0405526900249,5.26100628931,-2.67085878769e-17,0.00648074276843,1.65322782382,15
42,-0.0506092451185,3.21264439121,0.0,0.159163283475,5.371875,5.06100093278,320,0,0.0506092451185,5.371875,-4.45750391433e-18,0.00993262406065,1.62156427654,18
43,-0.0432157790971,3.5018719691,3.12470193792e-20,0.222338410471,5.91639871383,4.86635311589,311,0,0.0432157790971,5.91639871383,2.60169558304e-17,0.00645567333104,1.58234480973,15
44,-0.0479470464027,3.63497841768,-1.54709738339e-20,0.190697353354,5.77917981073,4.83075126004,317,0,0.0479470464027,5.77917981073,1.24619695954e-19,0.00976501304578,1.57500199595,18
45,-0.0369886942434,3.5048556883,0.0,0.184423763424,5.96474358974,4.57067203718,312,0,0.0369886942434,5.96474358974,5.63724595972e-17,0.00650150296891,1.51966024818,15
46,-0.0467209608625,3.2462427075,-2.06703693496e-21,0.229311743901,5.98076923077,4.45817056595,312,0,0.0467209608625,5.98076923077,6.09251846888e-19,0.00997166327357,1.49473849488,15
47,-0.0498807772844,3.55209047311,0.0,0.186636701289,6.03525641026,4.50066442289,312,0,0.0498807772844,6.03525641026,6.85473362347e-17,0.00961625019095,1.50422503541,15
48,-0.0407770503889,3.48279953363,0.0,0.16691054778,5.66144200627,4.50213397585,319,0,0.0407770503889,5.66144200627,-2.22488472201e-17,0.00643982467533,1.50455150123,15
49,-0.0484060673181,3.53915166888,-3.43838156541e-20,0.180529245115,6.16233766234,4.39385174694,308,0,0.0484060673181,6.16233766234,-3.64252947405e-17,0.00997897770112,1.48020623351,15
