ExplainedVariance,LossBefore,MaxReturn,dLoss,NumTrajs,MeanKL,AverageReturn,AverageDiscountedReturn,Perplexity,Entropy,MeanKLBefore,StdReturn,MinReturn,Iteration,LossAfter
0.601565454183,-1.0730305533e-16,8,0.139955051329,450,0.0931519897017,5.01555555556,5.01555555556,2.16614725398,0.772950130563,0.0,1.51062247001,1,30,-0.139955051329
0.606539385477,-2.56077402585e-17,8,0.111327568779,454,0.0655688766268,5.01101321586,5.01101321586,2.10613276007,0.744853450693,0.0,1.46391615718,0,31,-0.111327568779
0.598326005498,3.85875268484e-17,8,0.127536175636,450,0.0955590088941,5.18,5.18,2.12067626107,0.75173502889,1.64390537236e-20,1.49697472702,0,32,-0.127536175636
0.614378754179,-1.70974345792e-17,8,0.125190273159,449,0.0901038330487,5.0868596882,5.0868596882,2.15240287012,0.766584832082,0.0,1.45122056927,0,33,-0.125190273159
0.58040914112,6.60104513705e-17,8,0.141109317488,448,0.098178352407,4.94419642857,4.94419642857,2.15632773345,0.768406651444,-4.33169870124e-21,1.52479866258,0,34,-0.141109317488
0.58739494401,2.34023035161e-17,8,0.150966174526,446,0.0923934412647,4.94170403587,4.94170403587,2.1106497223,0.746995825348,0.0,1.49774442141,0,35,-0.150966174526
0.600846753736,2.34561961052e-17,9,0.137911597372,445,0.0963543234342,5.0808988764,5.0808988764,2.03828679141,0.71210964689,3.57743121564e-21,1.4878441084,0,36,-0.137911597372
0.630069986934,3.45297942957e-18,8,0.134801237002,446,0.0929269561819,5.13452914798,5.13452914798,2.05796747323,0.721718832248,-5.73437327411e-20,1.40461144039,0,37,-0.134801237002
0.659029944396,-1.14821966574e-17,8,0.128368243557,445,0.0929764761277,5.21348314607,5.21348314607,1.96559364514,0.675794309181,7.17514180055e-22,1.36136011064,1,38,-0.128368243557
0.578311533772,-6.11427172982e-17,8,0.161451853824,447,0.0924904855168,5.09172259508,5.09172259508,1.94528448182,0.665408229522,0.0,1.53208735506,0,39,-0.161451853824
0.578550449695,-4.92661467177e-19,9,0.138023171979,448,0.0922081097913,5.109375,5.109375,1.86742405009,0.6245599679,0.0,1.568126032,0,40,-0.138023171979
0.610782719158,5.64957357272e-17,8,0.17150031724,446,0.0918434590104,5.13228699552,5.13228699552,1.87300154987,0.627542250942,0.0,1.43404713389,0,41,-0.17150031724
0.598395255692,-3.82931210693e-17,8,0.119400149143,449,0.0877480413603,5.2271714922,5.2271714922,1.83851907871,0.608960399029,2.77682066928e-21,1.52399406948,0,42,-0.119400149143
0.617700482948,2.173863265e-17,8,0.106360369289,447,0.0646550339192,5.18344519016,5.18344519016,1.8177976162,0.597625667339,0.0,1.47078750034,0,43,-0.106360369289
0.610431774494,-5.55805228274e-17,8,0.141502134382,447,0.0973024373202,5.12751677852,5.12751677852,1.83600279364,0.607590813785,-2.01730844569e-20,1.47137606508,0,44,-0.141502134382
0.650197683576,-3.8447843268e-17,8,0.127342265986,448,0.0932451350234,5.32366071429,5.32366071429,1.80863376695,0.592571735366,0.0,1.37261903955,0,45,-0.127342265986
0.634972121728,2.39912256728e-18,8,0.121522740269,446,0.0940440223225,5.14573991031,5.14573991031,1.77181518545,0.572004549596,0.0,1.39788991033,0,46,-0.121522740269
0.643492896706,3.27314815562e-17,8,0.126433388053,446,0.0937719760397,5.2533632287,5.2533632287,1.77606172348,0.574398398177,-4.87308800647e-20,1.41767348347,0,47,-0.126433388053
0.644443112794,-4.52415882535e-18,8,0.112044911934,443,0.0948617731056,5.26636568849,5.26636568849,1.75093595094,0.560150474076,0.0,1.43211224509,0,48,-0.112044911934
0.629884383055,-1.91551588019e-17,8,0.118394213094,449,0.0909565851079,5.29175946548,5.29175946548,1.71199551335,0.537659657007,-6.70533112039e-22,1.47343175475,1,49,-0.118394213094
