MeanKL,LossAfter,NumTrajs,MinReturn,Perplexity,Entropy,dLoss,AverageReturn,LossBefore,MeanKLBefore,Iteration,AverageDiscountedReturn,ExplainedVariance,MaxReturn,StdReturn
0.00994616109055,-0.0521051668937,454,0,5.44669280365,1.69500859946,0.0521051668937,60.3964757709,5.77185089477e-17,0.0,29,60.3964757709,0.103008831108,233,66.2162828232
0.006418191684,-0.0411216844496,468,0,5.35847420966,1.67867927218,0.0411216844496,59.3739316239,1.61930630964e-17,0.0,30,59.3739316239,0.063595812932,333,68.4312238482
0.00643063168792,-0.040323511706,465,0,5.2201865853,1.65253314557,0.040323511706,59.6752688172,4.41288697226e-17,0.0,31,59.6752688172,0.0831751308963,333,63.6105077813
0.00997465239384,-0.0504381866445,460,0,5.03846095098,1.61710066858,0.0504381866445,62.4543478261,1.08387498882e-16,4.92890939278e-21,32,62.4543478261,0.0778783470299,233,64.6463967405
0.00643439816935,-0.0416293499346,460,0,4.87641042941,1.58440938146,0.0416293499346,62.3282608696,3.56669200517e-17,2.83459891763e-20,33,62.3282608696,0.0622802758356,333,66.9976546087
0.00647351577287,-0.0423772197372,459,0,4.71387096883,1.55050943223,0.0423772197372,75.1350762527,-1.01848966937e-17,0.0,34,75.1350762527,0.0974148381161,333,72.0950054817
0.00995645703918,-0.0514007614761,467,0,4.6418876012,1.53512109412,0.0514007614761,69.5974304069,2.20214109806e-17,1.39648651897e-20,35,69.5974304069,0.0649098964185,333,71.4070923744
0.00643401093844,-0.039954853425,468,0,4.50195980335,1.50451281382,0.039954853425,68.4679487179,4.38954428361e-17,0.0,36,68.4679487179,0.0591208951967,333,69.9762248884
0.00988746956148,-0.0527615661113,467,0,4.42724090182,1.48777656876,0.0527615661113,68.4539614561,5.09637841973e-17,0.0,37,68.4539614561,0.0701864572424,233,70.2214569746
0.00663134226763,-0.0397438845334,472,0,4.4012344226,1.48188505217,0.0397438845334,69.718220339,2.87876646515e-17,0.0,38,69.718220339,0.0897504572374,233,71.7261671766
0.00981426809076,-0.0488967268865,465,0,4.22125519798,1.4401325241,0.0488967268865,75.752688172,-9.60290259692e-17,0.0,39,75.752688172,0.0782039329766,233,72.3351601643
0.00650720601271,-0.0419317084769,466,0,4.08797059263,1.40804865929,0.0419317084769,77.1158798283,-3.15385372447e-17,0.0,40,77.1158798283,0.0968164970648,333,73.9261280521
0.00993443393002,-0.0478707740432,469,0,4.02690589609,1.39299831335,0.0478707740432,78.8272921109,3.78384394121e-17,0.0,41,78.8272921109,0.133155492016,233,73.9733573121
0.0099993569378,-0.0529732235144,469,0,3.92152034397,1.36647942146,0.0529732235144,74.2260127932,-2.17494965344e-17,0.0,42,74.2260127932,0.0706611026328,333,69.8740573191
0.00650146753658,-0.042737313259,466,0,3.85615674318,1.34967102509,0.042737313259,78.7725321888,6.94998504301e-17,0.0,43,78.7725321888,0.099910999204,333,75.3595371959
0.00987057456253,-0.0487947451789,474,0,3.79829150678,1.33455136215,0.0487947451789,70.7742616034,2.15383266777e-17,0.0,44,70.7742616034,0.068693616094,233,70.3313262756
0.00643396854865,-0.0393996680581,474,0,3.63242911069,1.28990160098,0.0393996680581,79.7805907173,-1.85129550786e-17,0.0,45,79.7805907173,0.103140441575,333,76.6738005501
0.00645536844988,-0.0394533358375,468,0,3.65871270433,1.29711136542,0.0394533358375,81.297008547,-3.75989615732e-17,0.0,46,81.297008547,0.107369075783,333,78.2771172506
0.00650194324296,-0.0398968997377,472,0,3.60812248739,1.28318755046,0.0398968997377,82.2415254237,-1.34791004239e-17,-2.97733538831e-20,47,82.2415254237,0.10487796917,333,73.8939412051
0.00648663140607,-0.0372724826314,465,0,3.52286355089,1.25927416767,0.0372724826314,83.8946236559,1.43524081508e-16,0.0,48,83.8946236559,0.0912444460694,333,76.5035642793
0.0098925005394,-0.052120439656,469,0,3.47443875067,1.24543295538,0.052120439656,83.1855010661,9.21532283124e-17,4.27732363049e-20,49,83.1855010661,0.108242346852,333,75.3793372259
