LossAfter,LossBefore,MaxReturn,Entropy,AverageReturn,StdReturn,Iteration,MinReturn,ExplainedVariance,MeanKL,Perplexity,MeanKLBefore,dLoss,NumTrajs,AverageDiscountedReturn
-0.0383858763596,4.14671623719e-17,8,1.83538351289,3.46703296703,1.83420222171,29,0,0.317905128913,0.00641408255269,6.26753736592,0.0,0.0383858763596,364,3.46703296703
-0.0481749915953,3.86996781447e-17,8,1.80255050435,3.38016528926,1.91236169314,30,0,0.264718961504,0.00988401093509,6.06509681,0.0,0.0481749915953,363,3.38016528926
-0.0465059217366,-1.34211906018e-17,8,1.78823770735,3.37950138504,1.81025725529,31,0,0.281140002126,0.00988756602818,5.97890659352,0.0,0.0465059217366,361,3.37950138504
-0.0382983158902,1.11576444227e-16,8,1.74987563625,3.32266666667,1.94179115481,32,0,0.281413692204,0.00644055159237,5.75388705654,0.0,0.0382983158902,375,3.32266666667
-0.036742749104,-9.78661596207e-17,8,1.7165047222,3.49863013699,1.82767860478,33,0,0.361733280615,0.00651765621489,5.56504305919,0.0,0.036742749104,365,3.49863013699
-0.035991824269,2.57547371639e-18,8,1.7059531265,3.36772486772,1.81111080197,34,0,0.273874920355,0.00671481611839,5.50663168333,3.82724477491e-20,0.035991824269,378,3.36772486772
-0.0379557830064,-2.57016630201e-17,8,1.67416361926,3.41046831956,1.8391519638,35,0,0.313217434572,0.00652332097972,5.33433175045,0.0,0.0379557830064,363,3.41046831956
-0.037180143638,-5.7103911309e-17,8,1.65309588507,3.55858310627,1.80710862682,36,0,0.292401609137,0.0064424491597,5.2231250172,0.0,0.037180143638,367,3.55858310627
-0.0358186341515,6.43198069656e-17,8,1.60434411542,3.55706521739,1.75139822281,37,0,0.346822606178,0.00645772616461,4.97459577186,0.0,0.0358186341515,368,3.55706521739
-0.0384378064649,2.09716497644e-16,9,1.58684196751,3.6307277628,1.76244875554,38,0,0.3443000903,0.00652936177743,4.88828715713,2.26436776687e-20,0.0384378064649,371,3.6307277628
-0.0464938063593,1.51948605768e-17,8,1.55347504157,3.71428571429,1.78538458495,39,0,0.303753311267,0.00994231480693,4.72787121797,0.0,0.0464938063593,364,3.71428571429
-0.0364414816121,6.13033781945e-17,8,1.52275701745,3.61126005362,1.75941184708,40,0,0.330466227831,0.00646609546337,4.58484829284,0.0,0.0364414816121,373,3.61126005362
-0.0425311639977,-5.5816005282e-17,9,1.4918419063,3.77297297297,1.71395680173,41,0,0.377073481713,0.00985339905402,4.44527576452,0.0,0.0425311639977,370,3.77297297297
-0.0346095046804,-8.62694825318e-17,9,1.4774014151,3.76566757493,1.78843347909,42,0,0.333758562824,0.00647543200375,4.38154505777,-2.10317735338e-20,0.0346095046804,367,3.76566757493
-0.0469676133014,1.03399048236e-17,9,1.4729750217,3.80926430518,1.7920871346,43,0,0.390220167525,0.00960667992405,4.36219347608,2.02181545133e-20,0.0469676133014,367,3.80926430518
-0.043475285187,5.54800040766e-17,8,1.45268795644,3.6935483871,1.69523725314,44,0,0.334099030801,0.00989506050428,4.27458899585,0.0,0.043475285187,372,3.6935483871
-0.0459636438751,-2.15522044655e-17,8,1.4606154887,3.87016574586,1.70544933407,45,0,0.355499085589,0.00991962473061,4.30861061357,0.0,0.0459636438751,362,3.87016574586
-0.044352950094,5.63156606694e-17,9,1.4257063177,3.87534626039,1.77032368022,46,0,0.355593233562,0.00975874694759,4.16079564876,0.0,0.044352950094,361,3.87534626039
-0.0428014398901,6.72538947609e-17,9,1.38772623656,3.9476584022,1.76903695894,47,1,0.36625001146,0.00996234593515,4.00573160424,0.0,0.0428014398901,363,3.9476584022
-0.036009917051,5.07708731486e-17,8,1.37054015056,3.78787878788,1.78350775389,48,0,0.351440890069,0.00641922256341,3.93747695157,3.32563889492e-20,0.036009917051,363,3.78787878788
-0.0358540033254,3.59915075864e-17,9,1.32799674674,3.89890710383,1.69155695316,49,0,0.357119718778,0.00641108470473,3.77347658171,1.28670414629e-20,0.0358540033254,366,3.89890710383
