AverageDiscountedReturn,MeanKL,NumTrajs,Entropy,dLoss,LossAfter,AverageReturn,ExplainedVariance,MinReturn,MeanKLBefore,Iteration,StdReturn,LossBefore,Perplexity,MaxReturn
3.69701986755,0.00985965720142,604,1.77543727056,0.0470830802164,-0.0470830802164,3.69701986755,0.339827452599,-1,1.1029414161e-20,29,1.73851702607,-2.26593107949e-17,5.90286171971,9
3.65089722675,0.00646833332655,613,1.76421864655,0.0384856888626,-0.0384856888626,3.65089722675,0.358796796188,0,0.0,30,1.68637762821,-1.37876272673e-17,5.83700980809,8
3.76363636364,0.00645164161332,605,1.72998646216,0.0384452405562,-0.0384452405562,3.76363636364,0.338047294628,0,0.0,31,1.72065718754,1.2650217372e-17,5.64057754668,8
3.71849427169,0.0064662337581,611,1.69963411634,0.0369923466448,-0.0369923466448,3.71849427169,0.352864698257,0,0.0,32,1.72948864032,-3.22427963611e-17,5.47194493016,9
3.85785123967,0.00994014465052,605,1.6950299987,0.0483881615071,-0.0483881615071,3.85785123967,0.3825375392,-1,0.0,33,1.75234209584,-4.21884749358e-18,5.44680935994,9
3.80718954248,0.0064363766352,612,1.66776670979,0.0366254131568,-0.0366254131568,3.80718954248,0.409757337226,0,0.0,34,1.66531728022,3.38557021246e-17,5.30031742243,8
3.88797364086,0.00655756375099,607,1.63509713876,0.0361311305939,-0.0361311305939,3.88797364086,0.379144472383,0,-9.08297903982e-21,35,1.63587368531,-3.00321565369e-17,5.1299562904,8
3.87154471545,0.00991802764281,615,1.62816990116,0.0497451613887,-0.0497451613887,3.87154471545,0.360190602673,0,-1.38140476774e-20,36,1.7892415764,2.32140062856e-17,5.09454266524,9
3.86721311475,0.00641282922063,610,1.6111793603,0.0371856355405,-0.0371856355405,3.86721311475,0.404101079867,0,4.73089907615e-21,37,1.66656821352,3.00922303702e-18,5.00871482535,8
4.00494233937,0.00982090741242,607,1.58670760931,0.0462899970571,-0.0462899970571,4.00494233937,0.39707559744,0,0.0,38,1.67006060568,7.54552774221e-17,4.8876304198,8
3.95033112583,0.0064963655348,604,1.5916116462,0.0368973044779,-0.0368973044779,3.95033112583,0.390369809895,0,7.25034001638e-21,39,1.66305289256,-4.09853868142e-17,4.91165840858,8
3.97185430464,0.00642779144631,604,1.52755145694,0.0384195907291,-0.0384195907291,3.97185430464,0.403255321498,0,0.0,40,1.66604258231,-9.29579388276e-17,4.60688285001,9
4.04552845528,0.00973833891647,615,1.51645651808,0.0457069763653,-0.0457069763653,4.04552845528,0.400235562422,0,0.0,41,1.64228930205,-4.82012120261e-17,4.55605226897,8
3.91475409836,0.00652515668342,610,1.49714985132,0.036294915133,-0.036294915133,3.91475409836,0.400273838199,0,6.62862632928e-21,42,1.69355926153,1.9535041473e-17,4.46893377601,9
4.105,0.00642478134629,600,1.48082011799,0.0363689855466,-0.0363689855466,4.105,0.434083071774,0,2.68791473199e-20,43,1.62910251366,2.38538554979e-17,4.39654989245,9
4.10906040268,0.00649462878578,596,1.47036212819,0.0376833870186,-0.0376833870186,4.10906040268,0.408487717984,0,-5.47559309876e-20,44,1.68387091691,5.59962674093e-18,4.35081040693,8
4.0365448505,0.00997531202908,602,1.47087262568,0.0476858127444,-0.0476858127444,4.0365448505,0.410834942266,0,0.0,45,1.54511125581,-3.43653657148e-17,4.35303205172,8
4.09949409781,0.00994134894357,593,1.44878011932,0.0444313070933,-0.0444313070933,4.09949409781,0.407991701311,0,0.0,46,1.65239355658,1.13435227847e-17,4.25791719482,8
4.10200668896,0.00988356101362,598,1.42315769821,0.0468994683887,-0.0468994683887,4.10200668896,0.422407697904,0,-4.43495936653e-20,47,1.58735470827,-9.82301801343e-18,4.15020486553,8
4.01158940397,0.00987290021702,604,1.40129697803,0.0484907450052,-0.0484907450052,4.01158940397,0.380453299352,0,-1.47410547409e-21,48,1.65927000334,-5.63015923055e-17,4.06046288432,9
4.16666666667,0.00999192697146,594,1.38135184073,0.0486005082672,-0.0486005082672,4.16666666667,0.443829797049,0,0.0,49,1.59465648117,6.87994278129e-17,3.98027869507,9
4.29982964225,0.00654365621155,587,1.36746445822,0.0376985160096,-0.0376985160096,4.29982964225,0.425951643845,0,0.0,50,1.66291854793,-1.58326010754e-17,3.92538508881,9
4.2508361204,0.0098868908268,598,1.37828618374,0.0443942293194,-0.0443942293194,4.2508361204,0.436617665115,-1,0.0,51,1.61430404874,-6.60807407461e-17,3.9680952106,8
4.35324232082,0.00651160726498,586,1.32974933782,0.0384957635678,-0.0384957635678,4.35324232082,0.439425927867,0,4.70610889852e-21,52,1.67387007357,-1.87739960906e-17,3.78009574175,9
4.23350253807,0.00958867034331,591,1.32195612797,0.045322975314,-0.045322975314,4.23350253807,0.421861298894,1,-6.75084648738e-21,53,1.69989382058,-9.18479932894e-17,3.75075115518,8
4.33952702703,0.00966293151462,592,1.32195056193,0.0453123046602,-0.0453123046602,4.33952702703,0.406815312611,-1,3.93269795649e-20,54,1.7137929463,1.13073650873e-16,3.75073027841,9
4.28741496599,0.00646100134286,588,1.30492560676,0.038148319319,-0.038148319319,4.28741496599,0.405381729792,0,0.0,55,1.68144479032,-1.65340560389e-17,3.68741476477,9
4.42393162393,0.00986266544426,585,1.27194423559,0.0482252768825,-0.0482252768825,4.42393162393,0.425910483752,0,0.0,56,1.64803169689,-1.41586725685e-17,3.56778243312,9
4.21538461538,0.00654947202348,585,1.28159589276,0.0371938730105,-0.0371938730105,4.21538461538,0.446993517224,-1,3.97020202816e-21,57,1.57917079748,5.01695383285e-17,3.6023841594,8
4.27796610169,0.00972485100771,590,1.2714506895,0.0430769688997,-0.0430769688997,4.27796610169,0.436119076065,0,-2.08624982396e-20,58,1.59576428706,1.12659472131e-17,3.56602200251,8
4.32530120482,0.00993517152734,581,1.24266001872,0.0440468723873,-0.0440468723873,4.32530120482,0.4516244915,-1,-6.72432102716e-20,59,1.55092447712,1.80830729966e-17,3.46481769757,8
4.3859348199,0.00648549974915,583,1.21166904753,0.0379149553433,-0.0379149553433,4.3859348199,0.434129580363,1,-3.09252150492e-20,60,1.62535900007,-6.54867867562e-18,3.35908645137,9
4.4531516184,0.00981760072144,587,1.20970910104,0.04684976388,-0.04684976388,4.4531516184,0.447341281646,1,7.85236074755e-21,61,1.63618665267,-9.14790507182e-18,3.35250926923,8
4.43781942078,0.00644697092708,587,1.20376280508,0.0383123380066,-0.0383123380066,4.43781942078,0.454005821732,1,0.0,62,1.60518771894,3.35842464949e-18,3.33263340933,9
4.49063032368,0.00998788374622,587,1.16696305805,0.0436835592171,-0.0436835592171,4.49063032368,0.453720857867,0,0.0,63,1.64202604045,-5.10147479815e-17,3.21222247713,9
4.36974789916,0.00991776586475,595,1.1398225993,0.0451953674076,-0.0451953674076,4.36974789916,0.435062880844,1,-9.87959849153e-21,64,1.61435548561,2.27425151185e-18,3.12621372348,9
4.46495726496,0.00984635966591,585,1.12108387794,0.044906098164,-0.044906098164,4.46495726496,0.447741989116,0,1.10440541371e-20,65,1.63065275794,2.34636192564e-17,3.06817793209,8
4.4932885906,0.00641436204758,596,1.10945434047,0.0395492573004,-0.0395492573004,4.4932885906,0.431006224211,1,-6.24991057918e-20,66,1.62663090815,-3.993807533e-18,3.0327031195,9
4.60512820513,0.00651685667514,585,1.11659498025,0.0389280899288,-0.0389280899288,4.60512820513,0.454455798874,0,0.0,67,1.64850858024,3.60413395079e-17,3.05443606126,9
4.51776649746,0.00989364185183,591,1.10973869276,0.0454671530484,-0.0454671530484,4.51776649746,0.458140656511,1,-1.85320514775e-21,68,1.62861647645,1.14626022642e-17,3.03356559819,9
4.58064516129,0.00990350268232,589,1.10066476026,0.0444077068362,-0.0444077068362,4.58064516129,0.460847949024,1,0.0,69,1.56219087528,-4.59680047927e-17,3.00616373807,8
4.63559322034,0.00648072096706,590,1.06779213911,0.0336650267825,-0.0336650267825,4.63559322034,0.458451618754,1,0.0,70,1.61069126247,7.71975793296e-19,2.90894984811,9
4.54591836735,0.00992101129593,588,1.04412541755,0.0421802397074,-0.0421802397074,4.54591836735,0.463867702195,1,0.0,71,1.62869684358,1.34828632421e-17,2.84091282432,9
4.43147208122,0.00998987597922,591,1.07076675002,0.0462397908791,-0.0462397908791,4.43147208122,0.44594313209,0,0.0,72,1.64690892295,1.65340560389e-17,2.91761572447,9
4.53741496599,0.0064632319122,588,1.05311469815,0.0348680522411,-0.0348680522411,4.53741496599,0.47449191093,1,4.11561842455e-20,73,1.58123394872,-3.72317356484e-17,2.86656571466,9
4.41116751269,0.00986332430924,591,1.05505294547,0.0434574593391,-0.0434574593391,4.41116751269,0.435480457221,-1,0.0,74,1.60323609628,-4.0439873672e-17,2.872127216,9
4.47128378378,0.00975979685807,592,1.04183408346,0.0431256595874,-0.0431256595874,4.47128378378,0.413291571117,0,1.51877418862e-20,75,1.7022996292,2.09674895483e-17,2.83441079595,9
4.57508532423,0.0098057408538,586,1.01496172519,0.0418315612106,-0.0418315612106,4.57508532423,0.451840125773,0,0.0,76,1.60268346095,1.35968328434e-17,2.75925778528,9
4.55993150685,0.00978622019949,584,0.998722552716,0.0441880882637,-0.0441880882637,4.55993150685,0.468739435293,1,0.0,77,1.56366184051,1.21600476386e-16,2.71481158372,8
4.62862010221,0.00643457898065,587,0.989916074915,0.0369075446927,-0.0369075446927,4.62862010221,0.483491338969,0,0.0,78,1.5657313917,9.12702086711e-18,2.69100861974,9
4.62900505902,0.0099817021079,593,0.973214425066,0.0414516717512,-0.0414516717512,4.62900505902,0.455046702801,-1,2.42756645923e-20,79,1.60751875511,-1.06554771671e-17,2.64643757708,8
4.57679180887,0.009958745748,586,0.968778180252,0.043266019957,-0.043266019957,4.57679180887,0.495798130587,1,0.0,80,1.53182639244,4.84889906005e-17,2.63472333494,9
4.68654173765,0.00968247211077,587,0.954477018646,0.0415862452683,-0.0415862452683,4.68654173765,0.46147574555,-1,0.0,81,1.68787825831,3.70778739159e-17,2.59731188198,9
4.66723259762,0.00988826946136,589,0.913425873245,0.0410808911378,-0.0410808911378,4.66723259762,0.447114651455,-1,-5.94120026252e-21,82,1.62157440376,-2.24763971494e-17,2.49284810291,9
4.5641025641,0.00980269047625,585,0.920428954775,0.0433677482249,-0.0433677482249,4.5641025641,0.438599129882,0,1.97550981991e-20,83,1.627670011,-1.20863230646e-17,2.51036699292,9
4.63898305085,0.00997916098107,590,0.910542647775,0.0422893967171,-0.0422893967171,4.63898305085,0.487386853312,1,0.0,84,1.56340750721,7.10681513638e-17,2.48567101132,9
4.70984455959,0.00986568967651,579,0.927129145307,0.0415109316036,-0.0415109316036,4.70984455959,0.477724370223,0,0.0,85,1.5853680514,-3.90520948912e-17,2.52724340453,9
4.50687285223,0.0098061129136,582,0.922778292612,0.0414859015351,-0.0414859015351,4.50687285223,0.484314447362,0,-3.1099899084e-21,86,1.5159362551,-5.72731897732e-17,2.51627162636,8
4.68846815835,0.0099405347337,581,0.899433363963,0.0466565064902,-0.0466565064902,4.68846815835,0.484928448731,1,2.68034528427e-22,87,1.58446238875,1.45680351894e-17,2.45820980618,9
4.61551724138,0.0097709810863,580,0.910520192584,0.0435544516784,-0.0435544516784,4.61551724138,0.490797753506,1,0.0,88,1.58617972241,-6.66355748413e-17,2.48561519573,8
4.76532399299,0.00650827103211,571,0.910339271765,0.0360833388079,-0.0360833388079,4.76532399299,0.4596868256,-1,0.0,89,1.58945375799,-2.41925471775e-17,2.48516553687,9
4.62956521739,0.00983197772699,575,0.914858286765,0.0418571724987,-0.0418571724987,4.62956521739,0.461797331658,0,0.0,90,1.60331037506,5.02375918643e-17,2.49642145088,9
4.68977469671,0.00999077193045,577,0.897123079709,0.0415023364744,-0.0415023364744,4.68977469671,0.462942140326,0,0.0,91,1.61205901401,3.70536587784e-17,2.45253719797,9
4.83652173913,0.00983225701297,575,0.888120324926,0.0419742513883,-0.0419742513883,4.83652173913,0.500345208003,1,0.0,92,1.53034980001,2.89189829768e-17,2.43055669796,9
4.7972027972,0.00643337752629,572,0.875213340125,0.0326894276297,-0.0326894276297,4.7972027972,0.490855701115,0,0.0,93,1.54222362649,-7.47457651329e-17,2.39938712492,9
4.67015706806,0.00995101999102,573,0.883454386495,0.0459504667001,-0.0459504667001,4.67015706806,0.443371363775,1,0.0,94,1.66718649094,1.06224186468e-17,2.41924228676,9
4.6369982548,0.0064125033681,573,0.904808268974,0.0339142059126,-0.0339142059126,4.6369982548,0.453798105582,0,5.37904987616e-21,95,1.57005998985,3.23271638013e-17,2.47145802245,9
4.63222416813,0.00649839038576,571,0.875822537572,0.0352196307317,-0.0352196307317,4.63222416813,0.46454042111,1,2.07518456399e-20,96,1.55278805535,2.96068718158e-17,2.40084927075,9
4.89911504425,0.00997667346168,565,0.848797811925,0.0426012411532,-0.0426012411532,4.89911504425,0.498720771938,1,0.0,97,1.55901577616,5.59962674093e-18,2.3368358464,9
4.94035087719,0.00649102994161,570,0.850549119725,0.0368487469348,-0.0368487469348,4.94035087719,0.478353891791,1,0.0,98,1.59932657419,-2.87547763378e-17,2.34093195097,8
4.79964539007,0.00651863425354,564,0.83588873323,0.0331686093029,-0.0331686093029,4.79964539007,0.480228091542,0,0.0,99,1.5678281094,-8.31835433036e-20,2.30686332361,9
4.83506944444,0.00982646722637,576,0.840075602622,0.0400590753323,-0.0400590753323,4.83506944444,0.485298924097,1,0.0,100,1.56532056378,4.93309282035e-17,2.31654210682,9
4.8295254833,0.00999583998239,569,0.809746335497,0.041401538873,-0.041401538873,4.8295254833,0.488885282672,1,0.0,101,1.58777401182,2.7478158568e-17,2.24733784453,9
4.74823943662,0.00980594579364,568,0.80828297337,0.040280873153,-0.040280873153,4.74823943662,0.457590442583,0,-5.55295362583e-20,102,1.63532647354,1.06379047615e-16,2.24405158053,8
4.94055944056,0.00982624937492,572,0.800704643578,0.040554557509,-0.040554557509,4.94055944056,0.515155230188,1,4.60462949224e-20,103,1.5453398369,3.81821265155e-17,2.22710969426,9
4.81929824561,0.00999763164003,570,0.781816552556,0.041147008089,-0.041147008089,4.81929824561,0.504646481853,0,-3.90118605017e-21,104,1.5173775388,-1.2563196061e-17,2.18543862598,9
4.89929328622,0.00643456127951,566,0.798894702347,0.0332965099355,-0.0332965099355,4.89929328622,0.491182491121,1,0.0,105,1.54053574575,1.77180947237e-17,2.22308240228,8
4.86452762923,0.00985668553873,561,0.803882207269,0.0406745148587,-0.0406745148587,4.86452762923,0.4948102207,0,0.0,106,1.58181741851,1.34892097492e-17,2.23419773254,9
4.85178571429,0.00997475170232,560,0.76636142209,0.0413933120023,-0.0413933120023,4.85178571429,0.467988290004,0,0.0,107,1.60395616606,5.06816810741e-17,2.15192205552,9
4.93298059965,0.00995515063938,567,0.752219524976,0.0434801726355,-0.0434801726355,4.93298059965,0.475662879825,0,0.0,108,1.6207719451,-4.78266990118e-17,2.12170396936,9
4.91005291005,0.00992004393074,567,0.750103382431,0.0414685967388,-0.0414685967388,4.91005291005,0.519410595842,1,6.25163030306e-20,109,1.47669294136,4.79710597781e-17,2.11721888854,8
5.04293381038,0.00985921099755,559,0.748486166463,0.0417683778656,-0.0417683778656,5.04293381038,0.532050617181,0,7.01249939906e-21,110,1.50548762957,-3.8121447598e-17,2.11379765552,9
4.89661319073,0.00991726362571,561,0.749112189622,0.042297887,-0.042297887,4.89661319073,0.503557269212,0,0.0,111,1.50933138215,2.14506395671e-17,2.1151213561,8
4.92678571429,0.00991267795152,560,0.72607575722,0.0408656113589,-0.0408656113589,4.92678571429,0.513276538805,0,-1.33934285212e-20,112,1.5224499841,1.10356667874e-16,2.06695344449,9
4.91711711712,0.00977564773209,555,0.722726078755,0.0423820468686,-0.0423820468686,4.91711711712,0.545512189885,0,0.0,113,1.42448814097,-5.38474803652e-17,2.06004139808,8
5.11669658887,0.00984903023468,557,0.693533269264,0.0422034128441,-0.0422034128441,5.11669658887,0.520631209464,0,-5.32463283745e-21,114,1.51439218879,3.63784650158e-17,2.00077232649,8
5.04545454545,0.00640382502189,550,0.70459920383,0.0338843314249,-0.0338843314249,5.04545454545,0.523491590895,0,0.0,115,1.51469387028,-2.40697210444e-17,2.02303569745,9
5.0998185118,0.00996570683931,551,0.707748013225,0.0421222838786,-0.0421222838786,5.0998185118,0.511294779044,0,-4.71140743646e-20,116,1.57308924331,3.34926745684e-17,2.029415891,9
5.02355072464,0.0098867980211,552,0.694463128973,0.0416405142141,-0.0416405142141,5.02355072464,0.533799275987,0,0.0,117,1.47238704974,4.94912012976e-17,2.00263362931,9
5.03818181818,0.00996906901917,550,0.695746932474,0.039615628414,-0.039615628414,5.03818181818,0.494673759082,0,8.79971350883e-22,118,1.56100095033,-6.99119103291e-17,2.0052062684,8
4.95660036166,0.0099125301848,553,0.689373618978,0.0389293603904,-0.0389293603904,4.95660036166,0.53676331462,0,-2.27418378942e-20,119,1.45017203487,1.40820256429e-16,1.99246709871,9
5.06581352834,0.009838659761,547,0.672305303246,0.0396011107357,-0.0396011107357,5.06581352834,0.534892006178,0,0.0,120,1.49809794884,-6.28349612888e-18,1.95874762709,9
5.16266173752,0.00995218956645,541,0.674193792242,0.0388303350685,-0.0388303350685,5.16266173752,0.564092883511,2,7.72004528212e-21,121,1.4526957331,-2.15083176517e-17,1.96245019546,9
5.01633393829,0.00650211303485,551,0.673517305984,0.0317732571019,-0.0317732571019,5.01633393829,0.527740983104,0,0.0,122,1.51989408514,-1.23604460555e-17,1.96112307381,9
4.98168498168,0.00979887335386,546,0.688069872622,0.0411117621776,-0.0411117621776,4.98168498168,0.540049588597,-1,0.0,123,1.44737785507,-8.81517081552e-17,1.98987111961,9
5.00740740741,0.00967016341671,540,0.668222761293,0.0402708728254,-0.0402708728254,5.00740740741,0.507415189714,-1,0.0,124,1.51288929509,-5.46793157982e-17,1.9507672589,8
5.1546961326,0.00995680918553,543,0.654216180963,0.0418332400548,-0.0418332400548,5.1546961326,0.549992523616,0,0.0,0,1.46726435473,2.77555756156e-20,1.92363414525,9
5.014571949,0.00981354305938,549,0.669056724381,0.0450736471499,-0.0450736471499,5.014571949,0.546328450412,2,0.0,1,1.42568388626,-5.95851099087e-18,1.95239480535,8
5.11861313869,0.00987788947375,548,0.663687725591,0.0392843867951,-0.0392843867951,5.11861313869,0.557493067684,0,0.0,2,1.44187260767,4.42259171897e-18,1.94194048972,8
5.03888888889,0.00994790745579,540,0.670018197468,0.0375018502253,-0.0375018502253,5.03888888889,0.547070575479,0,0.0,3,1.45180815316,1.86331137e-17,1.95427288313,9
5.21178637201,0.00976254355326,543,0.642507822239,0.0414513929128,-0.0414513929128,5.21178637201,0.566161160309,2,0.0,4,1.45062669331,-1.61849786915e-17,1.90124288487,9
5.17863720074,0.00962622465926,543,0.639880863564,0.0409253688893,-0.0409253688893,5.17863720074,0.555661747888,2,0.0,5,1.46517096315,2.20658558702e-17,1.89625495279,8
5.01663585952,0.00977981847869,541,0.63626432504,0.0407976878933,-0.0407976878933,5.01663585952,0.522667897989,0,2.09820934701e-20,6,1.48239843955,8.64461152191e-18,1.88940945966,9
5.18634686347,0.0097446011355,542,0.619849342898,0.0366801438583,-0.0366801438583,5.18634686347,0.556727312473,0,0.0,7,1.47311638863,-5.47898669074e-18,1.85864800223,9
5.23247232472,0.00660537956235,542,0.614680327166,0.033584363086,-0.033584363086,5.23247232472,0.584845973677,0,0.0,8,1.43152982905,2.54796184151e-17,1.84906540909,8
5.07550644567,0.00981459408392,543,0.620226612609,0.0388957371236,-0.0388957371236,5.07550644567,0.520370910596,0,0.0,9,1.51475507549,1.69748278228e-17,1.85934934611,9
5.05586592179,0.00982609374038,537,0.620203284006,0.0427170424161,-0.0427170424161,5.05586592179,0.532348522848,-1,0.0,10,1.4572262767,5.15976150695e-17,1.8593059706,9
5.22977941176,0.0098575372658,544,0.611516305912,0.0398835025565,-0.0398835025565,5.22977941176,0.580802819518,0,-1.39315234255e-20,11,1.41828757917,-1.27516252516e-18,1.84322417261,9
5.26168224299,0.00992819240322,535,0.600391682028,0.0420953294679,-0.0420953294679,5.26168224299,0.567799350368,-1,0.0,12,1.44128997645,1.60942103045e-17,1.82283263137,9
5.26865671642,0.00993916134415,536,0.592597143879,0.0459384449122,-0.0459384449122,5.26865671642,0.581608575104,0,0.0,13,1.42427870776,-9.22202221902e-17,1.80867972223,9
5.20810313076,0.00989025912711,543,0.593288256138,0.0402076835465,-0.0402076835465,5.20810313076,0.537774794573,1,-2.33800793708e-20,14,1.52902209159,-1.60861692301e-18,1.809930155,9
5.12037037037,0.00975490392515,540,0.594648532232,0.0384294868897,-0.0384294868897,5.12037037037,0.56166811419,0,0.0,15,1.47144167522,-3.78951687066e-17,1.81239383499,9
5.26022304833,0.00646491992356,538,0.599021532175,0.0347772467042,-0.0347772467042,5.26022304833,0.573486783981,2,0.0,16,1.40998086757,-2.36755060001e-17,1.82033678773,9
5.26617375231,0.00991816221419,541,0.584510293454,0.0429221686592,-0.0429221686592,5.26617375231,0.59352693133,2,0.0,17,1.33741203153,-1.13876844937e-16,1.794112182,9
5.12939001848,0.00648117609401,541,0.583787448531,0.0313229618889,-0.0313229618889,5.12939001848,0.51506175194,0,-1.37690185895e-20,18,1.55428136791,-8.01935651379e-17,1.79281578572,9
5.0667903525,0.00648445723548,539,0.566153895027,0.0338475751104,-0.0338475751104,5.0667903525,0.541896563216,0,4.09825681861e-20,19,1.42830877281,-6.31798163901e-17,1.76147917255,9
5.18784530387,0.00987670780681,543,0.568486695487,0.0379379920628,-0.0379379920628,5.18784530387,0.57099171221,2,3.28061818985e-20,20,1.44311394626,3.25305048539e-17,1.76559314865,9
5.14579439252,0.00967364032808,535,0.579545700462,0.0431948985323,-0.0431948985323,5.14579439252,0.546824920301,-1,0.0,21,1.44986498719,5.93672481933e-18,1.7852272186,9
5.20599250936,0.00977679794206,534,0.577937630069,0.0356260709919,-0.0356260709919,5.20599250936,0.573733169303,0,0.0,22,1.42301890937,-3.42025459377e-17,1.78235875453,9
5.28571428571,0.00971779578751,539,0.571493633422,0.0399339450761,-0.0399339450761,5.28571428571,0.583040176141,0,3.839706015e-20,23,1.42336714377,-1.74729079569e-18,1.77091016763,9
5.23020257827,0.00974017179176,543,0.561810720853,0.0383147820708,-0.0383147820708,5.23020257827,0.590250157339,-1,0.0,24,1.41435984499,9.92261828259e-18,1.75384535121,9
