LossBefore,MeanKLBefore,AverageDiscountedReturn,MaxReturn,AverageReturn,ExplainedVariance,NumTrajs,dLoss,Iteration,StdReturn,MeanKL,Entropy,LossAfter,MinReturn,Perplexity
-1.23142882841e-17,0.0,3.00840336134,8,3.00840336134,0.228203857951,357,0.0374096835664,29,1.66776556763,0.00647912861816,1.89777924301,-0.0374096835664,0,6.67106316989
2.248991474e-17,0.0,3.10495626822,8,3.10495626822,0.276620680182,343,0.0380975179808,30,1.7347600252,0.00650398286146,1.88269964598,-0.0380975179808,0,6.57122090804
2.79288313935e-18,3.5310250614e-20,3.15895953757,8,3.15895953757,0.277558904903,346,0.047174279714,31,1.75546810897,0.00991984096173,1.85424941894,-0.047174279714,0,6.38690256297
3.49370881875e-17,0.0,3.30205278592,8,3.30205278592,0.34870576813,341,0.0469090991121,32,1.69343095402,0.00997726545078,1.82286225331,-0.0469090991121,0,6.18954917773
2.780406302e-17,-1.79331334322e-20,3.16091954023,8,3.16091954023,0.244630826304,348,0.0415634665925,33,1.69090578473,0.00658942569235,1.80948130816,-0.0415634665925,0,6.10727881483
1.67930569636e-17,-2.35577732159e-20,3.37134502924,9,3.37134502924,0.318765734077,342,0.038528498776,34,1.6541982575,0.00647691623907,1.78408300287,-0.038528498776,0,5.95411753475
2.38964004739e-17,0.0,3.48104956268,9,3.48104956268,0.311116363509,343,0.0470989314556,35,1.76756229012,0.00997567509128,1.75782767881,-0.0470989314556,0,5.79982461795
5.53865315353e-20,4.14940096391e-20,3.34226190476,9,3.34226190476,0.317307632782,336,0.0398665323505,36,1.72657785062,0.00641824134411,1.73224430795,-0.0398665323505,0,5.65332748921
1.71803762345e-17,4.88573533813e-20,3.47352941176,9,3.47352941176,0.344224233521,340,0.0392953649434,37,1.76465441101,0.00646822367065,1.70787115618,-0.0392953649434,0,5.51720370184
4.70168088187e-17,0.0,3.44797687861,8,3.44797687861,0.33101597896,346,0.0392479207666,38,1.68944665824,0.00660610024856,1.67769059703,-0.0392479207666,0,5.35317903737
5.91537242786e-17,0.0,3.62721893491,8,3.62721893491,0.35944830517,338,0.0386834303999,39,1.75498409929,0.00655435446075,1.65261542707,-0.0386834303999,0,5.22061612776
3.82376237924e-17,0.0,3.57058823529,8,3.57058823529,0.327405413553,340,0.0372642333182,40,1.68497327816,0.00642927388647,1.63317554244,-0.0372642333182,0,5.1201080505
-5.89045365659e-17,0.0,3.63905325444,8,3.63905325444,0.388422052653,338,0.0374844963258,41,1.63718304854,0.00653798893938,1.59821437523,-0.0374844963258,0,4.94419605857
8.1315811512e-17,0.0,3.75223880597,9,3.75223880597,0.308849804228,335,0.0470540985042,42,1.72465512096,0.00982097779504,1.60674368877,-0.0470540985042,0,4.98654701251
-1.56402668594e-17,0.0,3.7581120944,8,3.7581120944,0.364398669001,339,0.0371779759835,43,1.70039488017,0.00642339676854,1.56712488915,-0.0371779759835,0,4.79284839487
1.44292919971e-17,2.28379660814e-21,3.89614243323,8,3.89614243323,0.396559799343,337,0.0363953806738,44,1.68724046046,0.00654022191236,1.55316611487,-0.0363953806738,0,4.72641087789
2.52436960224e-17,0.0,3.69760479042,8,3.69760479042,0.373795721623,334,0.0372697472307,45,1.61806612212,0.00644002790699,1.55966647585,-0.0372697472307,0,4.75723432798
1.43703593392e-16,0.0,3.96119402985,9,3.96119402985,0.38165753188,335,0.0455590223498,46,1.72816486429,0.00981531460285,1.52527313027,-0.0455590223498,0,4.59639881354
2.75057754351e-17,0.0,3.82089552239,8,3.82089552239,0.385901368089,335,0.0471508924035,47,1.69921292697,0.00991876966393,1.51084848924,-0.0471508924035,0,4.53057330663
-1.88220308338e-17,0.0,3.84226190476,8,3.84226190476,0.380937130034,336,0.0490289389722,48,1.63175325748,0.00998395572397,1.46792535035,-0.0490289389722,0,4.34022135536
7.26074783561e-18,0.0,3.93883792049,9,3.93883792049,0.372912112992,327,0.0481657617932,49,1.68168471521,0.00989930369342,1.45132871119,-0.0481657617932,1,4.26878272802
