NumTrajs,MaxReturn,LossBefore,StdReturn,MinReturn,dLoss,Entropy,AverageReturn,LossAfter,Perplexity,MeanKLBefore,Iteration,AverageDiscountedReturn,ExplainedVariance,MeanKL
445,8,1.96443255418e-17,1.55563410707,0,0.0393769803429,1.56018192452,4.52808988764,-0.0393769803429,4.75968707014,7.17257983569e-21,29,4.52808988764,0.506677765209,0.00642110051906
441,8,-4.41868763801e-17,1.47329133512,0,0.0488735842832,1.54262416309,4.58276643991,-0.0488735842832,4.67684699137,0.0,30,4.58276643991,0.570425751369,0.0098267666079
444,8,3.61065041092e-18,1.49239033705,0,0.0399908704183,1.49873702468,4.51576576577,-0.0399908704183,4.47603238051,-6.3646206511e-20,31,4.51576576577,0.516149179653,0.00651833965677
442,8,5.73985303731e-17,1.46868829582,0,0.0485046204642,1.47695898773,4.65837104072,-0.0485046204642,4.37960697108,0.0,32,4.65837104072,0.547591542636,0.00995876011084
441,8,-2.61261576117e-17,1.52134762252,0,0.0500987559234,1.44996008587,4.72108843537,-0.0500987559234,4.26294436004,-5.66615916045e-20,33,4.72108843537,0.563027821398,0.00995965577267
448,8,3.17800301783e-17,1.52952285717,0,0.0393997065984,1.44383835343,4.67633928571,-0.0393997065984,4.23692747075,0.0,34,4.67633928571,0.542501511675,0.00644519413936
446,8,1.46884224426e-18,1.535309706,0,0.0416263010201,1.40117816897,4.69058295964,-0.0416263010201,4.05998049318,0.0,35,4.69058295964,0.549383059977,0.00655223705744
445,8,-2.04003480775e-17,1.53197786942,0,0.0395757403724,1.38100274459,4.65617977528,-0.0395757403724,3.97888943765,0.0,36,4.65617977528,0.527646505001,0.00642397233907
443,8,1.00097530442e-17,1.50267067222,0,0.0488611534664,1.35598358406,4.83069977427,-0.0488611534664,3.8805759528,0.0,37,4.83069977427,0.559699879958,0.00997995907884
447,8,-1.59058931957e-17,1.55598912353,0,0.0416489310327,1.32883770786,4.87695749441,-0.0416489310327,3.77665126352,4.77203689162e-21,38,4.87695749441,0.558303061859,0.00642161887193
449,8,-1.12047208947e-17,1.49023238308,1,0.0444649442527,1.31403608168,4.83073496659,-0.0444649442527,3.72116235937,0.0,39,4.83073496659,0.590481039411,0.00993799748305
447,8,1.08112331979e-16,1.55219228266,0,0.0397874384347,1.29981859348,4.81655480984,-0.0397874384347,3.66863109366,0.0,40,4.81655480984,0.55771388783,0.00642876567265
444,9,-1.6066461666e-17,1.45080538156,1,0.0395053962328,1.26797421393,4.92567567568,-0.0395053962328,3.55364633845,-5.44683528984e-21,41,4.92567567568,0.614922879196,0.00643333078906
442,9,-7.11461970194e-18,1.47765791097,0,0.039597325702,1.24178731088,4.95475113122,-0.039597325702,3.46179524305,-3.70776838474e-20,42,4.95475113122,0.567554108967,0.00654832467796
446,8,6.64443260494e-17,1.46554638893,0,0.047266606363,1.22542238712,4.91704035874,-0.047266606363,3.4056042624,0.0,43,4.91704035874,0.590282429556,0.00988369106032
444,9,-1.2431838659e-16,1.50007946926,0,0.0472288822174,1.20019526572,5.06531531532,-0.0472288822174,3.32076529106,0.0,44,5.06531531532,0.589203094305,0.0099349352363
444,9,2.5800762348e-17,1.54874239139,0,0.0390365165504,1.16901656528,5.00675675676,-0.0390365165504,3.21882557666,0.0,45,5.00675675676,0.582598799068,0.006424119196
446,9,-3.88480938384e-17,1.52238685181,0,0.0435160161992,1.15355662387,5.0269058296,-0.0435160161992,3.16944541258,3.04603439699e-20,46,5.0269058296,0.576118169916,0.00995660410988
442,8,1.66491830736e-18,1.32349847201,1,0.0370959638294,1.10400505788,5.15610859729,-0.0370959638294,3.01622200908,-3.98155381984e-21,47,5.15610859729,0.663589395896,0.00651871354951
446,9,-3.78290010386e-17,1.45029832779,0,0.0459827631704,1.09958562791,5.14125560538,-0.0459827631704,3.00292143928,6.09878892924e-21,48,5.14125560538,0.619848941186,0.00983445212348
449,8,2.82196693432e-17,1.53183747797,0,0.0457803087068,1.08957878412,5.14476614699,-0.0457803087068,2.97302152491,-2.7953025118e-20,49,5.14476614699,0.592683247723,0.00998255913772
