Entropy,LossBefore,AverageReturn,MinReturn,NumTrajs,dLoss,AverageDiscountedReturn,MaxReturn,ExplainedVariance,MeanKLBefore,MeanKL,StdReturn,Iteration,LossAfter,Perplexity
1.43268759073,7.96969668724e-18,2.18195050946,0,687,0.040526699681,2.18195050946,8,0.0612559283043,-2.93702003515e-18,0.00959505770794,2.07720566777,27,-0.040526699681,4.18994493033
1.39670417384,3.67116704446e-17,2.16964285714,0,672,0.038764207751,2.16964285714,9,0.0637576731902,-3.60451617195e-18,0.00992446415566,2.14596129332,28,-0.038764207751,4.04185673329
1.31766648005,2.45146551096e-17,2.42743221691,0,627,0.0388711562373,2.42743221691,8,0.0979913554348,-5.1460220085e-18,0.00968614999168,2.14893919376,29,-0.0388711562373,3.73469621292
1.29608386701,3.62208529226e-17,2.36949685535,0,636,0.0386560082915,2.36949685535,8,0.0880533621032,-2.24626759705e-18,0.00969785434831,2.11915798478,30,-0.0386560082915,3.65495531355
1.27191137173,-9.10632271081e-18,2.33816425121,0,621,0.0329652828993,2.33816425121,8,0.0861048044251,2.20576390266e-18,0.00648176035135,2.04103850427,31,-0.0329652828993,3.56766518394
1.20335108156,1.83697994841e-17,2.58695652174,0,598,0.0374215676977,2.58695652174,8,0.124633521358,-2.61936131048e-19,0.00960648357106,2.17040687155,32,-0.0374215676977,3.3312615682
1.16902055865,-3.14392073707e-17,2.68846815835,0,581,0.0293475264263,2.68846815835,8,0.142310749428,-1.53530680884e-18,0.00646925083099,2.15836551942,33,-0.0293475264263,3.21883843064
1.13768990949,4.10167268209e-18,2.61525423729,0,590,0.0328336925006,2.61525423729,9,0.130636772218,7.11328235122e-20,0.00659335964221,2.11918704906,34,-0.0328336925006,3.11955358386
1.1209812477,-4.12871112326e-17,2.82249560633,0,569,0.035050947358,2.82249560633,9,0.170144613716,6.20032344145e-19,0.00973592807,2.17392765163,35,-0.035050947358,3.0678630604
1.07480746206,5.60242445602e-18,2.68181818182,0,572,0.0310646177686,2.68181818182,8,0.160878527811,3.62617492019e-18,0.00641839679328,2.01657940543,36,-0.0310646177686,2.92942882004
1.0636900797,6.35748034986e-17,2.92043399638,0,553,0.0352879073821,2.92043399638,9,0.182623228229,-2.11282381309e-18,0.00968478488516,2.15933948437,37,-0.0352879073821,2.89704160386
1.0626775913,-5.75640373837e-17,2.81180811808,0,542,0.0391462134634,2.81180811808,8,0.148137905176,-2.53773562907e-19,0.0097995516459,2.03239648595,38,-0.0391462134634,2.89410986728
1.01998744382,-2.80675918291e-17,2.92051756007,0,541,0.0376123696529,2.92051756007,8,0.179348231629,-3.1021666887e-18,0.00988145487633,2.07510650689,39,-0.0376123696529,2.77315994345
1.00784438912,-3.54916451429e-18,3.01893939394,0,528,0.035693723766,3.01893939394,9,0.1946247088,-1.78462257704e-18,0.00647410007997,2.0327855413,40,-0.035693723766,2.73968894194
1.02395092875,-3.60642161922e-17,2.94837476099,0,523,0.0372152022827,2.94837476099,9,0.16968893026,3.10540920796e-18,0.00993895636938,2.04238365901,41,-0.0372152022827,2.78417313198
1.01084916491,1.10855810632e-17,3.07632093933,0,511,0.0335977561771,3.07632093933,9,0.199286066562,1.1774634177e-18,0.00960734002107,2.07304170831,42,-0.0335977561771,2.74793347324
1.01502190859,5.08159715238e-17,2.99027237354,0,514,0.0317593987076,2.99027237354,8,0.212067421432,-1.34754238683e-18,0.00648169721486,2.00725889029,43,-0.0317593987076,2.75942385179
1.02050920293,-9.32354252122e-18,2.98415841584,0,505,0.0392112426408,2.98415841584,9,0.171718210596,-2.69267092416e-18,0.00984511596947,2.02062301309,44,-0.0392112426408,2.77460724245
1.00273922667,5.76883310322e-18,3.14170040486,0,494,0.0330519267365,3.14170040486,9,0.191563812277,-2.14995711693e-18,0.00668391107922,2.08138120389,45,-0.0330519267365,2.72573802599
0.993760165303,1.27548099732e-18,3.14084507042,0,497,0.0297724115785,3.14084507042,9,0.210465559638,8.25894551091e-19,0.00643924380946,1.96044427123,46,-0.0297724115785,2.70137300817
0.9921682176,9.41805959013e-18,3.12525667351,0,487,0.0353987058344,3.12525667351,9,0.211820261647,-1.40493704824e-18,0.0096004962617,1.95081162645,47,-0.0353987058344,2.69707598485
1.00653650137,1.14754494335e-16,2.97623762376,0,505,0.0392180641208,2.97623762376,8,0.219885710177,1.47518382298e-18,0.00964150550351,1.92210427772,48,-0.0392180641208,2.73610807853
0.976652094841,2.31423644723e-17,3.25894736842,0,475,0.0282166156233,3.25894736842,9,0.213325624983,2.8339529322e-18,0.00641232794057,2.01945770401,49,-0.0282166156233,2.65555081072
