Iteration,MaxReturn,StdReturn,AverageReturn,dLoss,LossBefore,Perplexity,NumTrajs,ExplainedVariance,AverageDiscountedReturn,MeanKLBefore,LossAfter,MinReturn,MeanKL,Entropy
37,8,1.63063735227,2.70833333333,0.0144409060871,4.43202804242e-19,8.8687444357,336,0.257635210898,2.70833333333,0.0,-0.0144409060871,0,0.000654103560389,2.18253323452
38,7,1.701479643,2.54302670623,0.0148738235816,-2.43822376259e-17,8.70854738737,337,0.227201956976,2.54302670623,4.06474384704e-20,-0.0148738235816,0,0.000652279459631,2.16430500168
39,7,1.63577013808,2.71176470588,0.015077290512,-1.42756800038e-17,8.60587522693,340,0.236022198756,2.71176470588,5.28525593215e-21,-0.015077290512,0,0.000655151553431,2.15244513593
40,8,1.71819480665,2.76832844575,0.0152246219477,-3.63053460374e-17,8.5253465447,341,0.259568935059,2.76832844575,0.0,-0.0152246219477,0,0.000646289546004,2.14304367275
41,7,1.65287460499,2.71052631579,0.0150473403767,-1.74885793869e-17,8.49149392271,342,0.273352389179,2.71052631579,0.0,-0.0150473403767,0,0.000649310484031,2.13906494747
42,7,1.70481661629,2.98493975904,0.01434000747,-1.38881935472e-17,8.35186340951,332,0.26971729527,2.98493975904,-1.63868392208e-20,-0.01434000747,0,0.000643491464924,2.12248467678
43,8,1.62703205309,2.78197674419,0.0158481551528,1.22171681825e-17,8.31930042331,344,0.242031170608,2.78197674419,-9.70999896059e-21,-0.0158481551528,0,0.000646864758836,2.11857816756
44,7,1.67052496993,2.77419354839,0.015321513796,-2.08062785724e-18,8.26384855443,341,0.274860610299,2.77419354839,0.0,-0.015321513796,0,0.000640636965651,2.11189040571
45,7,1.69021135817,2.94626865672,0.0154168519918,-1.34555708221e-17,8.10001805866,335,0.271561583595,2.94626865672,0.0,-0.0154168519918,0,0.000640512640735,2.09186629114
46,7,1.52080432592,3.00613496933,0.0152157004097,7.04991620637e-18,7.94324892675,326,0.355806372098,3.00613496933,0.0,-0.0152157004097,0,0.000642731387542,2.0723223763
47,7,1.58348676146,2.91265060241,0.0144052747141,3.71318986188e-18,8.05070672464,332,0.297565142691,2.91265060241,0.0,-0.0144052747141,0,0.000648867499242,2.08575987946
48,8,1.62543908002,3.0122324159,0.0150554346661,3.85151101769e-17,7.89191107399,327,0.291667547113,3.0122324159,5.44922469742e-21,-0.0150554346661,0,0.000644688519262,2.06583832023
49,7,1.64543561309,3.0273556231,0.0195615358002,-5.71295924707e-18,7.82947183403,329,0.266791410711,3.0273556231,-2.99874910152e-20,-0.0195615358002,0,0.000998211529895,2.05789505358
50,8,1.74366894941,3.06927710843,0.01887728101,2.29414690389e-17,7.68609364647,332,0.304767105339,3.06927710843,4.85204300947e-20,-0.01887728101,0,0.0009986249329,2.0394126761
51,7,1.62120352083,3.17647058824,0.0152146849647,-2.65855351369e-18,7.55662820263,323,0.306949586604,3.17647058824,-3.49290654606e-20,-0.0152146849647,0,0.000643333778776,2.02242508576
52,7,1.57518637666,3.2,0.0190791929012,-1.06501534213e-17,7.58862688376,330,0.335192667965,3.2,7.13219506058e-21,-0.0190791929012,0,0.000997433053662,2.02665066381
53,7,1.65869614556,2.98502994012,0.0148103199601,4.35881766911e-17,7.39527009884,334,0.273842913335,2.98502994012,0.0,-0.0148103199601,0,0.000643212696012,2.00084062002
54,7,1.68239702326,3.13595166163,0.0178175898621,-1.52790603239e-17,7.36135332008,331,0.286975137188,3.13595166163,-1.16167534065e-20,-0.0178175898621,0,0.000998534434713,1.99624379085
55,7,1.61130326905,3.24307692308,0.0159437543878,2.29854105872e-17,7.19533980991,325,0.320337798018,3.24307692308,0.0,-0.0159437543878,0,0.000640445905853,1.97343356784
56,8,1.68100220826,3.21580547112,0.0159546432741,-1.55292445569e-17,7.19569295869,329,0.328638165993,3.21580547112,0.0,-0.0159546432741,0,0.00064233860862,1.97348264685
57,8,1.71750038575,3.25617283951,0.0174853112055,3.67214843888e-17,7.06968994641,324,0.279855038719,3.25617283951,0.0,-0.0174853112055,0,0.000996459101591,1.95581662412
58,8,1.71110849804,3.35542168675,0.0160257971728,1.55713835747e-17,7.0763136128,332,0.316332667767,3.35542168675,3.12839012639e-20,-0.0160257971728,0,0.000641658372016,1.95675309595
59,7,1.6483220081,3.04437869822,0.0157993841195,-2.71123489692e-17,6.99006486688,338,0.26429514247,3.04437869822,3.53517868321e-20,-0.0157993841195,0,0.000640962759427,1.94448983616
60,8,1.68497296528,3.42724458204,0.0178207908686,4.96139566117e-17,6.85713411455,323,0.36787725579,3.42724458204,0.0,-0.0178207908686,0,0.000989306950134,1.92528958689
61,9,1.59670074041,3.40923076923,0.0183154719542,-5.51233487775e-18,6.76977259174,325,0.360993835345,3.40923076923,0.0,-0.0183154719542,0,0.000997612876017,1.91246749578
62,8,1.6638887552,3.43465045593,0.0153350471139,6.59905802056e-17,6.66706883153,329,0.390604708818,3.43465045593,0.0,-0.0153350471139,0,0.000641077915167,1.8971803078
63,8,1.57017535381,3.46439628483,0.0199456338924,4.64812263308e-17,6.56865785329,323,0.314037070242,3.46439628483,0.0,-0.0199456338924,0,0.00099118320766,1.8823095275
64,8,1.77232935477,3.43251533742,0.0187957159397,4.71373412054e-17,6.58230054136,326,0.325034847934,3.43251533742,0.0,-0.0187957159397,0,0.000989069633311,1.88438431058
65,8,1.68151231259,3.55963302752,0.0195125962025,-2.49287471455e-17,6.51229459583,327,0.358989808706,3.55963302752,0.0,-0.0195125962025,0,0.000992775537701,1.8736918666
66,8,1.67802081219,3.48,0.018134839389,-0.0,6.14115898176,325,0.348057248024,3.48,0.0,-0.018134839389,0,0.00099312789291,1.81501348359
67,9,1.75613697859,3.51840490798,0.0186623892229,1.56545048394e-17,6.23785360547,326,0.305776814822,3.51840490798,1.75725215533e-20,-0.0186623892229,0,0.000985082452252,1.83063614973
68,8,1.50197646773,3.48113207547,0.0157443163081,-8.26496281135e-18,6.06528762677,318,0.40002733531,3.48113207547,2.60446986425e-20,-0.0157443163081,0,0.000641032824735,1.80258196531
69,8,1.74073668087,3.49535603715,0.0198782382456,-1.81569457675e-17,6.02069056255,323,0.351467071627,3.49535603715,0.0,-0.0198782382456,0,0.000993156146193,1.79520196413
70,7,1.67163168225,3.47678018576,0.0185825097742,-1.45429597615e-17,6.04515325075,323,0.327617265761,3.47678018576,3.22838430127e-20,-0.0185825097742,0,0.000989952087038,1.7992568354
71,8,1.67999927936,3.79310344828,0.0180664746955,5.5858009212e-17,5.86265035118,319,0.383630178071,3.79310344828,4.99628743425e-20,-0.0180664746955,0,0.000976063603469,1.7686017797
72,8,1.64522799557,3.81028938907,0.0180805343411,2.44127001917e-18,5.83596030483,311,0.38239437852,3.81028938907,0.0,-0.0180805343411,0,0.000988982859366,1.76403882886
73,8,1.70630437184,3.640625,0.0186290750976,-5.53865315353e-19,5.72823968715,320,0.331043805127,3.640625,1.03114532885e-20,-0.0186290750976,0,0.000980436498125,1.74540827361
74,8,1.62522728606,3.75078864353,0.0185392480782,-4.42981755461e-17,5.75815771467,317,0.36966322864,3.75078864353,0.0,-0.0185392480782,0,0.000990035628117,1.75061758234
75,8,1.64662508013,3.87735849057,0.0190081515436,-3.94844552214e-17,5.68112654143,318,0.389363645099,3.87735849057,0.0,-0.0190081515436,1,0.000992548031943,1.73714954783
76,8,1.70705709461,3.80996884735,0.0181449620188,1.63829224084e-17,5.6148082132,321,0.354780536138,3.80996884735,0.0,-0.0181449620188,1,0.00098218288133,1.72540743145
77,9,1.56342035127,3.90158730159,0.0173747028617,-4.87212201021e-17,5.4638179659,315,0.423119726046,3.90158730159,0.0,-0.0173747028617,1,0.000989214152703,1.69814780654
78,8,1.69809918097,3.77230769231,0.0192296045426,-1.00288025524e-17,5.49981249442,325,0.376100992907,3.77230769231,-2.60367934324e-20,-0.0192296045426,0,0.000999424122253,1.70471399973
79,8,1.67043894919,3.73899371069,0.0189701822386,4.25835168116e-18,5.4824048323,318,0.385245068632,3.73899371069,0.0,-0.0189701822386,0,0.000979094658378,1.70154384271
80,8,1.75455492553,3.78797468354,0.018373903671,-3.39327146997e-18,5.38072415292,316,0.353968493598,3.78797468354,0.0,-0.018373903671,0,0.000994887496289,1.68282296603
81,9,1.6137611113,3.93527508091,0.0184610215767,-2.44127001917e-18,5.25732732091,309,0.368684537976,3.93527508091,0.0,-0.0184610215767,0,0.000995879688296,1.65962278372
82,8,1.627339501,3.8427672956,0.0187367437492,2.77001752651e-18,5.28012817283,318,0.382513126238,3.8427672956,0.0,-0.0187367437492,0,0.000987972047486,1.66395037258
83,8,1.65561684477,3.92405063291,0.0181449348634,5.50952335147e-17,5.11655558029,316,0.431044133397,3.92405063291,0.0,-0.0181449348634,0,0.000997429825217,1.63248147444
84,8,1.62611457423,4.07142857143,0.0184023982548,-2.33146835171e-17,5.15161135078,308,0.424064650357,4.07142857143,0.0,-0.0184023982548,0,0.000987726918498,1.63930954938
85,9,1.68201230117,3.97791798107,0.0187889174887,1.60741226731e-17,4.98148634666,317,0.390591937278,3.97791798107,0.0,-0.0187889174887,0,0.000986652233531,1.60572830969
86,8,1.80004050231,4.01898734177,0.0183374770434,-2.38715950917e-17,4.96667899343,316,0.349739751792,4.01898734177,-1.22781818746e-20,-0.0183374770434,0,0.000988729867634,1.60275140618
87,9,1.71909760225,4.07741935484,0.0173012655831,2.93360629384e-17,4.96500270369,310,0.374446642835,4.07741935484,0.0,-0.0173012655831,0,0.000979021954677,1.60241384205
88,8,1.57973157762,4.03525641026,0.0186512327436,4.04725497117e-17,4.88870118013,312,0.429531188012,4.03525641026,2.07573094933e-20,-0.0186512327436,1,0.000995917306745,1.58692666087
89,8,1.60871418059,3.99056603774,0.014497632254,3.824532636e-17,4.89407410754,318,0.400245048464,3.99056603774,0.0,-0.014497632254,0,0.000640791029159,1.58802510744
90,8,1.56236966158,4.06451612903,0.0170447005952,-1.02456536804e-16,4.76432540114,310,0.430025564495,4.06451612903,-1.01137483778e-20,-0.0170447005952,1,0.00099775121218,1.56115595335
91,8,1.58938167924,4.07692307692,0.0172178652391,-3.44762217332e-17,4.75321804497,312,0.427111142504,4.07692307692,0.0,-0.0172178652391,0,0.000992501751336,1.55882187181
92,8,1.62081616258,4.14935064935,0.0167740699211,1.22561702092e-17,4.72586198426,308,0.375377580996,4.14935064935,0.0,-0.0167740699211,0,0.000992101418447,1.55304997484
93,8,1.54348237674,4.22653721683,0.0173231234176,2.24929021477e-17,4.62685149793,309,0.442780193958,4.22653721683,-8.2048003525e-21,-0.0173231234176,0,0.000996979788092,1.53187661473
94,8,1.59700612154,4.18649517685,0.0169920034061,-6.92677205281e-18,4.57221399293,311,0.420544410881,4.18649517685,2.98186533842e-20,-0.0169920034061,1,0.00098867349907,1.51999754994
95,8,1.64882892885,4.26774193548,0.0138092225975,4.45970474881e-17,4.53984675193,310,0.408756478676,4.26774193548,1.39645278331e-20,-0.0138092225975,0,0.000641800868114,1.5128932564
96,8,1.64881613817,4.01597444089,0.0183464400117,-2.05935160888e-17,4.54889342593,313,0.376780316997,4.01597444089,4.19452811534e-22,-0.0183464400117,0,0.000995585322141,1.51488400029
97,8,1.61143621265,4.06752411576,0.0175027520434,-1.22434774672e-17,4.46435650458,311,0.424826762726,4.06752411576,0.0,-0.0175027520434,1,0.000994489450613,1.49612508403
98,8,1.60934285293,4.29605263158,0.0165547510383,-1.55869432885e-17,4.49089825884,304,0.434488576273,4.29605263158,-1.3621254707e-20,-0.0165547510383,1,0.000987613475557,1.50205273939
99,9,1.55543540482,4.21895424837,0.0142799096584,5.30759661324e-17,4.41719693804,306,0.434072650906,4.21895424837,0.0,-0.0142799096584,0,0.000640325046817,1.485505318
100,8,1.73535566032,4.31045751634,0.0181759725483,1.53936160023e-17,4.45152223884,306,0.438455172893,4.31045751634,0.0,-0.0181759725483,0,0.000987807487161,1.49324611383
101,8,1.67604812839,4.39344262295,0.0153997992253,1.90529668481e-17,4.35092822962,305,0.421808165192,4.39344262295,3.59172612366e-21,-0.0153997992253,0,0.000998831380837,1.47038920846
102,8,1.6581043003,4.1961414791,0.0175100057251,9.30261686469e-18,4.26815473475,311,0.405196817007,4.1961414791,0.0,-0.0175100057251,0,0.000999916074394,1.45118158741
103,8,1.71795619542,4.20521172638,0.0175624344004,-7.18167726436e-17,4.22933086566,307,0.366812503021,4.20521172638,-3.20486889048e-20,-0.0175624344004,0,0.000991293974008,1.44204379276
104,9,1.69045455362,4.30097087379,0.0140195905735,-1.18793863635e-17,4.22855180553,309,0.409275331471,4.30097087379,0.0,-0.0140195905735,1,0.000642522392457,1.44185957168
105,8,1.6101072475,4.22756410256,0.0182388324637,4.24509265594e-17,4.25427231008,312,0.411796716786,4.22756410256,0.0,-0.0182388324637,0,0.000993632155674,1.44792372744
106,8,1.6993832175,4.35830618893,0.0170469872177,-2.27922908652e-17,4.19449657266,307,0.432797794807,4.35830618893,0.0,-0.0170469872177,0,0.000996796353836,1.4337733262
107,8,1.61272895975,4.50993377483,0.0166983161295,-7.33951487162e-18,4.09869236321,302,0.460139088767,4.50993377483,4.49668221255e-20,-0.0166983161295,0,0.000985132917833,1.41066798704
108,8,1.56956502998,4.11182108626,0.0172953958506,5.16875730581e-17,4.08609194206,313,0.394117074043,4.11182108626,4.87052662814e-20,-0.0172953958506,1,0.000998026704033,1.40758899787
109,8,1.67586336124,4.47368421053,0.0178439671673,-3.54916451429e-17,4.03900624138,304,0.416259597599,4.47368421053,0.0,-0.0178439671673,0,0.000994579178203,1.39599868186
110,8,1.61166801711,4.49180327869,0.0167084296354,6.87135787639e-18,4.04081113893,305,0.466924590513,4.49180327869,-6.68993269999e-22,-0.0167084296354,1,0.00099191349403,1.39644544878
111,9,1.64977514771,4.50166112957,0.0170939570149,-1.82912430418e-18,4.00024553933,301,0.434172009721,4.50166112957,0.0,-0.0170939570149,1,0.000984430668192,1.38635574407
112,8,1.54183791466,4.3642384106,0.0173863062173,2.90997048392e-19,3.8759591872,302,0.452636487478,4.3642384106,0.0,-0.0173863062173,0,0.00098491913692,1.35479316435
113,8,1.70522648088,4.49013157895,0.0159627607008,-0.0,3.83396110373,304,0.414856555017,4.49013157895,0.0,-0.0159627607008,1,0.000992088395426,1.34389849948
114,8,1.67810018053,4.59075907591,0.0173898483388,6.73677673449e-17,3.85794138974,303,0.429309367814,4.59075907591,-1.80701989178e-20,-0.0173898483388,0,0.000991620392364,1.35013372249
115,8,1.6697797421,4.41118421053,0.0177486641788,9.0235030174e-18,3.80872731123,304,0.431841641256,4.41118421053,6.320193561e-23,-0.0177486641788,0,0.000992843075721,1.33729509429
116,8,1.65707552714,4.41390728477,0.0175178122019,1.86373678356e-17,3.75502820969,302,0.433942616575,4.41390728477,1.17457497801e-20,-0.0175178122019,0,0.000993863535708,1.32309579775
117,9,1.63461498535,4.32362459547,0.0169458081299,2.90878432452e-17,3.74128829875,309,0.416056538929,4.32362459547,0.0,-0.0169458081299,1,0.000998877657038,1.31943001702
118,9,1.64723064256,4.41503267974,0.0176102991931,-1.20368921481e-17,3.70271682222,306,0.429310311787,4.41503267974,1.54148076419e-20,-0.0176102991931,0,0.00099937979137,1.30906682648
119,9,1.65685771509,4.3597359736,0.0166130972093,-6.42658466641e-17,3.68108723783,303,0.419063664205,4.3597359736,0.0,-0.0166130972093,0,0.000990254940583,1.30320815361
120,8,1.73699196635,4.39867109635,0.0167975467519,-1.25236038715e-17,3.71256579419,301,0.408442707349,4.39867109635,3.27065226262e-21,-0.0167975467519,0,0.00099896391499,1.31172322631
121,8,1.62109225184,4.47176079734,0.0162246115713,3.33066907388e-19,3.64881567439,301,0.452393258005,4.47176079734,0.0,-0.0162246115713,1,0.000992453552166,1.29440264217
122,9,1.70658731392,4.54485049834,0.017961417113,-1.49730377946e-18,3.6808181517,301,0.408860829312,4.54485049834,0.0,-0.017961417113,0,0.000998659172495,1.3031350513
123,8,1.59160783867,4.39464882943,0.0131412704504,5.45013545605e-18,3.57791763119,299,0.451253743868,4.39464882943,-3.6840884499e-20,-0.0131412704504,0,0.000642334799957,1.27478096391
124,8,1.54064730242,4.44850498339,0.0174800088849,2.57547371639e-17,3.59234332451,301,0.457157313117,4.44850498339,1.15635730247e-20,-0.0174800088849,1,0.000995929369021,1.27880472619
125,8,1.60388569547,4.46864686469,0.0175005347429,2.47516055864e-17,3.53252705912,303,0.428320843506,4.46864686469,0.0,-0.0175005347429,0,0.000997015842827,1.2620134956
126,8,1.60988512082,4.52348993289,0.0132907199179,3.11748410406e-17,3.52222837086,298,0.436999873685,4.52348993289,0.0,-0.0132907199179,0,0.000640871305123,1.25909384922
127,9,1.60682763765,4.77591973244,0.0129328609553,-8.98910022429e-18,3.50372391365,299,0.483956058426,4.77591973244,0.0,-0.0129328609553,1,0.000640937681001,1.2538263782
128,8,1.69468340455,4.65656565657,0.0130775642333,-2.06033640536e-18,3.43003760813,297,0.429596745311,4.65656565657,-2.48910915712e-20,-0.0130775642333,0,0.000641139965467,1.23257122559
129,8,1.54121394343,4.63050847458,0.0167126082255,2.71936656869e-17,3.4506781802,295,0.487430446798,4.63050847458,3.5242661737e-20,-0.0167126082255,0,0.000989816251822,1.2385707857
130,8,1.63827398853,4.54125412541,0.0160816924738,1.63186742533e-18,3.38189273401,303,0.438169765885,4.54125412541,0.0,-0.0160816924738,0,0.000995578361524,1.21843553324
131,8,1.5886629648,4.71672354949,0.0161032011598,4.26325641456e-17,3.37543669915,293,0.477007554452,4.71672354949,0.0,-0.0161032011598,1,0.000995795562642,1.21652470829
132,9,1.66245428973,4.56902356902,0.0146987026044,4.43202804242e-19,3.3703554738,297,0.451590200288,4.56902356902,0.0,-0.0146987026044,0,0.000642040896247,1.21501822064
133,8,1.5788225074,4.69798657718,0.0126129395499,-2.96446985633e-17,3.32769273159,298,0.511301448654,4.69798657718,4.23834795259e-20,-0.0126129395499,0,0.000641329374906,1.20227919045
134,8,1.67619080508,4.53795379538,0.0162287800197,2.23179179801e-17,3.31718070646,303,0.430146814997,4.53795379538,0.0,-0.0162287800197,1,0.000999233145967,1.19911523737
135,9,1.69175977453,4.72881355932,0.0157337824362,3.75895735678e-17,3.26275670956,295,0.432048736379,4.72881355932,-7.98407724666e-22,-0.0157337824362,0,0.000995424705418,1.18257245448
136,8,1.63725571673,4.64864864865,0.0158676913343,3.65270580743e-17,3.22164234508,296,0.477704918763,4.64864864865,0.0,-0.0158676913343,0,0.000997930026167,1.16989127458
137,9,1.71115143775,4.7074829932,0.0151198651407,4.66177126061e-18,3.2172956781,294,0.471379585536,4.7074829932,0.0,-0.0151198651407,0,0.000996373920218,1.16854115516
138,9,1.58961068052,4.67558528428,0.016302257359,-2.40317602338e-17,3.19085863776,299,0.473361757426,4.67558528428,0.0,-0.016302257359,1,0.000993758602211,1.16029004602
139,9,1.60771147556,4.71571906355,0.0176178770285,-3.11140002651e-17,3.16992676144,299,0.48182687328,4.71571906355,0.0,-0.0176178770285,1,0.000992146426225,1.15370848398
140,9,1.62896703502,4.76351351351,0.0131484142106,-3.38110856226e-17,3.12816623202,296,0.489367489481,4.76351351351,0.0,-0.0131484142106,0,0.000644634460377,1.1404469645
141,8,1.60056934315,4.64666666667,0.0156951059693,4.09117184574e-17,3.1044933652,300,0.471673911538,4.64666666667,0.0,-0.0156951059693,0,0.000989220959743,1.13285053467
142,9,1.53299889513,4.78911564626,0.017404922472,2.41304705253e-17,3.07858941147,294,0.479960050581,4.78911564626,0.0,-0.017404922472,1,0.000990320660169,1.12447150879
143,8,1.60429236469,4.72448979592,0.0169578439308,-1.02001740387e-18,3.08839367387,294,0.469619227409,4.72448979592,0.0,-0.0169578439308,0,0.000993118016361,1.1276511091
144,9,1.53204342795,4.84931506849,0.0166313994543,-1.40197866349e-17,3.07834425003,292,0.505664972707,4.84931506849,5.95798425791e-20,-0.0166313994543,2,0.000991318419005,1.12439187128
145,9,1.62129097569,4.91003460208,0.0158186352423,-2.44011140722e-17,3.09115974742,289,0.478263807394,4.91003460208,-8.20916055966e-22,-0.0158186352423,0,0.000999818591565,1.12854634328
146,9,1.63990736911,4.70508474576,0.0136545196865,-2.82894700254e-18,3.03274043564,295,0.438193018627,4.70508474576,-2.96601360303e-20,-0.0136545196865,0,0.000640207967971,1.10946664497
147,9,1.57550146338,4.9375,0.0162243306074,1.66076742651e-17,3.02370960926,288,0.49689174968,4.9375,-5.42971400646e-21,-0.0162243306074,0,0.000999721203754,1.10648442502
148,8,1.5615588134,4.8118466899,0.0164916007057,-4.20219414821e-17,3.01367677506,287,0.456424230864,4.8118466899,0.0,-0.0164916007057,1,0.00098550625365,1.10316085327
149,9,1.61231074725,4.89895470383,0.016695362616,-9.22185750063e-18,2.97039768582,287,0.495858464276,4.89895470383,-1.03486087694e-20,-0.016695362616,0,0.000991049430307,1.0886958448
