Entropy,AverageDiscountedReturn,Iteration,MeanKL,LossAfter,ExplainedVariance,MaxReturn,StdReturn,Perplexity,NumTrajs,LossBefore,dLoss,MinReturn,AverageReturn,MeanKLBefore
1.47157099833,4.46136363636,29,0.00992825012001,-0.0531523864634,0.558444811265,8,1.45019056884,4.35607315205,440,-1.71912656161e-18,0.0531523864634,0,4.46136363636,0.0
1.44108513388,4.5283446712,30,0.00984304289283,-0.0506357290261,0.605797658943,8,1.39962393039,4.22527832289,441,-1.23203954745e-16,0.0506357290261,0,4.5283446712,-9.87380393216e-21
1.39746945843,4.7182448037,31,0.00640760445267,-0.0435897679023,0.605592175667,8,1.4073592998,4.04495108781,433,-6.19008243193e-17,0.0435897679023,0,4.7182448037,-2.50300460984e-20
1.39831432485,4.66210045662,32,0.00983117230754,-0.0561226443914,0.610082776186,8,1.41097368141,4.04836997523,438,-5.29350349316e-17,0.0561226443914,0,4.66210045662,0.0
1.37710736112,4.70615034169,33,0.00999923965004,-0.0508009928734,0.635064766215,7,1.34916948559,3.96342028621,439,6.24188357173e-18,0.0508009928734,0,4.70615034169,0.0
1.33151203098,4.74090909091,34,0.00969063538907,-0.0519600674042,0.619633368412,7,1.32155524457,3.78676476668,440,-3.03669686795e-17,0.0519600674042,0,4.74090909091,1.00145685085e-20
1.33067023872,4.62785388128,35,0.00997361595748,-0.051887352612,0.585202843538,8,1.40151596222,3.7835784387,438,6.77066778327e-18,0.051887352612,0,4.62785388128,-4.73088551729e-21
1.30669571169,4.8,36,0.00973608373823,-0.0532369210486,0.616748459674,8,1.3557879331,3.69394765608,435,-9.3295150713e-17,0.0532369210486,0,4.8,-1.33069853832e-20
1.28523297641,4.80454545455,37,0.00998496625396,-0.0509805818992,0.612495265796,8,1.38432040193,3.6155101877,440,2.37627655371e-17,0.0509805818992,0,4.80454545455,0.0
1.25990098039,4.87788018433,38,0.00983904603658,-0.0508284348116,0.623162492247,8,1.3581361328,3.52507241878,434,8.04135119166e-17,0.0508284348116,1,4.87788018433,-1.02044502841e-20
1.23835941786,4.85287356322,39,0.00995895700296,-0.0539613469775,0.614008631762,8,1.39834377242,3.44994889491,435,-1.71272548482e-17,0.0539613469775,0,4.85287356322,0.0
1.2449649601,4.84988452656,40,0.00992443666842,-0.0543626328071,0.66734348844,7,1.24136043809,3.47281311018,433,-7.04516681129e-17,0.0543626328071,0,4.84988452656,5.14908999212e-21
1.22840634243,4.87759815242,41,0.00979458789458,-0.0514604197531,0.648077204618,8,1.28817028524,3.41578161017,433,9.77262183353e-17,0.0514604197531,0,4.87759815242,0.0
1.18895502284,4.90846681922,42,0.00972070111831,-0.054314336098,0.619501586035,8,1.3916543279,3.28364807668,437,-6.59758002149e-17,0.054314336098,0,4.90846681922,3.15962920881e-20
1.17947415466,4.94942528736,43,0.00981617184205,-0.0508629228583,0.626187152796,8,1.41168144328,3.25266335525,435,4.76265169201e-17,0.0508629228583,0,4.94942528736,0.0
1.15718409204,4.96997690531,44,0.00641663373291,-0.0414995401871,0.672173568926,8,1.29183767255,3.18096335277,433,-8.93059740018e-18,0.0414995401871,1,4.96997690531,1.46189222447e-20
1.14989878505,5.08083140878,45,0.00987683819058,-0.0513387523764,0.661732175291,8,1.32498716774,3.15787326953,433,-4.20593599047e-17,0.0513387523764,0,5.08083140878,8.40659529348e-22
1.11751505275,5.05555555556,46,0.0099684978809,-0.0489132767082,0.647314797526,8,1.31995604117,3.05724765712,432,1.08030683534e-17,0.0489132767082,0,5.05555555556,0.0
1.13502212379,5.1,47,0.00640926195939,-0.0426088887291,0.656526071235,8,1.30357290766,3.11124237461,430,8.34746337803e-17,0.0426088887291,0,5.1,8.09056495482e-20
1.10763550281,5.11136890951,48,0.00991560040857,-0.0545843228534,0.665243122044,8,1.28226732587,3.02719213817,431,-1.24848152442e-16,0.0545843228534,0,5.11136890951,0.0
1.0994640774,5.14583333333,49,0.00998892065032,-0.0520878611227,0.656229455395,8,1.31393219919,3.00255645483,432,-5.30313668364e-17,0.0520878611227,0,5.14583333333,-1.14632047566e-20
