Perplexity,LossAfter,ExplainedVariance,MeanKL,AverageDiscountedReturn,Entropy,dLoss,LossBefore,MaxReturn,Iteration,NumTrajs,StdReturn,MeanKLBefore,AverageReturn,MinReturn
4.02084813835,-0.0341740356519,0.522275899378,0.00662562241219,4.53347732181,1.39149286007,0.0341740356519,-5.56775183179e-17,8,29,463,1.55478158968,0.0,4.53347732181,0
3.93360664412,-0.0412418060745,0.53199202279,0.00961360814975,4.59041394336,1.36955672618,0.0412418060745,-8.03305082688e-18,8,30,459,1.50886835299,0.0,4.59041394336,0
3.86855898898,-0.0346756219284,0.536382502577,0.00644581044702,4.56182212581,1.35288208343,0.0346756219284,-3.21643034107e-18,8,31,461,1.57218782404,0.0,4.56182212581,0
3.74753336758,-0.0350911164636,0.530288234805,0.00654437216168,4.58936170213,1.32109785491,0.0350911164636,1.62502072359e-17,8,32,470,1.62673593596,-8.30695757389e-21,4.58936170213,0
3.69184311539,-0.0418179662189,0.555201019508,0.00995692114123,4.58798283262,1.30612582262,0.0418179662189,1.72614517307e-17,8,33,466,1.5045658007,0.0,4.58798283262,0
3.48019241453,-0.0408935926727,0.56506957519,0.00980814716378,4.80172413793,1.24708758379,0.0408935926727,-1.95946182088e-17,8,34,464,1.55069410258,0.0,4.80172413793,0
3.42275178525,-0.0410439058594,0.561342712229,0.00991862079254,4.78540772532,1.23044484311,0.0410439058594,-9.68604461075e-18,9,35,466,1.5199254362,0.0,4.78540772532,0
3.29060936701,-0.0349762065596,0.503701993438,0.00648423491996,4.63865546218,1.19107276556,0.0349762065596,-6.56671529062e-17,8,36,476,1.58236655251,3.26786077027e-20,4.63865546218,0
3.33509680111,-0.0323904414515,0.554255545802,0.00643901416255,4.73233404711,1.20450170477,0.0323904414515,2.56354542631e-17,8,37,467,1.51476795623,0.0,4.73233404711,0
3.2500646974,-0.0429663371506,0.56542853722,0.00986683187468,4.91201716738,1.17867490304,0.0429663371506,1.33548165178e-17,8,38,466,1.56091800866,-4.2563578061e-21,4.91201716738,0
3.25736973738,-0.0408760325108,0.54427523872,0.00996302863066,4.84468085106,1.18092004069,0.0408760325108,-7.50600670235e-17,8,39,470,1.57078493871,1.32782324567e-20,4.84468085106,0
3.16244437897,-0.0339211234292,0.550687342899,0.00641592985273,4.77516059957,1.15134526622,0.0339211234292,-3.13082892944e-17,8,40,467,1.53432661607,0.0,4.77516059957,0
3.13548203744,-0.0324501907517,0.562190106184,0.00642474093113,4.85653104925,1.14278292221,0.0324501907517,-4.24130144239e-18,9,41,467,1.55786845831,1.71023296028e-20,4.85653104925,0
3.03791534109,-0.0422794648203,0.614468081069,0.00976642866052,5.03470715835,1.11117153713,0.0422794648203,-7.9936057773e-17,9,42,461,1.45611485378,0.0,5.03470715835,0
2.99685732512,-0.0438387649932,0.602743935763,0.00988082133241,4.9696969697,1.0975641813,0.0438387649932,7.29555305057e-17,8,43,462,1.5129854647,0.0,4.9696969697,0
2.92390546965,-0.0418995744576,0.59089800671,0.00995547416703,4.81914893617,1.07292021224,0.0418995744576,6.93542619081e-19,8,44,470,1.46565478764,0.0,4.81914893617,0
2.82267050333,-0.0358816496393,0.571572773949,0.00642021391291,4.99139784946,1.03768342384,0.0358816496393,7.57260343465e-17,8,45,465,1.50694848782,6.31081404125e-21,4.99139784946,0
2.81397309389,-0.0322389996175,0.58503070678,0.00645723923468,5.03017241379,1.03459739713,0.0322389996175,1.6719892204e-17,8,46,464,1.50686474164,0.0,5.03017241379,0
2.74480974488,-0.0325068407506,0.586955811576,0.00644846839201,4.92060085837,1.00971176286,0.0325068407506,-6.65634588833e-18,8,47,466,1.50111706028,0.0,4.92060085837,0
2.71625653679,-0.0352897261089,0.614890575669,0.00649694107351,5.15584415584,0.999254659135,0.0352897261089,1.7333356972e-17,9,48,462,1.47179780866,0.0,5.15584415584,0
2.65537894812,-0.0439220968655,0.608653838556,0.0098403660783,5.06008583691,0.976587374498,0.0439220968655,-4.46198106373e-17,8,49,466,1.46366404581,2.9476837794e-20,5.06008583691,0
