NumTrajs,Perplexity,LossBefore,MeanKLBefore,MinReturn,Iteration,AverageReturn,AverageDiscountedReturn,ExplainedVariance,MeanKL,Entropy,MaxReturn,StdReturn,LossAfter,dLoss
172,9.21041204668,5.93737561877e-17,0.0,0,38,3.91279069767,3.91279069767,0.199617481605,0.00995150235735,2.22033458832,10,1.81673720512,-0.0638679610799,0.0638679610799
167,9.04309975622,-1.22033007953e-18,0.0,0,39,3.73053892216,3.73053892216,0.202253267514,0.00648280873018,2.20200200902,11,1.7829435587,-0.0525628179573,0.0525628179573
161,9.07482798595,3.16496414483e-17,0.0,0,40,4.08074534161,4.08074534161,0.29085789982,0.00996850708016,2.20550442525,9,1.79708236721,-0.062462648013,0.062462648013
166,8.87117686439,1.13614477433e-16,0.0,0,41,3.86746987952,3.86746987952,0.32099129589,0.00993555530312,2.18280746671,10,1.62266391369,-0.0583808782853,0.0583808782853
160,8.57826750466,-2.76654375984e-17,0.0,0,42,4.04375,4.04375,0.359519841027,0.00645361911531,2.14923197058,8,1.5221156124,-0.0492417223008,0.0492417223008
163,8.57871908081,-2.80180723487e-17,0.0,0,43,3.65644171779,3.65644171779,0.299399575314,0.00995023641963,2.14928461107,8,1.59516281108,-0.0665700457845,0.0665700457845
158,8.46580433027,7.5457436956e-18,0.0,0,44,3.94936708861,3.94936708861,0.261554314243,0.00648488791816,2.13603502941,8,1.59030873666,-0.0501469638107,0.0501469638107
155,8.48550984527,9.77162587217e-18,0.0,0,45,3.9935483871,3.9935483871,0.372449107074,0.00976624649362,2.13835998472,8,1.50909831738,-0.0607495540367,0.0607495540367
158,8.37366991912,-1.58751387423e-17,0.0,1,46,4.07594936709,4.07594936709,0.331130466619,0.00987557615379,2.12509224947,10,1.57730865074,-0.0617643778668,0.0617643778668
148,8.02556473697,2.75698505743e-17,0.0,0,47,4.47297297297,4.47297297297,0.349081204346,0.00987623240675,2.08263203875,10,1.85794839608,-0.064054948617,0.064054948617
155,8.00770420611,-2.51948552186e-17,0.0,1,48,4.21935483871,4.21935483871,0.318442219813,0.00997686602053,2.08040410403,9,1.64324999666,-0.0645813035346,0.0645813035346
154,7.75905797413,-4.45524605108e-17,0.0,0,49,4.20779220779,4.20779220779,0.248118011212,0.00655374650596,2.04886093174,12,1.82932577416,-0.0496654713937,0.0496654713937
156,7.50806348149,-1.20923616971e-17,0.0,0,50,4.14102564103,4.14102564103,0.268974274575,0.00996208968696,2.01597757387,10,1.70763263159,-0.0633833458775,0.0633833458775
154,7.4776334324,1.1285051403e-16,0.0,1,51,4.20779220779,4.20779220779,0.388692147672,0.0097850080053,2.01191635588,9,1.51903645415,-0.0650435505644,0.0650435505644
153,7.41638575683,7.41346931263e-17,0.0,0,52,4.15032679739,4.15032679739,0.345714024683,0.00982617974824,2.00369184374,10,1.61192955388,-0.0614121524568,0.0614121524568
155,7.27837514185,5.2473227532e-17,0.0,1,53,4.48387096774,4.48387096774,0.376332643354,0.00978709950276,1.9849076425,10,1.63964920996,-0.0638058864484,0.0638058864484
158,7.21371767522,3.05697592268e-17,0.0,0,54,4.18987341772,4.18987341772,0.320835065538,0.00999393943435,1.97598444604,8,1.69568289792,-0.0602986577464,0.0602986577464
150,7.06150593525,-5.83560977319e-17,0.0,0,55,4.28666666667,4.28666666667,0.326780385202,0.00649222154177,1.95465833403,9,1.78264472687,-0.0519054362489,0.0519054362489
153,7.05078568499,1.09883158711e-16,0.0,0,56,4.27450980392,4.27450980392,0.340380073601,0.00994558839217,1.95313905529,9,1.64985756611,-0.0599268756599,0.0599268756599
156,6.86790283033,-4.95487401592e-17,0.0,0,57,4.29487179487,4.29487179487,0.39643204681,0.00998015059124,1.92685879476,10,1.48590794448,-0.0635289591594,0.0635289591594
152,6.85571015132,3.86590588261e-17,0.0,1,58,4.28289473684,4.28289473684,0.349784604471,0.00962821087885,1.92508190376,10,1.53647650211,-0.0601357639651,0.0601357639651
150,6.74207030445,-2.9234582882e-18,0.0,0,59,4.25333333333,4.25333333333,0.261399526179,0.00985328467422,1.90836704459,10,1.89098445848,-0.060342331256,0.060342331256
149,6.58176812318,-2.95063012777e-17,0.0,1,60,4.73825503356,4.73825503356,0.293676510522,0.00994227124287,1.88430342097,11,1.95724766742,-0.0607300328454,0.0607300328454
144,6.7960157487,-4.71844785466e-18,0.0,0,61,4.47222222222,4.47222222222,0.300666136018,0.00981987271898,1.91633652115,9,1.54535344952,-0.0601301043351,0.0601301043351
145,6.83997928767,1.19705456053e-17,0.0,2,62,4.48965517241,4.48965517241,0.387272741076,0.00967096081851,1.92278470351,11,1.6447083019,-0.070108036807,0.070108036807
142,6.7683064989,-3.56265597454e-17,0.0,0,63,4.66901408451,4.66901408451,0.370365484651,0.00999303898987,1.91225090776,10,1.71045596007,-0.0616675918784,0.0616675918784
143,6.73878697135,-5.09175066129e-18,0.0,1,64,4.67132867133,4.67132867133,0.322021532486,0.00647201237897,1.90787993415,10,1.72507716976,-0.0502166466662,0.0502166466662
140,6.66241961099,1.14793289759e-17,0.0,2,65,4.62857142857,4.62857142857,0.288964097006,0.0099118529355,1.89648272353,13,1.8644909575,-0.0600756376834,0.0600756376834
141,6.74275558309,5.99238243543e-17,0.0,1,66,4.42553191489,4.42553191489,0.350176312417,0.00989971579231,1.90846868159,9,1.71449408436,-0.0617690126045,0.0617690126045
141,6.63359641922,-8.07460040055e-17,0.0,2,67,4.51063829787,4.51063829787,0.427540819454,0.0065065141025,1.89214710346,9,1.5511012847,-0.0510189829823,0.0510189829823
142,6.66522538444,3.96745534735e-17,0.0,0,68,4.62676056338,4.62676056338,0.380920911829,0.00997532133618,1.89690376918,10,1.74666343868,-0.0576191125579,0.0576191125579
141,6.59290238986,1.16063761855e-16,0.0,1,69,4.5390070922,4.5390070922,0.297996741438,0.00998491002629,1.8859936749,10,1.73212340681,-0.0576045456284,0.0576045456284
147,6.2927561313,-1.71209099274e-17,0.0,0,70,4.47619047619,4.47619047619,0.277929786594,0.00644287731684,1.83939915142,9,1.75868431549,-0.0489325982801,0.0489325982801
142,6.46796745293,-2.19603944766e-16,0.0,2,71,4.69014084507,4.69014084507,0.345866454905,0.00645015207489,1.86686190969,10,1.68331956826,-0.0496097755582,0.0496097755582
135,6.37616810817,-2.35024824367e-17,0.0,1,72,4.7037037037,4.7037037037,0.367263842194,0.00643175025973,1.85256730691,10,1.6196665138,-0.0499820417387,0.0499820417387
137,6.25948214687,1.00355073501e-16,0.0,0,73,4.59854014599,4.59854014599,0.294827895753,0.00980836448126,1.83409745755,11,1.78991438043,-0.0581031350618,0.0581031350618
143,6.32242406709,-3.74165846684e-17,0.0,1,74,4.77622377622,4.77622377622,0.390127542355,0.00998383595173,1.84410268954,9,1.61470333468,-0.0623517713892,0.0623517713892
141,6.0747334743,-6.40199698809e-17,0.0,0,75,4.70921985816,4.70921985816,0.323518250151,0.00646917652884,1.80413811572,12,1.91869860997,-0.0490298374512,0.0490298374512
138,6.16019876667,2.15362834919e-18,0.0,1,76,4.50724637681,4.50724637681,0.342125652256,0.00988997392518,1.81810904434,9,1.55221383188,-0.0606183920566,0.0606183920566
139,6.10621329074,-9.8944446805e-18,0.0,0,77,4.56834532374,4.56834532374,0.314355925541,0.00643784794543,1.80930682504,9,1.65798855214,-0.0483965266978,0.0483965266978
139,6.00722262752,-4.82609410505e-17,0.0,0,78,4.76258992806,4.76258992806,0.2735473367,0.0098327070407,1.79296251653,10,1.8605434876,-0.0617748673771,0.0617748673771
143,6.05113013186,9.97014045051e-17,0.0,0,79,4.40559440559,4.40559440559,0.278859149769,0.0099444073608,1.80024505325,9,1.6818145472,-0.0590125250328,0.0590125250328
136,6.20575675875,-1.04342193761e-17,0.0,0,80,4.85294117647,4.85294117647,0.447641740586,0.00993629935057,1.82547737073,10,1.62031864951,-0.0627704420036,0.0627704420036
142,5.99816545974,-2.7180079044e-17,0.0,0,81,4.7323943662,4.7323943662,0.357590515119,0.00641777168647,1.79145366577,11,1.8686271716,-0.0500606796886,0.0500606796886
140,6.00313632774,1.44968069998e-16,0.0,2,82,4.69285714286,4.69285714286,0.364018954439,0.00643307168575,1.79228205395,10,1.51608720335,-0.0504579946802,0.0504579946802
137,5.88931161031,9.82547376793e-18,0.0,0,83,5.11678832117,5.11678832117,0.36712597215,0.00991448620934,1.77313911652,11,1.93721032562,-0.0563309452187,0.0563309452187
138,5.96089198653,-5.82721407576e-18,0.0,2,84,4.89130434783,4.89130434783,0.300833863101,0.0098056304639,1.78522013205,11,1.90987055715,-0.0590131632497,0.0590131632497
137,6.0153902083,-5.06050018176e-17,0.0,0,85,5.01459854015,5.01459854015,0.2302847397,0.00982937123259,1.79432121986,12,2.03969870918,-0.0552420458001,0.0552420458001
137,5.8533336881,-4.51954097328e-17,0.0,2,86,4.67153284672,4.67153284672,0.236154288504,0.00996126690897,1.76701136015,9,1.52884427057,-0.0625700199417,0.0625700199417
132,5.85201464064,9.41739141745e-17,0.0,0,87,4.86363636364,4.86363636364,0.318190343793,0.00641397305853,1.76678598497,10,1.86585234107,-0.0478490836374,0.0478490836374
135,5.83933868203,1.78656578675e-17,0.0,1,88,4.85925925926,4.85925925926,0.278247100586,0.00994924692724,1.76461755105,11,1.90190143828,-0.0597421921325,0.0597421921325
132,5.71591338154,4.29043745183e-17,0.0,0,89,4.88636363636,4.88636363636,0.330881042868,0.00993802179682,1.74325410627,9,1.73488156644,-0.0615724381152,0.0615724381152
130,5.63623145383,-2.7976515521e-17,0.0,0,90,5.12307692308,5.12307692308,0.371996102895,0.00996973985505,1.72921566023,10,1.7321191317,-0.0587083233311,0.0587083233311
134,5.58673892906,-1.2148672739e-17,0.0,0,91,4.69402985075,4.69402985075,0.339592287758,0.00642222985407,1.7203957411,11,1.76714463987,-0.0522481070041,0.0522481070041
136,5.31765107079,-5.45993204743e-17,0.0,0,92,4.77205882353,4.77205882353,0.301856433973,0.00646916183063,1.6710316778,11,1.7062467917,-0.0477758119873,0.0477758119873
135,5.4902446879,4.68279976404e-17,0.0,0,93,4.62222222222,4.62222222222,0.255890005843,0.00994899095208,1.70297282427,10,1.87326874806,-0.0721900401994,0.0721900401994
135,5.33592454607,2.8803996961e-17,0.0,0,94,4.65185185185,4.65185185185,0.379163881492,0.00644668113247,1.67446216797,9,1.5217851044,-0.0493935420617,0.0493935420617
135,5.32925873724,-1.11574377562e-16,0.0,0,95,5.02222222222,5.02222222222,0.361594455512,0.00997414464502,1.67321215482,10,1.8991876106,-0.0591554291098,0.0591554291098
134,5.09689235682,1.35015931122e-17,0.0,2,96,4.9328358209,4.9328358209,0.332089177375,0.00643959287338,1.62863101221,11,1.68486573801,-0.0500628487834,0.0500628487834
135,5.24622188759,-8.42314191473e-17,0.0,2,97,5.1037037037,5.1037037037,0.396740218601,0.00977621498813,1.65750817708,10,1.73535810831,-0.0592166462263,0.0592166462263
134,5.1208509913,-5.13557529421e-17,0.0,2,98,5.12686567164,5.12686567164,0.420970135505,0.00992407604227,1.63332063448,10,1.61809562745,-0.0602430946952,0.0602430946952
134,5.02540309033,5.56357709272e-17,0.0,2,99,5.0671641791,5.0671641791,0.366595966033,0.00985886354433,1.61450566771,10,1.57023508647,-0.0579347861132,0.0579347861132
133,5.06014517664,-1.31821766075e-16,0.0,0,100,4.63909774436,4.63909774436,0.33535322855,0.00998524880751,1.62139517392,9,1.57679767734,-0.0638720149002,0.0638720149002
136,5.08079671338,1.15492534786e-17,0.0,2,101,5.25,5.25,0.384514423956,0.00645661626214,1.62546808264,11,1.69666628144,-0.0503801100236,0.0503801100236
131,4.88311229151,-6.5454067902e-18,0.0,2,102,5.01526717557,5.01526717557,0.328765663181,0.00988026886532,1.58578278123,11,1.84094537954,-0.0610322446509,0.0610322446509
129,4.91975729789,-7.28368151943e-17,0.0,2,103,5.06976744186,5.06976744186,0.259489370826,0.0099391276416,1.59325919959,10,1.70355782063,-0.0607720672804,0.0607720672804
132,4.90931732738,-2.89034145673e-17,0.0,0,104,5.27272727273,5.27272727273,0.413196690174,0.00992821498981,1.59113489495,10,1.73681574314,-0.0555295083721,0.0555295083721
130,4.80879666475,-2.32301346975e-17,0.0,0,105,5.12307692308,5.12307692308,0.362359076511,0.00994777230338,1.57044687917,10,1.74979288715,-0.0646552045951,0.0646552045951
134,4.84163810298,3.53653331392e-17,0.0,0,106,4.97014925373,4.97014925373,0.30772065344,0.00998302912886,1.5772531145,9,1.66141595117,-0.0607991448262,0.0607991448262
129,4.72472607243,-8.31420138261e-19,0.0,0,107,4.89147286822,4.89147286822,0.267200149351,0.00996409107619,1.55280958518,9,1.73088815342,-0.0633940680149,0.0633940680149
133,4.66964461752,3.71864135604e-17,0.0,0,108,5.23308270677,5.23308270677,0.39010620046,0.00987676982381,1.54108296975,10,1.82664991047,-0.0611571456514,0.0611571456514
136,4.47481417728,-5.07314069441e-17,0.0,0,109,5.13235294118,5.13235294118,0.30204224945,0.00982036145667,1.49846482624,10,1.82228373013,-0.0614323482822,0.0614323482822
136,4.52198954748,-9.66683498816e-17,0.0,0,110,5.0,5.0,0.303734891898,0.00993699800633,1.50895206237,11,1.92124346989,-0.0615043966618,0.0615043966618
133,4.4766674737,2.51709367142e-17,0.0,0,111,5.06766917293,5.06766917293,0.363871312715,0.00987167123393,1.49887890214,11,1.69117785498,-0.0564357598344,0.0564357598344
138,4.50501161801,-4.30226086537e-17,0.0,0,112,5.07246376812,5.07246376812,0.362218120332,0.0064236935411,1.50519046997,11,1.73888887211,-0.0477153810047,0.0477153810047
136,4.45938743876,-7.58564923021e-17,0.0,0,113,5.41176470588,5.41176470588,0.381665501585,0.00999276412146,1.49501141103,11,1.86480793931,-0.0642672204461,0.0642672204461
132,4.41634796873,-1.69409965766e-17,0.0,2,114,5.50757575758,5.50757575758,0.411491504151,0.00995551272081,1.48531310314,12,1.81532287854,-0.0726620702966,0.0726620702966
138,4.22524825142,-2.02543681538e-16,0.0,2,115,5.54347826087,5.54347826087,0.389007153367,0.00996469044563,1.44107801681,11,1.72836340959,-0.0633699024293,0.0633699024293
136,4.35603464422,5.64193654061e-18,0.0,0,116,5.34558823529,5.34558823529,0.39336717127,0.00643375693613,1.47156215826,11,1.72515419801,-0.0460816773072,0.0460816773072
133,4.25154456418,3.5892141618e-17,0.0,2,117,5.48120300752,5.48120300752,0.441192156163,0.00993382799113,1.44728234378,11,1.46949688981,-0.0634925157058,0.0634925157058
134,4.38534603846,8.061773969e-17,0.0,0,118,5.18656716418,5.18656716418,0.360110291801,0.00995165159629,1.47826853684,11,1.70235969,-0.059521803679,0.059521803679
134,4.27176632839,-5.29627351069e-17,0.0,2,119,5.10447761194,5.10447761194,0.40750016013,0.00993076421698,1.45202740175,9,1.47247713266,-0.0574847172745,0.0574847172745
131,4.26145253,-2.12758095231e-17,0.0,1,120,5.51908396947,5.51908396947,0.382713907776,0.00966630193986,1.44961007165,10,1.79205688056,-0.0589662228815,0.0589662228815
131,4.28413724567,1.88291177649e-16,0.0,0,121,5.25190839695,5.25190839695,0.33574245333,0.00994445322074,1.45491918888,11,1.81319805805,-0.0608580287396,0.0608580287396
127,4.31061154862,4.97362231042e-18,0.0,0,122,4.97637795276,4.97637795276,0.323020765919,0.00998698273126,1.46107978468,10,1.92564363687,-0.0685367158119,0.0685367158119
128,4.31605161713,3.65004830014e-17,0.0,0,123,5.125,5.125,0.38863780489,0.00993584823642,1.46234100681,10,1.58607219256,-0.0626466533194,0.0626466533194
132,4.26609281866,1.06051154591e-16,0.0,0,124,5.28787878788,5.28787878788,0.274802280079,0.00998764101675,1.45069837759,12,1.90505827092,-0.0562719314078,0.0562719314078
128,4.33560407558,-6.95508293411e-17,0.0,3,125,5.5234375,5.5234375,0.409008668417,0.0098643615396,1.46686094899,11,1.49981688335,-0.064179521409,0.064179521409
127,4.19214777227,5.38239662661e-17,0.0,0,126,5.50393700787,5.50393700787,0.421859757112,0.00997529647426,1.43321319742,12,1.72920270075,-0.0607539221357,0.0607539221357
130,4.16130806425,-2.1147105231e-17,0.0,0,127,5.18461538462,5.18461538462,0.331620123314,0.00996336929427,1.42582946337,11,1.76628517335,-0.057643177401,0.057643177401
128,4.14538846122,-1.07774900115e-16,0.0,0,128,5.4296875,5.4296875,0.409471374759,0.00642692006064,1.42199650222,10,1.70332209295,-0.0518791426218,0.0518791426218
125,4.06392811125,5.42677456537e-17,0.0,2,129,5.512,5.512,0.465245672213,0.0098543100314,1.40215002096,12,1.69524511502,-0.0561158941106,0.0561158941106
134,3.98439154994,-6.7366963988e-17,0.0,0,130,5.03731343284,5.03731343284,0.386471608697,0.00996721294649,1.3823846155,12,1.79304925146,-0.0575057251862,0.0575057251862
128,3.99933981827,-2.78728624129e-18,0.0,0,131,5.296875,5.296875,0.361651478024,0.00975918172247,1.38612930207,10,1.72463481189,-0.0624190056384,0.0624190056384
129,3.89528377518,-4.10372146964e-17,0.0,2,132,5.25581395349,5.25581395349,0.357247823097,0.00642756277582,1.35976653294,11,1.77090643705,-0.0501236096753,0.0501236096753
127,3.93951865261,-5.89866560851e-17,0.0,0,133,5.34645669291,5.34645669291,0.371828338545,0.00996528829679,1.37105854646,11,1.76750169678,-0.0656562729685,0.0656562729685
131,3.90189972457,-4.01335279709e-17,0.0,0,134,5.34351145038,5.34351145038,0.319291460246,0.00642420994058,1.3614635434,11,1.79384440408,-0.0531417630409,0.0531417630409
132,3.90258166583,-9.70271986961e-18,0.0,2,135,5.38636363636,5.38636363636,0.387600928972,0.00976706860507,1.36163829973,12,1.64061946575,-0.0585761720144,0.0585761720144
129,3.82172066106,-1.42427017502e-16,0.0,0,136,5.52713178295,5.52713178295,0.363112563008,0.00642653819185,1.34070075604,13,1.85136664116,-0.0460002917599,0.0460002917599
129,3.72869402444,-2.94090109527e-17,0.0,2,137,5.45736434109,5.45736434109,0.379448033675,0.00986780860032,1.31605804485,12,1.82577477209,-0.0612386994956,0.0612386994956
128,3.75920719469,-7.76767733371e-18,0.0,0,138,5.4921875,5.4921875,0.310665292677,0.00643170009348,1.32420808269,11,1.84134840941,-0.0463770716152,0.0463770716152
133,3.70183794188,8.40993941154e-18,0.0,0,139,5.65413533835,5.65413533835,0.398955801715,0.00993256936964,1.30882943736,12,2.03371992505,-0.0580369809909,0.0580369809909
130,3.65172861771,-3.34254754864e-17,0.0,2,140,5.66153846154,5.66153846154,0.396220057378,0.00982274458723,1.29520064938,11,1.79123440958,-0.0573415537572,0.0573415537572
135,3.60667653305,-6.85007606194e-17,0.0,2,141,5.60740740741,5.60740740741,0.423918778326,0.00994505907063,1.28278672034,12,1.89383520851,-0.0602369780703,0.0602369780703
130,3.61033602605,6.20955788381e-17,0.0,2,142,5.86153846154,5.86153846154,0.401444813439,0.00997431314473,1.28380085002,11,1.86363518283,-0.0576135202207,0.0576135202207
135,3.5566061864,-6.58874557664e-17,0.0,0,143,5.71851851852,5.71851851852,0.357406008991,0.00991013516488,1.26880677174,12,1.89209604271,-0.0569492138551,0.0569492138551
134,3.48037817924,2.83414270999e-17,0.0,0,144,5.36567164179,5.36567164179,0.235292285452,0.00993501748403,1.24714096008,12,1.95677561758,-0.0620140686198,0.0620140686198
128,3.61668097107,-5.66335684179e-17,0.0,2,145,5.4375,5.4375,0.329370430013,0.00994015323457,1.28555674644,10,1.89880719137,-0.0585253662487,0.0585253662487
130,3.65130121887,1.96734393612e-17,0.0,2,146,5.56923076923,5.56923076923,0.3691685338,0.00650092929991,1.29508360239,12,1.84365215115,-0.0503313080185,0.0503313080185
129,3.62365594769,1.48858261262e-16,0.0,2,147,5.5503875969,5.5503875969,0.35598588667,0.00981530744711,1.2874834465,10,1.75632297497,-0.0585410710973,0.0585410710973
127,3.567744195,-4.5370487965e-17,0.0,2,148,5.65354330709,5.65354330709,0.417498320444,0.00976435105196,1.27193351792,9,1.71779914474,-0.0596097058309,0.0596097058309
126,3.61822844685,-1.07155854118e-17,0.0,0,149,5.7619047619,5.7619047619,0.389271598848,0.00990234690739,1.28598452673,11,1.8057604977,-0.0629212691886,0.0629212691886
131,3.59099552014,-7.9380395008e-18,0.0,2,150,5.3893129771,5.3893129771,0.330000539346,0.0099244387006,1.27842946772,12,1.9044845392,-0.0589681683856,0.0589681683856
129,3.54876490889,-3.86140580631e-17,0.0,2,151,5.56589147287,5.56589147287,0.40091528168,0.00986327462597,1.26659962996,11,1.62273078883,-0.0611041961778,0.0611041961778
129,3.56074577185,-4.4994848994e-17,0.0,2,152,5.49612403101,5.49612403101,0.191156799915,0.00641535200818,1.2699700094,11,1.94945442977,-0.0498309661271,0.0498309661271
130,3.62466525755,-1.0908232214e-16,0.0,2,153,5.79230769231,5.79230769231,0.353607056773,0.00644960948723,1.2877619413,11,2.07066007256,-0.0500407319585,0.0500407319585
128,3.5621703344,1.94746767438e-17,0.0,0,154,5.671875,5.671875,0.344469328027,0.00646685678603,1.2703700036,10,1.65882759332,-0.0496987631071,0.0496987631071
