MinReturn,MeanKLBefore,MeanKL,Iteration,StdReturn,AverageReturn,LossAfter,Entropy,MaxReturn,NumTrajs,Perplexity,dLoss,ExplainedVariance,AverageDiscountedReturn,LossBefore
0,0.0,0.00977590714329,29,1.47954675099,4.62995594714,-0.0498910331723,1.46073553125,8,454,4.3091278612,0.0498910331723,0.564709103452,4.62995594714,2.4859462134e-17
0,0.0,0.00642116304147,30,1.51050793819,4.63053097345,-0.0433151546992,1.41176902569,8,452,4.10320766723,0.0433151546992,0.544405080429,4.63053097345,-7.36451636714e-17
0,3.99093171157e-20,0.00641592601204,31,1.47419292401,4.54505494505,-0.0384772321879,1.40026592001,8,455,4.05627846905,0.0384772321879,0.55040527158,4.54505494505,-2.12171025191e-17
1,7.04844075906e-20,0.00650240869716,32,1.47259647092,4.69315673289,-0.0402870347992,1.397592782,7,453,4.04544995641,0.0402870347992,0.564373589214,4.69315673289,-3.31873715934e-17
0,0.0,0.00992892221376,33,1.53216230888,4.69911504425,-0.0501368999868,1.36756122709,8,452,3.92576496227,0.0501368999868,0.532041019635,4.69911504425,-5.87797719125e-17
0,0.0,0.00646927084386,34,1.45840602801,4.81026785714,-0.0385413228684,1.37659970639,8,448,3.96140874778,0.0385413228684,0.589968824865,4.81026785714,8.65108850357e-18
0,0.0,0.00998540558422,35,1.48934891569,4.76769911504,-0.0511566167763,1.34517889464,8,452,3.83887323303,0.0511566167763,0.586728692637,4.76769911504,3.57769369685e-17
0,0.0,0.00969492349832,36,1.53968554135,4.83516483516,-0.0521088720664,1.32775188971,8,455,3.77255273258,0.0521088720664,0.575073132612,4.83516483516,-4.09408590418e-17
0,0.0,0.00996178257723,37,1.46906201703,4.83111111111,-0.049304854923,1.31369798067,8,450,3.71990444331,0.049304854923,0.589505873378,4.83111111111,8.32667268469e-19
0,0.0,0.00996816034567,38,1.41517228298,4.86800894855,-0.0469761631365,1.3057012109,8,447,3.69027584831,0.0469761631365,0.593016057567,4.86800894855,6.87927903121e-17
0,0.0,0.00968620316125,39,1.46099381381,4.83333333333,-0.0489140353449,1.26220523451,8,456,3.53320444696,0.0489140353449,0.563754919163,4.83333333333,-1.98432272998e-17
0,9.99240098684e-21,0.00644669145709,40,1.54768966016,4.85209713024,-0.0414296850843,1.2429737332,9,453,3.46590483155,0.0414296850843,0.556197870994,4.85209713024,4.54623161145e-18
0,0.0,0.00643006154112,41,1.56576191221,4.89135254989,-0.0438358577108,1.23421582095,8,451,3.43568327323,0.0438358577108,0.557054945641,4.89135254989,2.83573565617e-17
0,-5.59865183929e-21,0.00982101380224,42,1.37973838553,5.01118568233,-0.0495185228799,1.22470771587,8,447,3.40317124447,0.0495185228799,0.609475675816,5.01118568233,-7.05563832741e-17
0,0.0,0.00982101060189,43,1.47776675199,5.0155210643,-0.0502079355931,1.20418560285,8,451,3.33404273724,0.0502079355931,0.603251828581,5.0155210643,-1.33957756876e-17
0,0.0,0.00994530867466,44,1.49939100043,4.96436525612,-0.050757750879,1.18257579239,8,449,3.26276760039,0.050757750879,0.588206595757,4.96436525612,2.49301577386e-18
0,1.58844120932e-20,0.00984487373366,45,1.45132749332,5.0088691796,-0.0471541782078,1.17523089792,8,451,3.23889071062,0.0471541782078,0.602094086506,5.0088691796,-6.84715996105e-18
0,-5.27339558365e-21,0.00640099646094,46,1.52957036313,5.05077262693,-0.0382523116115,1.17153637619,8,453,3.22694663594,0.0382523116115,0.601290144041,5.05077262693,1.80830729966e-17
0,2.63041503685e-20,0.00641158849224,47,1.49783809542,5.05099778271,-0.0393582610891,1.14475857947,8,451,3.14168279856,0.0393582610891,0.589537115747,5.05099778271,1.65051863975e-17
1,0.0,0.0064633227619,48,1.42418094287,4.97555555556,-0.039631376828,1.14690779442,8,450,3.14844221131,0.039631376828,0.615143014141,4.97555555556,-4.92276551024e-17
0,1.04774781414e-20,0.0098322579871,49,1.43374845934,4.99331848552,-0.0493299762544,1.12859349536,8,449,3.09130550544,0.0493299762544,0.607226937088,4.99331848552,-3.88480938384e-17
