MeanKL,dLoss,ExplainedVariance,Perplexity,NumTrajs,AverageReturn,LossBefore,MaxReturn,MeanKLBefore,StdReturn,MinReturn,AverageDiscountedReturn,LossAfter,Iteration,Entropy
0.00650130021408,0.0689827814768,0.138792952252,7.765263097,94,2.76595744681,-3.77077740435e-17,8,0.0,1.77107691674,0,2.76595744681,-0.0689827814768,29,2.04966033845
0.00993289239003,0.0836428680666,0.132734658977,7.6535497069,99,2.53535353535,1.06262622497e-17,7,-3.07638734381e-19,1.78836379885,0,2.53535353535,-0.0836428680666,30,2.03516955419
0.00997738645938,0.0858845037742,0.221890352873,7.41009795741,91,2.94505494505,-1.66312293729e-16,8,0.0,1.96878183658,0,2.94505494505,-0.0858845037742,31,2.00284365884
0.00986430236857,0.0813247607549,0.160883340895,7.34566721829,94,2.76595744681,-6.29052807193e-17,7,0.0,1.80675759842,0,2.76595744681,-0.0813247607549,32,1.99411064529
0.006429694141,0.0777762120146,0.0556251361441,7.25325601632,89,3.12359550562,1.14433294907e-17,7,-9.69612964391e-20,1.9069372156,0,3.12359550562,-0.0777762120146,33,1.98145047375
0.00966851032072,0.0943542194773,0.166429764029,6.95729642554,94,2.96808510638,4.40318222554e-17,8,8.74477657862e-20,1.80101701564,0,2.96808510638,-0.0943542194773,34,1.93979095428
0.00983026977692,0.0890942049,0.237024925383,6.8101116422,90,3.03333333333,4.41654024751e-17,7,2.00356141429e-19,1.70261237188,0,3.03333333333,-0.0890942049,35,1.91840851389
0.0098331420924,0.0876266797125,0.185893122008,6.63096368774,93,2.9247311828,8.86905482035e-18,8,6.85117590053e-20,1.74895704184,0,2.9247311828,-0.0876266797125,36,1.89175014623
0.00653956247499,0.0720107724998,0.167691284604,6.53995201643,89,3.04494382022,-2.71485948368e-17,7,0.0,1.7086042162,0,3.04494382022,-0.0720107724998,37,1.87792982851
0.00976394363066,0.0862553490392,0.171196823946,6.29757523971,89,3.12359550562,-1.98096454195e-17,7,0.0,1.70142190845,0,3.12359550562,-0.0862553490392,38,1.84016467673
0.00651231487876,0.0773825941101,0.171795747886,6.41389026663,94,2.81914893617,6.31563996044e-17,7,0.0,1.64357398553,0,2.81914893617,-0.0773825941101,39,1.85846599271
0.00656513439154,0.0771882727173,0.206602814401,6.46518862299,91,3.08791208791,7.48965998564e-17,8,0.0,2.01994642323,0,3.08791208791,-0.0771882727173,40,1.86643218782
0.0098077140059,0.0866729765057,0.145072430757,6.16731904804,90,3.15555555556,4.3040455229e-17,6,0.0,1.51958408865,0,3.15555555556,-0.0866729765057,41,1.81926422939
0.0064298532105,0.0763694132953,0.165174211526,6.12259633727,89,2.88764044944,1.00196247098e-16,7,-1.38105942594e-19,1.45677959626,0,2.88764044944,-0.0763694132953,42,1.81198624468
0.00950338265582,0.086734562946,0.341164455303,5.89247677567,87,3.26436781609,1.32499831213e-16,7,0.0,1.725133812,0,3.26436781609,-0.086734562946,43,1.77367641448
0.00993045690478,0.0921722429817,0.246801814337,5.81591670579,89,3.24719101124,-2.44756217941e-17,7,6.92951559189e-20,1.75640656446,0,3.24719101124,-0.0921722429817,44,1.76059841856
0.0099627628312,0.0933480236776,0.297449135482,5.96639225558,88,3.10227272727,5.27773365226e-18,7,0.0,1.58142465063,0,3.10227272727,-0.0933480236776,45,1.78614243244
0.00646146728181,0.0731351959719,0.0752230398147,5.86818836044,90,2.97777777778,-2.36641162619e-17,8,0.0,1.65983786208,0,2.97777777778,-0.0731351959719,46,1.76954595936
0.00654475270608,0.077437370137,0.214224563497,5.60420741408,90,3.17777777778,2.84164226541e-17,8,0.0,1.81094068728,0,3.17777777778,-0.077437370137,47,1.72351763958
0.00971303672935,0.0844973696879,0.322003068586,5.52424485687,85,3.42352941176,3.14119987506e-17,8,0.0,1.69689315126,0,3.42352941176,-0.0844973696879,48,1.70914656057
0.00987551451097,0.0962155870524,0.267650540666,5.52315275298,86,3.6511627907,9.37373930971e-17,7,0.0,1.66891861563,0,3.6511627907,-0.0962155870524,49,1.70894884815
