Perplexity,Entropy,MinReturn,dLoss,ExplainedVariance,AverageReturn,MaxReturn,AverageDiscountedReturn,Iteration,NumTrajs,MeanKLBefore,MeanKL,LossBefore,LossAfter,StdReturn
8.07063391275,2.08823203096,0,0.0154489494123,0.331824115835,3.21881838074,8,3.21881838074,33,457,0.0,0.000646675906725,5.96148727009e-18,-0.0154489494123,1.6205181668
7.99887004978,2.07930028793,0,0.0165040610012,0.353569464191,3.33630289532,7,3.33630289532,34,449,-2.18746655966e-21,0.000645543793789,-4.1595285183e-17,-0.0165040610012,1.60054157232
7.91683317726,2.06899127451,0,0.0145747213743,0.351307397252,3.43176733781,8,3.43176733781,35,447,-2.6961401431e-20,0.00064751302777,-1.74607172943e-17,-0.0145747213743,1.56989925709
7.86124086919,2.06194446538,0,0.015605243025,0.340664344925,3.23542600897,7,3.23542600897,36,446,0.0,0.000647714783353,-3.52698223607e-17,-0.015605243025,1.52430258188
7.80277309756,2.05447919584,0,0.0151318307902,0.362962174884,3.43429844098,7,3.43429844098,37,449,0.0,0.00064493851965,5.15223259931e-18,-0.0151318307902,1.5866310936
7.63951246314,2.03333378742,0,0.0186062302234,0.390378645528,3.45614035088,7,3.45614035088,38,456,0.0,0.000995073619967,-4.21940122077e-17,-0.0186062302234,1.49202764941
7.57476805286,2.02482273084,0,0.0145686856963,0.376026735094,3.48115299335,8,3.48115299335,39,451,0.0,0.000642277972857,-6.67353230978e-17,-0.0145686856963,1.55931490474
7.43180814284,2.00576918617,0,0.0152703242886,0.396626408855,3.4,7,3.4,40,450,-3.24275761366e-20,0.000646592447631,-2.71523442695e-17,-0.0152703242886,1.54488403017
7.41674781723,2.00374066153,0,0.0151973549682,0.415273218619,3.63636363636,7,3.63636363636,41,451,7.26789474045e-20,0.000651308430969,-2.25501064179e-17,-0.0151973549682,1.44550962815
7.31254164377,1.98959090742,0,0.0145710557634,0.382752468359,3.54565701559,7,3.54565701559,42,449,4.5842215657e-20,0.000644397411534,-2.05689259494e-17,-0.0145710557634,1.59153805733
7.2855707251,1.98589577908,0,0.0153797509675,0.388871315615,3.63796909492,8,3.63796909492,43,453,-2.83691064405e-20,0.000645812685631,-6.12661169472e-17,-0.0153797509675,1.59374254554
7.16639425032,1.96940263416,0,0.0144263267318,0.420578027843,3.58628318584,7,3.58628318584,44,452,-9.63980796749e-21,0.000644622511992,2.40460495216e-17,-0.0144263267318,1.46162940637
7.10613744303,1.96095883924,0,0.0143686189103,0.449542323213,3.6703539823,7,3.6703539823,45,452,3.3524720347e-20,0.000647105436084,2.49363793901e-19,-0.0143686189103,1.44660324092
7.07412086985,1.95644317713,0,0.0136260427859,0.470555543275,3.75278396437,7,3.75278396437,46,449,0.0,0.000643299909421,2.40918396344e-17,-0.0136260427859,1.42485025982
7.01304226406,1.94777159607,0,0.0138110697228,0.426508186325,3.66520787746,8,3.66520787746,47,457,0.0,0.000647309498854,1.64123538446e-16,-0.0138110697228,1.55129423291
6.8694960138,1.92709074311,0,0.014910303404,0.43756210828,3.8255033557,7,3.8255033557,48,447,0.0,0.000641359375457,-1.6602048851e-17,-0.014910303404,1.49599709123
6.86511371706,1.92645260384,0,0.0148379249115,0.428039644477,3.71714922049,7,3.71714922049,49,449,0.0,0.000640110748586,-6.78119176973e-18,-0.0148379249115,1.51096803069
