AverageDiscountedReturn,Perplexity,Iteration,ExplainedVariance,MeanKLBefore,dLoss,LossBefore,MaxReturn,MeanKL,Entropy,AverageReturn,MinReturn,StdReturn,LossAfter,NumTrajs
4.4734766254,4.3969699102,29,0.522066004722,-2.47742674042e-20,0.0412247368688,-4.84009052454e-17,7,0.00644725859167,1.48091564692,4.49339207048,0,1.46732410725,-0.0412247368688,454
4.60118615258,4.2128157571,30,0.524215765394,0.0,0.0481544302866,-3.6259529422e-17,8,0.00993909984956,1.43813125005,4.62197802198,0,1.51111647814,-0.0481544302866,455
4.71382996542,4.12831785815,31,0.536396828235,0.0,0.0399259441159,-4.45476988631e-17,9,0.00654574399734,1.41787002573,4.73509933775,0,1.53704219878,-0.0399259441159,453
4.70666242177,4.06898321227,32,0.569656592931,-3.56809091596e-20,0.0387931671274,7.74106815547e-18,8,0.00644782602319,1.40339314325,4.72808988764,0,1.44572121608,-0.0387931671274,445
4.71829277155,3.96319344155,33,0.586477582143,1.49338219723e-20,0.0484397906334,1.66242529268e-18,8,0.00997250391642,1.37705012492,4.73942093541,0,1.49424452569,-0.0484397906334,449
4.59006173756,3.93630645377,34,0.529526925292,0.0,0.0503957600075,-2.82269490277e-17,8,0.00997965748066,1.37024283535,4.61061946903,0,1.58216625509,-0.0503957600075,452
4.7377781639,3.80189485242,35,0.557077701916,4.19604577786e-20,0.039747788973,6.13602662923e-17,8,0.00643608204577,1.33549958782,4.75946547884,0,1.45613078517,-0.039747788973,449
4.71765464498,3.73060436312,36,0.581823753006,0.0,0.0482157780076,8.57055592525e-18,8,0.00989066790225,1.31657024818,4.7389380531,0,1.41201755036,-0.0482157780076,452
4.9152760466,3.66292963626,37,0.578268396508,0.0,0.0383162548757,-4.99475492208e-17,8,0.00646288842184,1.29826327429,4.93763919822,0,1.4865798309,-0.0383162548757,449
4.88613837442,3.55135895877,38,0.588493002896,0.0,0.0411113879324,3.10135977284e-17,8,0.00647015777715,1.26733033552,4.90848214286,0,1.49347372509,-0.0411113879324,448
4.8485459117,3.59935782006,39,0.579436887046,0.0,0.0396758756347,3.6545303358e-17,8,0.0064042478838,1.28075544623,4.87082405345,0,1.46412770012,-0.0396758756347,449
4.79341842301,3.44286836698,40,0.536526110572,0.0,0.0482313377821,-5.14649065584e-17,8,0.00994725925745,1.23630495155,4.81555555556,0,1.58723457001,-0.0482313377821,450
4.93628214727,3.39907092817,41,0.575259425347,0.0,0.0486485729368,-2.95911702096e-17,8,0.00996234043097,1.22350213786,4.9592760181,0,1.49453527056,-0.0486485729368,442
4.84289827689,3.35943142035,42,0.567616986073,-1.95907723235e-20,0.0381706944983,1.16180970526e-16,8,0.00644149006754,1.21177173952,4.86516853933,0,1.55057808166,-0.0381706944983,445
5.04211483614,3.30184069573,43,0.630075125988,0.0,0.0377547339972,5.1555981706e-18,8,0.00643331651362,1.19448009955,5.06546275395,0,1.41509244817,-0.0377547339972,443
4.91955786352,3.20685559908,44,0.578531860617,-4.79792880864e-20,0.0406680042755,3.27428514937e-17,8,0.00642672693596,1.16529089291,4.94196428571,0,1.51516962705,-0.0406680042755,448
5.01521600546,3.2337811162,45,0.579735706977,0.0,0.0371595745559,1.10689402005e-17,8,0.00648421130478,1.1736520768,5.03837471783,0,1.47694672376,-0.0371595745559,443
5.01753980397,3.1352020329,46,0.620668396654,-4.39128652858e-20,0.0493597849378,-2.25093906616e-17,9,0.00984659770177,1.14269361632,5.0404494382,0,1.40885794063,-0.0493597849378,445
5.05605047889,3.06780826436,47,0.634593716856,0.0,0.0479599141772,5.07085010686e-17,8,0.00998696765752,1.12096338623,5.07918552036,0,1.37547071892,-0.0479599141772,442
5.07650840812,2.99346739089,48,0.626046703405,3.608406194e-21,0.0379658658253,-4.47138511541e-17,8,0.00641035440635,1.09643237802,5.09977324263,0,1.39452279513,-0.0379658658253,441
5.08297444043,2.98026684994,49,0.61361227818,0.0,0.0448140911909,2.35922392733e-19,8,0.00994765698618,1.09201284347,5.10633484163,0,1.44742106627,-0.0448140911909,442
